service_type,service_name,origin_zip,dest_zip,weight_lb,currency,net_charge,transit_days,delivery_day
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,4,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,4,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,5,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,4,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,3,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,5,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,3,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,2,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,3,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,4,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,5,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,5,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,4,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,5,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,3,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,2,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,2,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,5,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,2,2026-05-29
FEDEX_GROUND,FedEx Ground,38116,10001,5.0,USD,18.45,4,2026-05-29
FEDEX_GROUND,FedEx Ground,74104,74017,9.0,USD,21.35,3,2026-09-26
FEDEX_GROUND,Fedex Ground,74104,74008,2.4,USD,12.37,5,2026-04-17
FEDEX_2_DAY,Fedex 2 Day,74104,74055,3.5,USD,24.19,4,2026-09-23
FEDEX_2_DAY,Fedex 2 Day,74104,74055,1.7,USD,10.36,4,2026-01-10
STANDARD_OVERNIGHT,Standard Overnight,74104,74037,1.7,USD,24.79,2,2026-06-09
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74012,1.4,USD,12.52,2,2026-06-01
FEDEX_GROUND,Fedex Ground,74104,74055,6.6,USD,24.00,2,2026-04-14
FEDEX_2_DAY,Fedex 2 Day,74104,74063,3.8,USD,36.25,3,2026-05-17
STANDARD_OVERNIGHT,Standard Overnight,74104,74074,6.3,USD,18.12,2,2026-09-24
FEDEX_2_DAY,Fedex 2 Day,74104,74008,7.1,USD,29.32,4,2026-08-01
FEDEX_GROUND,Fedex Ground,74104,74074,5.3,USD,36.07,3,2026-08-06
FEDEX_GROUND,Fedex Ground,74104,74012,6.2,USD,25.53,3,2026-04-21
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74055,4.7,USD,28.01,5,2026-05-21
STANDARD_OVERNIGHT,Standard Overnight,74104,74055,5.0,USD,39.83,1,2026-02-26
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,73069,1.5,USD,27.44,2,2026-02-06
FEDEX_GROUND,Fedex Ground,74104,73069,3.5,USD,36.31,2,2026-07-25
FEDEX_2_DAY,Fedex 2 Day,74104,74074,1.7,USD,18.22,3,2026-02-20
FEDEX_2_DAY,Fedex 2 Day,74104,73069,1.8,USD,22.99,2,2026-09-11
FEDEX_GROUND,Fedex Ground,74104,74074,6.8,USD,26.65,4,2026-09-12
STANDARD_OVERNIGHT,Standard Overnight,74104,74074,7.7,USD,38.02,2,2026-06-17
FEDEX_GROUND,Fedex Ground,74104,74063,7.2,USD,14.04,3,2026-05-06
FEDEX_2_DAY,Fedex 2 Day,74104,74104,2.1,USD,23.22,1,2026-01-25
FEDEX_GROUND,Fedex Ground,74104,74074,7.0,USD,29.12,3,2026-06-19
FEDEX_2_DAY,Fedex 2 Day,74104,74104,6.0,USD,30.89,1,2026-07-01
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,73003,2.7,USD,14.69,2,2026-04-19
FEDEX_GROUND,Fedex Ground,74104,74055,7.2,USD,23.22,5,2026-09-26
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,73069,7.0,USD,10.19,4,2026-04-25
STANDARD_OVERNIGHT,Standard Overnight,74104,74104,3.4,USD,28.98,2,2026-08-26
STANDARD_OVERNIGHT,Standard Overnight,74104,73003,7.1,USD,35.20,4,2026-06-19
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74074,6.5,USD,14.41,1,2026-08-10
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,73069,2.1,USD,39.89,5,2026-07-14
FEDEX_GROUND,Fedex Ground,74104,73003,3.3,USD,31.35,2,2026-01-09
FEDEX_GROUND,Fedex Ground,74104,74055,7.8,USD,39.66,1,2026-09-09
STANDARD_OVERNIGHT,Standard Overnight,74104,73069,3.3,USD,25.22,3,2026-06-14
FEDEX_GROUND,Fedex Ground,74104,73003,7.6,USD,36.39,3,2026-05-14
FEDEX_GROUND,Fedex Ground,74104,74104,1.5,USD,39.35,2,2026-09-26
FEDEX_GROUND,Fedex Ground,74104,73069,6.2,USD,26.12,5,2026-04-20
FEDEX_GROUND,Fedex Ground,74104,74055,2.1,USD,31.21,1,2026-07-04
FEDEX_2_DAY,Fedex 2 Day,74104,74008,6.2,USD,33.83,5,2026-09-27
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,73069,3.5,USD,17.05,3,2026-01-04
FEDEX_2_DAY,Fedex 2 Day,74104,74063,5.6,USD,14.77,3,2026-08-08
FEDEX_2_DAY,Fedex 2 Day,74104,74012,1.1,USD,25.96,4,2026-03-26
FEDEX_2_DAY,Fedex 2 Day,74104,74401,2.1,USD,30.38,4,2026-03-16
STANDARD_OVERNIGHT,Standard Overnight,74104,74012,3.7,USD,20.79,2,2026-03-14
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74074,6.7,USD,26.86,4,2026-06-16
FEDEX_2_DAY,Fedex 2 Day,74104,73003,1.6,USD,13.60,4,2026-05-15
FEDEX_2_DAY,Fedex 2 Day,74104,74008,3.2,USD,14.35,3,2026-03-05
FEDEX_2_DAY,Fedex 2 Day,74104,74008,3.8,USD,25.31,5,2026-06-17
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74037,6.3,USD,16.87,4,2026-05-14
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74104,2.0,USD,37.33,3,2026-08-16
FEDEX_GROUND,Fedex Ground,74104,74104,5.2,USD,22.87,4,2026-03-02
STANDARD_OVERNIGHT,Standard Overnight,74104,74037,1.8,USD,19.84,1,2026-07-28
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74037,1.2,USD,32.67,5,2026-08-25
STANDARD_OVERNIGHT,Standard Overnight,74104,74055,6.1,USD,23.14,5,2026-02-21
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,73003,2.9,USD,19.31,3,2026-05-01
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74074,7.5,USD,14.41,5,2026-09-21
FEDEX_2_DAY,Fedex 2 Day,74104,74401,3.8,USD,22.07,5,2026-01-15
STANDARD_OVERNIGHT,Standard Overnight,74104,74074,4.5,USD,34.90,5,2026-06-27
FEDEX_2_DAY,Fedex 2 Day,74104,74055,4.9,USD,26.74,3,2026-06-27
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74055,6.2,USD,16.16,4,2026-04-22
FEDEX_GROUND,Fedex Ground,74104,74104,4.3,USD,35.10,4,2026-01-07
FEDEX_2_DAY,Fedex 2 Day,74104,73069,4.4,USD,15.89,2,2026-01-16
STANDARD_OVERNIGHT,Standard Overnight,74104,74012,5.1,USD,23.15,4,2026-02-01
FEDEX_2_DAY,Fedex 2 Day,74104,74401,1.7,USD,15.34,3,2026-09-27
FEDEX_2_DAY,Fedex 2 Day,74104,74012,3.7,USD,39.08,3,2026-05-27
STANDARD_OVERNIGHT,Standard Overnight,74104,74063,4.8,USD,19.89,3,2026-05-17
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,73069,7.5,USD,14.38,2,2026-01-18
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74074,1.9,USD,28.39,3,2026-08-24
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,73003,1.8,USD,34.24,3,2026-04-13
STANDARD_OVERNIGHT,Standard Overnight,74104,73069,5.6,USD,13.30,2,2026-02-28
STANDARD_OVERNIGHT,Standard Overnight,74104,74401,4.8,USD,10.39,5,2026-07-25
FEDEX_GROUND,Fedex Ground,74104,74074,4.3,USD,39.88,2,2026-05-27
STANDARD_OVERNIGHT,Standard Overnight,74104,73003,5.0,USD,13.17,1,2026-06-28
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,73003,6.3,USD,27.00,3,2026-04-01
FEDEX_2_DAY,Fedex 2 Day,74104,73003,6.1,USD,34.46,4,2026-02-01
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74063,1.1,USD,20.37,4,2026-05-16
STANDARD_OVERNIGHT,Standard Overnight,74104,74055,4.8,USD,32.79,3,2026-05-02
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74104,5.0,USD,30.46,2,2026-02-09
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74012,6.8,USD,18.76,4,2026-01-03
FEDEX_GROUND,Fedex Ground,74104,74074,1.8,USD,15.65,5,2026-02-24
FEDEX_GROUND,Fedex Ground,74104,73069,6.7,USD,10.73,5,2026-06-27
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74008,4.9,USD,34.34,2,2026-09-26
STANDARD_OVERNIGHT,Standard Overnight,74104,73003,7.8,USD,38.71,3,2026-01-25
FEDEX_GROUND,Fedex Ground,74104,74055,6.3,USD,39.11,2,2026-06-21
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74008,1.9,USD,30.16,4,2026-09-17
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74012,4.1,USD,14.23,5,2026-06-09
FEDEX_GROUND,Fedex Ground,74104,73003,6.1,USD,37.13,5,2026-01-16
FEDEX_EXPRESS_SAVER,Fedex Express Saver,74104,74104,3.3,USD,18.25,5,2026-02-26
