object_id,rate,shipment,status,tracking_number,tracking_status,carrier,label_url,created_time
trk_900000,rate_900000,shp_900000,SUCCESS,525340895781,DELIVERED,usps,https://shippo/labels/900000.pdf,2026-09-24T12:00:00-05:00
trk_900001,rate_900001,shp_900001,SUCCESS,697993733685,DELIVERED,ups,https://shippo/labels/900001.pdf,2026-09-04T12:00:00-05:00
trk_900002,rate_900002,shp_900002,SUCCESS,745188179323,DELIVERED,fedex,https://shippo/labels/900002.pdf,2026-09-02T12:00:00-05:00
trk_900003,rate_900003,shp_900003,SUCCESS,945554528914,DELIVERED,ups,https://shippo/labels/900003.pdf,2026-07-21T12:00:00-05:00
trk_900004,rate_900004,shp_900004,SUCCESS,588549637461,DELIVERED,ups,https://shippo/labels/900004.pdf,2026-07-27T12:00:00-05:00
trk_900005,rate_900005,shp_900005,SUCCESS,288535405552,TRANSIT,fedex,https://shippo/labels/900005.pdf,2026-08-06T12:00:00-05:00
trk_900006,rate_900006,shp_900006,SUCCESS,453157201203,DELIVERED,usps,https://shippo/labels/900006.pdf,2026-08-17T12:00:00-05:00
trk_900007,rate_900007,shp_900007,SUCCESS,404048188889,DELIVERED,usps,https://shippo/labels/900007.pdf,2026-07-14T12:00:00-05:00
trk_900008,rate_900008,shp_900008,SUCCESS,414483571433,DELIVERED,ups,https://shippo/labels/900008.pdf,2026-07-05T12:00:00-05:00
trk_900009,rate_900009,shp_900009,SUCCESS,488084418610,DELIVERED,fedex,https://shippo/labels/900009.pdf,2026-07-22T12:00:00-05:00
trk_900010,rate_900010,shp_900010,SUCCESS,519872428678,TRANSIT,ups,https://shippo/labels/900010.pdf,2026-07-08T12:00:00-05:00
trk_900011,rate_900011,shp_900011,SUCCESS,274093353871,DELIVERED,fedex,https://shippo/labels/900011.pdf,2026-09-07T12:00:00-05:00
trk_900012,rate_900012,shp_900012,SUCCESS,127903102996,DELIVERED,ups,https://shippo/labels/900012.pdf,2026-08-01T12:00:00-05:00
trk_900013,rate_900013,shp_900013,SUCCESS,465134394382,TRANSIT,fedex,https://shippo/labels/900013.pdf,2026-09-25T12:00:00-05:00
trk_900014,rate_900014,shp_900014,SUCCESS,864432810801,DELIVERED,ups,https://shippo/labels/900014.pdf,2026-07-05T12:00:00-05:00
trk_900015,rate_900015,shp_900015,SUCCESS,337609820182,DELIVERED,ups,https://shippo/labels/900015.pdf,2026-09-04T12:00:00-05:00
trk_900016,rate_900016,shp_900016,SUCCESS,422080121176,TRANSIT,usps,https://shippo/labels/900016.pdf,2026-09-01T12:00:00-05:00
trk_900017,rate_900017,shp_900017,SUCCESS,683536036433,DELIVERED,ups,https://shippo/labels/900017.pdf,2026-07-07T12:00:00-05:00
trk_900018,rate_900018,shp_900018,SUCCESS,506865395583,DELIVERED,fedex,https://shippo/labels/900018.pdf,2026-07-24T12:00:00-05:00
trk_900019,rate_900019,shp_900019,SUCCESS,169540934301,TRANSIT,ups,https://shippo/labels/900019.pdf,2026-07-07T12:00:00-05:00
trk_900020,rate_900020,shp_900020,SUCCESS,998214828468,TRANSIT,usps,https://shippo/labels/900020.pdf,2026-08-25T12:00:00-05:00
trk_900021,rate_900021,shp_900021,SUCCESS,784478814464,DELIVERED,usps,https://shippo/labels/900021.pdf,2026-07-20T12:00:00-05:00
trk_900022,rate_900022,shp_900022,SUCCESS,871751453485,DELIVERED,usps,https://shippo/labels/900022.pdf,2026-07-21T12:00:00-05:00
trk_900023,rate_900023,shp_900023,SUCCESS,802893592957,DELIVERED,ups,https://shippo/labels/900023.pdf,2026-08-22T12:00:00-05:00
trk_900024,rate_900024,shp_900024,SUCCESS,300101796863,DELIVERED,usps,https://shippo/labels/900024.pdf,2026-07-10T12:00:00-05:00
trk_900025,rate_900025,shp_900025,SUCCESS,472140792096,DELIVERED,ups,https://shippo/labels/900025.pdf,2026-09-25T12:00:00-05:00
trk_900026,rate_900026,shp_900026,SUCCESS,901918359662,DELIVERED,usps,https://shippo/labels/900026.pdf,2026-07-09T12:00:00-05:00
trk_900027,rate_900027,shp_900027,SUCCESS,983577217393,DELIVERED,ups,https://shippo/labels/900027.pdf,2026-07-23T12:00:00-05:00
trk_900028,rate_900028,shp_900028,SUCCESS,732992855960,DELIVERED,ups,https://shippo/labels/900028.pdf,2026-08-11T12:00:00-05:00
trk_900029,rate_900029,shp_900029,SUCCESS,515992448825,DELIVERED,usps,https://shippo/labels/900029.pdf,2026-09-23T12:00:00-05:00
trk_900030,rate_900030,shp_900030,SUCCESS,323043764110,TRANSIT,usps,https://shippo/labels/900030.pdf,2026-08-25T12:00:00-05:00
trk_900031,rate_900031,shp_900031,SUCCESS,839655028478,DELIVERED,usps,https://shippo/labels/900031.pdf,2026-09-16T12:00:00-05:00
trk_900032,rate_900032,shp_900032,SUCCESS,627315070967,DELIVERED,usps,https://shippo/labels/900032.pdf,2026-08-14T12:00:00-05:00
trk_900033,rate_900033,shp_900033,SUCCESS,377959113267,DELIVERED,usps,https://shippo/labels/900033.pdf,2026-07-11T12:00:00-05:00
trk_900034,rate_900034,shp_900034,SUCCESS,746581163267,DELIVERED,fedex,https://shippo/labels/900034.pdf,2026-09-21T12:00:00-05:00
trk_900035,rate_900035,shp_900035,SUCCESS,785082182850,TRANSIT,usps,https://shippo/labels/900035.pdf,2026-08-20T12:00:00-05:00
trk_900036,rate_900036,shp_900036,SUCCESS,841484179670,DELIVERED,usps,https://shippo/labels/900036.pdf,2026-08-27T12:00:00-05:00
trk_900037,rate_900037,shp_900037,SUCCESS,173881628032,DELIVERED,ups,https://shippo/labels/900037.pdf,2026-07-24T12:00:00-05:00
trk_900038,rate_900038,shp_900038,SUCCESS,255614651987,DELIVERED,ups,https://shippo/labels/900038.pdf,2026-08-14T12:00:00-05:00
trk_900039,rate_900039,shp_900039,SUCCESS,780491665198,DELIVERED,usps,https://shippo/labels/900039.pdf,2026-09-22T12:00:00-05:00
trk_900040,rate_900040,shp_900040,SUCCESS,946850595326,DELIVERED,ups,https://shippo/labels/900040.pdf,2026-07-20T12:00:00-05:00
trk_900041,rate_900041,shp_900041,SUCCESS,155753493101,DELIVERED,ups,https://shippo/labels/900041.pdf,2026-08-27T12:00:00-05:00
trk_900042,rate_900042,shp_900042,SUCCESS,637408837878,DELIVERED,ups,https://shippo/labels/900042.pdf,2026-09-17T12:00:00-05:00
trk_900043,rate_900043,shp_900043,SUCCESS,603115201375,DELIVERED,ups,https://shippo/labels/900043.pdf,2026-07-10T12:00:00-05:00
trk_900044,rate_900044,shp_900044,SUCCESS,783887390409,DELIVERED,ups,https://shippo/labels/900044.pdf,2026-07-23T12:00:00-05:00
trk_900045,rate_900045,shp_900045,SUCCESS,620057872682,DELIVERED,fedex,https://shippo/labels/900045.pdf,2026-08-17T12:00:00-05:00
trk_900046,rate_900046,shp_900046,SUCCESS,518664131138,DELIVERED,usps,https://shippo/labels/900046.pdf,2026-08-08T12:00:00-05:00
trk_900047,rate_900047,shp_900047,SUCCESS,878954835341,DELIVERED,fedex,https://shippo/labels/900047.pdf,2026-09-21T12:00:00-05:00
trk_900048,rate_900048,shp_900048,SUCCESS,775034608456,DELIVERED,fedex,https://shippo/labels/900048.pdf,2026-09-10T12:00:00-05:00
trk_900049,rate_900049,shp_900049,SUCCESS,526270236007,DELIVERED,usps,https://shippo/labels/900049.pdf,2026-08-25T12:00:00-05:00
trk_900050,rate_900050,shp_900050,SUCCESS,628958406959,DELIVERED,fedex,https://shippo/labels/900050.pdf,2026-08-01T12:00:00-05:00
trk_900051,rate_900051,shp_900051,SUCCESS,399768384975,TRANSIT,usps,https://shippo/labels/900051.pdf,2026-08-24T12:00:00-05:00
trk_900052,rate_900052,shp_900052,SUCCESS,552823722434,TRANSIT,usps,https://shippo/labels/900052.pdf,2026-08-10T12:00:00-05:00
trk_900053,rate_900053,shp_900053,SUCCESS,449285245945,DELIVERED,fedex,https://shippo/labels/900053.pdf,2026-09-01T12:00:00-05:00
trk_900054,rate_900054,shp_900054,SUCCESS,984993534824,DELIVERED,fedex,https://shippo/labels/900054.pdf,2026-07-12T12:00:00-05:00
trk_900055,rate_900055,shp_900055,SUCCESS,811138291394,DELIVERED,fedex,https://shippo/labels/900055.pdf,2026-07-21T12:00:00-05:00
trk_900056,rate_900056,shp_900056,SUCCESS,599834905175,TRANSIT,usps,https://shippo/labels/900056.pdf,2026-08-22T12:00:00-05:00
trk_900057,rate_900057,shp_900057,SUCCESS,224419100084,DELIVERED,ups,https://shippo/labels/900057.pdf,2026-08-09T12:00:00-05:00
trk_900058,rate_900058,shp_900058,SUCCESS,442171114793,DELIVERED,ups,https://shippo/labels/900058.pdf,2026-07-21T12:00:00-05:00
trk_900059,rate_900059,shp_900059,SUCCESS,214175155717,TRANSIT,ups,https://shippo/labels/900059.pdf,2026-08-19T12:00:00-05:00
trk_900060,rate_900060,shp_900060,SUCCESS,794688991234,DELIVERED,fedex,https://shippo/labels/900060.pdf,2026-09-23T15:00:00-05:00
trk_1800061,rate_1800061,shp_1800061,SUCCESS,658494481086,TRANSIT,ups,https://shippo/labels/1800061.pdf,2026-07-05T12:00:00-05:00
trk_1800062,rate_1800062,shp_1800062,SUCCESS,681076262826,DELIVERED,ups,https://shippo/labels/1800062.pdf,2026-09-21T12:00:00-05:00
trk_1800063,rate_1800063,shp_1800063,SUCCESS,433953640429,TRANSIT,usps,https://shippo/labels/1800063.pdf,2026-08-13T12:00:00-05:00
trk_1800064,rate_1800064,shp_1800064,SUCCESS,125988433044,TRANSIT,ups,https://shippo/labels/1800064.pdf,2026-08-12T12:00:00-05:00
trk_1800065,rate_1800065,shp_1800065,SUCCESS,575654867151,DELIVERED,ups,https://shippo/labels/1800065.pdf,2026-09-05T12:00:00-05:00
trk_1800066,rate_1800066,shp_1800066,SUCCESS,723583065930,DELIVERED,ups,https://shippo/labels/1800066.pdf,2026-08-11T12:00:00-05:00
trk_1800067,rate_1800067,shp_1800067,SUCCESS,425482852319,TRANSIT,usps,https://shippo/labels/1800067.pdf,2026-09-09T12:00:00-05:00
trk_1800068,rate_1800068,shp_1800068,SUCCESS,245128815292,TRANSIT,fedex,https://shippo/labels/1800068.pdf,2026-07-02T12:00:00-05:00
trk_1800069,rate_1800069,shp_1800069,SUCCESS,572460706271,DELIVERED,usps,https://shippo/labels/1800069.pdf,2026-08-14T12:00:00-05:00
trk_1800070,rate_1800070,shp_1800070,SUCCESS,220433256587,DELIVERED,usps,https://shippo/labels/1800070.pdf,2026-09-19T12:00:00-05:00
trk_1800071,rate_1800071,shp_1800071,SUCCESS,326681123751,DELIVERED,fedex,https://shippo/labels/1800071.pdf,2026-08-19T12:00:00-05:00
trk_1800072,rate_1800072,shp_1800072,SUCCESS,936968063023,TRANSIT,usps,https://shippo/labels/1800072.pdf,2026-07-17T12:00:00-05:00
trk_1800073,rate_1800073,shp_1800073,SUCCESS,193514623650,TRANSIT,ups,https://shippo/labels/1800073.pdf,2026-08-06T12:00:00-05:00
trk_1800074,rate_1800074,shp_1800074,SUCCESS,972598487677,TRANSIT,fedex,https://shippo/labels/1800074.pdf,2026-08-04T12:00:00-05:00
trk_1800075,rate_1800075,shp_1800075,SUCCESS,967731082081,DELIVERED,fedex,https://shippo/labels/1800075.pdf,2026-08-14T12:00:00-05:00
trk_1800076,rate_1800076,shp_1800076,SUCCESS,826041695170,DELIVERED,ups,https://shippo/labels/1800076.pdf,2026-08-26T12:00:00-05:00
trk_1800077,rate_1800077,shp_1800077,SUCCESS,330735617232,DELIVERED,usps,https://shippo/labels/1800077.pdf,2026-07-27T12:00:00-05:00
trk_1800078,rate_1800078,shp_1800078,SUCCESS,418711819275,DELIVERED,ups,https://shippo/labels/1800078.pdf,2026-07-09T12:00:00-05:00
trk_1800079,rate_1800079,shp_1800079,SUCCESS,425965485203,DELIVERED,ups,https://shippo/labels/1800079.pdf,2026-08-29T12:00:00-05:00
trk_1800080,rate_1800080,shp_1800080,SUCCESS,219415047971,TRANSIT,fedex,https://shippo/labels/1800080.pdf,2026-09-19T12:00:00-05:00
trk_1800081,rate_1800081,shp_1800081,SUCCESS,445352705477,TRANSIT,fedex,https://shippo/labels/1800081.pdf,2026-09-27T12:00:00-05:00
trk_1800082,rate_1800082,shp_1800082,SUCCESS,959078404704,DELIVERED,fedex,https://shippo/labels/1800082.pdf,2026-09-21T12:00:00-05:00
trk_1800083,rate_1800083,shp_1800083,SUCCESS,453882268737,DELIVERED,usps,https://shippo/labels/1800083.pdf,2026-07-16T12:00:00-05:00
trk_1800084,rate_1800084,shp_1800084,SUCCESS,406316503529,DELIVERED,fedex,https://shippo/labels/1800084.pdf,2026-09-16T12:00:00-05:00
trk_1800085,rate_1800085,shp_1800085,SUCCESS,852627645181,TRANSIT,fedex,https://shippo/labels/1800085.pdf,2026-09-10T12:00:00-05:00
trk_1800086,rate_1800086,shp_1800086,SUCCESS,825822721814,DELIVERED,fedex,https://shippo/labels/1800086.pdf,2026-07-23T12:00:00-05:00
trk_1800087,rate_1800087,shp_1800087,SUCCESS,189730915884,DELIVERED,usps,https://shippo/labels/1800087.pdf,2026-07-23T12:00:00-05:00
trk_1800088,rate_1800088,shp_1800088,SUCCESS,140498856342,TRANSIT,usps,https://shippo/labels/1800088.pdf,2026-09-02T12:00:00-05:00
