column_id,board_id,title,type,position
col-name,monday-aw-showcase-nov14,Item,name,1
col-owner,monday-aw-showcase-nov14,Owner,people,2
col-status,monday-aw-showcase-nov14,Status,status,3
col-due,monday-aw-showcase-nov14,Due,date,4
col-notes,monday-aw-showcase-nov14,Notes,long_text,5
col-name-e001,monday-aw-showcase-nov14-e001,Item,name,1
col-owner-e001,monday-aw-showcase-nov14-e001,Owner,people,2
col-status-e001,monday-aw-showcase-nov14-e001,Status,status,3
col-due-e001,monday-aw-showcase-nov14-e001,Due,date,4
col-notes-e001,monday-aw-showcase-nov14-e001,Notes,long_text,5
col-name-e002,monday-aw-showcase-nov14-e002,Item,name,1
col-owner-e002,monday-aw-showcase-nov14-e002,Owner,people,2
col-status-e002,monday-aw-showcase-nov14-e002,Status,status,3
col-due-e002,monday-aw-showcase-nov14-e002,Due,date,4
col-notes-e002,monday-aw-showcase-nov14-e002,Notes,long_text,5
col-name-e003,monday-aw-showcase-nov14-e003,Item,name,1
col-owner-e003,monday-aw-showcase-nov14-e003,Owner,people,2
col-status-e003,monday-aw-showcase-nov14-e003,Status,status,3
col-due-e003,monday-aw-showcase-nov14-e003,Due,date,4
col-notes-e003,monday-aw-showcase-nov14-e003,Notes,long_text,5
col-name-e004,monday-aw-showcase-nov14-e004,Item,name,1
col-owner-e004,monday-aw-showcase-nov14-e004,Owner,people,2
col-status-e004,monday-aw-showcase-nov14-e004,Status,status,3
col-due-e004,monday-aw-showcase-nov14-e004,Due,date,4
col-notes-e004,monday-aw-showcase-nov14-e004,Notes,long_text,5
col-name-e005,monday-aw-showcase-nov14-e005,Item,name,1
col-owner-e005,monday-aw-showcase-nov14-e005,Owner,people,2
col-status-e005,monday-aw-showcase-nov14-e005,Status,status,3
col-due-e005,monday-aw-showcase-nov14-e005,Due,date,4
col-notes-e005,monday-aw-showcase-nov14-e005,Notes,long_text,5
col-name-e006,monday-aw-showcase-nov14-e006,Item,name,1
col-owner-e006,monday-aw-showcase-nov14-e006,Owner,people,2
col-status-e006,monday-aw-showcase-nov14-e006,Status,status,3
col-due-e006,monday-aw-showcase-nov14-e006,Due,date,4
col-notes-e006,monday-aw-showcase-nov14-e006,Notes,long_text,5
col-name-e007,monday-aw-showcase-nov14-e007,Item,name,1
col-owner-e007,monday-aw-showcase-nov14-e007,Owner,people,2
col-status-e007,monday-aw-showcase-nov14-e007,Status,status,3
col-due-e007,monday-aw-showcase-nov14-e007,Due,date,4
col-notes-e007,monday-aw-showcase-nov14-e007,Notes,long_text,5
col-name-e008,monday-aw-showcase-nov14-e008,Item,name,1
col-owner-e008,monday-aw-showcase-nov14-e008,Owner,people,2
col-status-e008,monday-aw-showcase-nov14-e008,Status,status,3
col-due-e008,monday-aw-showcase-nov14-e008,Due,date,4
col-notes-e008,monday-aw-showcase-nov14-e008,Notes,long_text,5
col-name-e009,monday-aw-showcase-nov14-e009,Item,name,1
col-owner-e009,monday-aw-showcase-nov14-e009,Owner,people,2
col-status-e009,monday-aw-showcase-nov14-e009,Status,status,3
col-due-e009,monday-aw-showcase-nov14-e009,Due,date,4
col-notes-e009,monday-aw-showcase-nov14-e009,Notes,long_text,5
col-name-e010,monday-aw-showcase-nov14-e010,Item,name,1
col-owner-e010,monday-aw-showcase-nov14-e010,Owner,people,2
col-status-e010,monday-aw-showcase-nov14-e010,Status,status,3
col-due-e010,monday-aw-showcase-nov14-e010,Due,date,4
col-notes-e010,monday-aw-showcase-nov14-e010,Notes,long_text,5
col-name-e011,monday-aw-showcase-nov14-e011,Item,name,1
col-owner-e011,monday-aw-showcase-nov14-e011,Owner,people,2
col-status-e011,monday-aw-showcase-nov14-e011,Status,status,3
col-due-e011,monday-aw-showcase-nov14-e011,Due,date,4
col-notes-e011,monday-aw-showcase-nov14-e011,Notes,long_text,5
col-name-e012,monday-aw-showcase-nov14-e012,Item,name,1
col-owner-e012,monday-aw-showcase-nov14-e012,Owner,people,2
col-status-e012,monday-aw-showcase-nov14-e012,Status,status,3
col-due-e012,monday-aw-showcase-nov14-e012,Due,date,4
col-notes-e012,monday-aw-showcase-nov14-e012,Notes,long_text,5
col-name-e013,monday-aw-showcase-nov14-e013,Item,name,1
col-owner-e013,monday-aw-showcase-nov14-e013,Owner,people,2
col-status-e013,monday-aw-showcase-nov14-e013,Status,status,3
col-due-e013,monday-aw-showcase-nov14-e013,Due,date,4
col-notes-e013,monday-aw-showcase-nov14-e013,Notes,long_text,5
col-name-e014,monday-aw-showcase-nov14-e014,Item,name,1
col-owner-e014,monday-aw-showcase-nov14-e014,Owner,people,2
col-status-e014,monday-aw-showcase-nov14-e014,Status,status,3
col-due-e014,monday-aw-showcase-nov14-e014,Due,date,4
col-notes-e014,monday-aw-showcase-nov14-e014,Notes,long_text,5
col-name-e015,monday-aw-showcase-nov14-e015,Item,name,1
col-owner-e015,monday-aw-showcase-nov14-e015,Owner,people,2
col-status-e015,monday-aw-showcase-nov14-e015,Status,status,3
col-due-e015,monday-aw-showcase-nov14-e015,Due,date,4
col-notes-e015,monday-aw-showcase-nov14-e015,Notes,long_text,5
