city_id,dt,dt_txt,temp,feels_like,temp_min,temp_max,pressure,humidity,weather_id,weather_main,weather_description,weather_icon,wind_speed,wind_deg,clouds,pop
5101879,1696161600,2026-10-01 12:00:00,61.3,61.3,61.3,61.3,1016,68,803,Clouds,broken clouds,04d,7.2,200,50,0.1
5101879,1696248000,2026-10-02 12:00:00,64.0,64.0,64.0,64.0,1016,55,800,Clear,clear sky,01d,5.1,200,50,0.1
5101879,1696334400,2026-10-03 12:00:00,66.5,66.5,66.5,66.5,1016,52,800,Clear,clear sky,01d,4.8,200,50,0.1
5101879,1696420800,2026-10-04 12:00:00,63.2,63.2,63.2,63.2,1016,71,500,Rain,light rain,10d,9.0,200,50,0.1
5101879,1696507200,2026-10-05 12:00:00,59.8,59.8,59.8,59.8,1016,74,501,Rain,moderate rain,10d,11.2,200,50,0.1
5101879,1696593600,2026-10-06 12:00:00,62.1,62.1,62.1,62.1,1016,60,802,Clouds,scattered clouds,03d,6.4,200,50,0.1
5101879,1696680000,2026-10-07 12:00:00,67.4,67.4,67.4,67.4,1016,48,800,Clear,clear sky,01d,4.2,200,50,0.1
5101879,1696766400,2026-10-08 12:00:00,68.9,68.9,68.9,68.9,1016,45,800,Clear,clear sky,01d,3.9,200,50,0.1
5101879,1696000000,2026-09-29 15:06:40,64.9,62.9,60.9,67.9,1015,68,802,Rain,light rain,10d,5.7,188,44,0.06
5101879,1696010800,2026-09-29 18:06:40,69.4,67.4,65.4,72.4,1023,85,803,Clear,few clouds,03d,13.9,150,83,0.15
5101879,1696021600,2026-09-29 21:06:40,50.2,48.2,46.2,53.2,1021,77,801,Clouds,light rain,10d,3.7,112,34,0.07
5101879,1696032400,2026-09-30 00:06:40,70.1,68.1,66.1,73.1,1011,63,803,Rain,few clouds,03d,7.0,36,13,0.04
5101879,1696043200,2026-09-30 03:06:40,63.9,61.9,59.9,66.9,1016,75,801,Clear,few clouds,01d,6.4,248,74,0.13
5101879,1696054000,2026-09-30 06:06:40,48.8,46.8,44.8,51.8,1024,81,800,Clouds,light rain,10d,1.7,220,29,0.38
5101879,1696064800,2026-09-30 09:06:40,71.7,69.7,67.7,74.7,1012,53,500,Clear,light rain,01d,14.8,136,68,0.52
5101879,1696075600,2026-09-30 12:06:40,62.5,60.5,58.5,65.5,1014,46,800,Rain,broken clouds,03d,3.9,345,45,0.15
5101879,1696086400,2026-09-30 15:06:40,57.8,55.8,53.8,60.8,1022,51,800,Rain,broken clouds,03d,7.0,272,41,0.53
5101879,1696097200,2026-09-30 18:06:40,50.5,48.5,46.5,53.5,1023,67,500,Clear,few clouds,03d,7.8,169,86,0.51
5101879,1696108000,2026-09-30 21:06:40,52.8,50.8,48.8,55.8,1010,81,800,Clouds,light rain,03d,1.5,345,44,0.16
5101879,1696118800,2026-10-01 00:06:40,66.0,64.0,62.0,69.0,1008,63,802,Rain,broken clouds,01d,5.6,4,45,0.46
5101879,1696129600,2026-10-01 03:06:40,59.7,57.7,55.7,62.7,1012,57,800,Clear,few clouds,01d,10.3,120,18,0.07
5101879,1696140400,2026-10-01 06:06:40,55.9,53.9,51.9,58.9,1018,54,801,Rain,broken clouds,10d,12.9,296,15,0.58
5101879,1696151200,2026-10-01 09:06:40,71.7,69.7,67.7,74.7,1019,71,803,Clear,light rain,10d,10.9,52,15,0.54
5101879,1696162000,2026-10-01 12:06:40,60.7,58.7,56.7,63.7,1012,77,500,Rain,broken clouds,01d,14.5,161,41,0.37
5101879,1696172800,2026-10-01 15:06:40,54.4,52.4,50.4,57.4,1013,59,802,Rain,broken clouds,02d,9.3,345,9,0.11
5101879,1696183600,2026-10-01 18:06:40,55.3,53.3,51.3,58.3,1023,45,802,Clouds,few clouds,03d,11.0,179,35,0.26
5101879,1696194400,2026-10-01 21:06:40,51.1,49.1,47.1,54.1,1018,79,800,Clear,broken clouds,01d,5.0,204,18,0.59
5101879,1696205200,2026-10-02 00:06:40,51.1,49.1,47.1,54.1,1021,76,500,Clear,broken clouds,03d,10.7,358,79,0.52
5101879,1696216000,2026-10-02 03:06:40,63.8,61.8,59.8,66.8,1015,72,802,Clouds,clear sky,01d,4.6,305,67,0.47
5101879,1696226800,2026-10-02 06:06:40,59.1,57.1,55.1,62.1,1024,68,802,Rain,clear sky,03d,3.3,324,85,0.52
5101879,1696237600,2026-10-02 09:06:40,52.8,50.8,48.8,55.8,1019,75,802,Clouds,clear sky,03d,14.3,133,84,0.25
5101879,1696248400,2026-10-02 12:06:40,68.1,66.1,64.1,71.1,1010,60,801,Rain,light rain,01d,13.9,44,86,0.15
5101879,1696259200,2026-10-02 15:06:40,66.7,64.7,62.7,69.7,1020,58,802,Clouds,broken clouds,02d,11.4,195,69,0.21
5101879,1696270000,2026-10-02 18:06:40,57.0,55.0,53.0,60.0,1012,74,801,Rain,few clouds,01d,14.3,191,14,0.25
5101879,1696280800,2026-10-02 21:06:40,67.0,65.0,63.0,70.0,1017,48,800,Clear,few clouds,02d,7.4,199,18,0.44
5101879,1696291600,2026-10-03 00:06:40,53.0,51.0,49.0,56.0,1022,59,803,Clouds,light rain,02d,4.2,192,35,0.14
5101879,1696302400,2026-10-03 03:06:40,49.2,47.2,45.2,52.2,1023,47,803,Clear,light rain,10d,2.6,294,33,0.35
5101879,1696313200,2026-10-03 06:06:40,49.4,47.4,45.4,52.4,1024,71,802,Rain,few clouds,10d,11.8,110,46,0.07
5101879,1696324000,2026-10-03 09:06:40,48.4,46.4,44.4,51.4,1020,63,801,Rain,few clouds,01d,5.1,28,11,0.06
5101879,1696334800,2026-10-03 12:06:40,62.3,60.3,58.3,65.3,1017,70,800,Clear,few clouds,10d,1.2,71,19,0.11
5101879,1696345600,2026-10-03 15:06:40,59.2,57.2,55.2,62.2,1014,59,803,Clouds,few clouds,02d,12.8,159,37,0.57
5101879,1696356400,2026-10-03 18:06:40,56.9,54.9,52.9,59.9,1021,68,802,Clouds,light rain,01d,4.0,9,85,0.37
5101879,1696367200,2026-10-03 21:06:40,62.1,60.1,58.1,65.1,1012,45,800,Clear,few clouds,10d,8.2,132,50,0.58
5101879,1696378000,2026-10-04 00:06:40,53.0,51.0,49.0,56.0,1012,75,803,Clouds,few clouds,02d,10.0,21,68,0.55
5101879,1696388800,2026-10-04 03:06:40,59.2,57.2,55.2,62.2,1018,50,500,Clear,light rain,03d,14.0,173,83,0.08
5101879,1696399600,2026-10-04 06:06:40,70.4,68.4,66.4,73.4,1015,52,802,Clear,broken clouds,02d,9.5,265,2,0.58
5101879,1696410400,2026-10-04 09:06:40,50.7,48.7,46.7,53.7,1011,70,801,Clouds,light rain,01d,11.0,34,37,0.09
5101879,1696421200,2026-10-04 12:06:40,68.8,66.8,64.8,71.8,1012,58,500,Clouds,broken clouds,10d,12.7,201,38,0.59
5101879,1696432000,2026-10-04 15:06:40,70.0,68.0,66.0,73.0,1008,60,803,Clouds,broken clouds,10d,11.1,132,24,0.22
5101879,1696442800,2026-10-04 18:06:40,68.0,66.0,64.0,71.0,1023,77,500,Rain,light rain,01d,5.8,243,5,0.02
5101879,1696453600,2026-10-04 21:06:40,67.2,65.2,63.2,70.2,1009,56,500,Clear,few clouds,03d,3.8,328,44,0.43
5101879,1696464400,2026-10-05 00:06:40,50.3,48.3,46.3,53.3,1022,83,803,Rain,few clouds,03d,7.7,257,55,0.08
5101879,1696475200,2026-10-05 03:06:40,66.9,64.9,62.9,69.9,1009,71,802,Clouds,clear sky,01d,14.7,356,81,0.11
5101879,1696486000,2026-10-05 06:06:40,67.4,65.4,63.4,70.4,1019,51,803,Clear,few clouds,03d,5.3,347,83,0.18
5101879,1696496800,2026-10-05 09:06:40,51.8,49.8,47.8,54.8,1023,49,800,Rain,light rain,03d,12.2,221,21,0.51
5101879,1696507600,2026-10-05 12:06:40,62.0,60.0,58.0,65.0,1008,81,800,Rain,light rain,10d,12.8,204,0,0.4
5101879,1696518400,2026-10-05 15:06:40,50.7,48.7,46.7,53.7,1023,46,500,Rain,broken clouds,02d,3.0,343,21,0.51
5101879,1696529200,2026-10-05 18:06:40,54.2,52.2,50.2,57.2,1017,64,801,Rain,clear sky,10d,14.1,275,53,0.49
5101879,1696540000,2026-10-05 21:06:40,55.0,53.0,51.0,58.0,1010,56,801,Clear,light rain,02d,9.8,176,20,0.23
5101879,1696550800,2026-10-06 00:06:40,70.5,68.5,66.5,73.5,1019,54,800,Clouds,broken clouds,01d,12.0,323,86,0.21
5101879,1696561600,2026-10-06 03:06:40,57.3,55.3,53.3,60.3,1008,80,800,Clouds,light rain,03d,13.6,5,18,0.05
5101879,1696572400,2026-10-06 06:06:40,65.4,63.4,61.4,68.4,1014,68,500,Clouds,few clouds,03d,5.2,93,20,0.53
5101879,1696583200,2026-10-06 09:06:40,71.0,69.0,67.0,74.0,1022,75,801,Clouds,broken clouds,02d,7.0,324,44,0.17
5101879,1696594000,2026-10-06 12:06:40,70.3,68.3,66.3,73.3,1023,69,801,Clear,broken clouds,10d,3.7,241,42,0.58
5101879,1696604800,2026-10-06 15:06:40,54.9,52.9,50.9,57.9,1012,45,802,Rain,few clouds,10d,7.7,83,32,0.2
5101879,1696615600,2026-10-06 18:06:40,62.8,60.8,58.8,65.8,1019,45,800,Rain,few clouds,02d,6.3,287,32,0.01
5101879,1696626400,2026-10-06 21:06:40,69.9,67.9,65.9,72.9,1019,83,803,Rain,few clouds,10d,13.3,288,74,0.3
5101879,1696637200,2026-10-07 00:06:40,58.7,56.7,54.7,61.7,1021,55,801,Clear,light rain,02d,11.4,48,10,0.55
5101879,1696648000,2026-10-07 03:06:40,49.1,47.1,45.1,52.1,1011,75,500,Rain,broken clouds,01d,10.8,99,17,0.11
5101879,1696658800,2026-10-07 06:06:40,60.4,58.4,56.4,63.4,1020,53,803,Clouds,light rain,03d,11.8,218,53,0.18
5101879,1696669600,2026-10-07 09:06:40,62.4,60.4,58.4,65.4,1017,58,801,Rain,light rain,10d,1.3,345,0,0.22
5101879,1696680400,2026-10-07 12:06:40,55.7,53.7,51.7,58.7,1024,61,500,Clear,clear sky,02d,13.6,5,16,0.06
5101879,1696691200,2026-10-07 15:06:40,56.2,54.2,52.2,59.2,1017,47,500,Rain,clear sky,03d,11.2,287,41,0.54
5101879,1696702000,2026-10-07 18:06:40,61.4,59.4,57.4,64.4,1009,67,500,Rain,clear sky,10d,2.6,90,90,0.38
5101879,1696712800,2026-10-07 21:06:40,49.0,47.0,45.0,52.0,1014,45,800,Clouds,light rain,03d,8.1,273,74,0.53
5101879,1696723600,2026-10-08 00:06:40,65.1,63.1,61.1,68.1,1016,82,802,Clear,few clouds,02d,10.8,155,81,0.15
5101879,1696734400,2026-10-08 03:06:40,57.4,55.4,53.4,60.4,1015,54,801,Rain,light rain,01d,10.1,108,15,0.58
5101879,1696745200,2026-10-08 06:06:40,49.0,47.0,45.0,52.0,1016,66,803,Rain,broken clouds,10d,14.7,330,18,0.34
5101879,1696756000,2026-10-08 09:06:40,61.3,59.3,57.3,64.3,1010,47,803,Clear,clear sky,02d,4.8,199,82,0.37
5101879,1696766800,2026-10-08 12:06:40,62.5,60.5,58.5,65.5,1021,78,801,Clouds,few clouds,01d,8.7,74,27,0.35
5101879,1696777600,2026-10-08 15:06:40,64.9,62.9,60.9,67.9,1008,72,802,Clouds,clear sky,01d,13.7,149,63,0.28
5101879,1696788400,2026-10-08 18:06:40,58.4,56.4,54.4,61.4,1013,72,803,Clear,light rain,03d,14.1,327,25,0.38
5101879,1696799200,2026-10-08 21:06:40,49.0,47.0,45.0,52.0,1019,80,802,Clouds,broken clouds,01d,13.7,214,57,0.05
5101879,1696810000,2026-10-09 00:06:40,53.7,51.7,49.7,56.7,1023,50,800,Clear,broken clouds,10d,5.8,110,50,0.33
5101879,1696820800,2026-10-09 03:06:40,54.9,52.9,50.9,57.9,1013,62,500,Rain,light rain,02d,13.5,198,34,0.31
5101879,1696831600,2026-10-09 06:06:40,64.3,62.3,60.3,67.3,1015,73,802,Clear,light rain,10d,2.3,102,51,0.02
5101879,1696842400,2026-10-09 09:06:40,69.7,67.7,65.7,72.7,1016,52,802,Clear,few clouds,01d,10.8,83,8,0.09
5101879,1696853200,2026-10-09 12:06:40,48.8,46.8,44.8,51.8,1011,76,801,Rain,light rain,01d,10.1,333,46,0.1
5101879,1696864000,2026-10-09 15:06:40,49.3,47.3,45.3,52.3,1010,62,800,Clouds,broken clouds,03d,14.2,27,22,0.57
5101879,1696874800,2026-10-09 18:06:40,53.5,51.5,49.5,56.5,1022,56,802,Rain,few clouds,01d,12.8,128,51,0.32
5101879,1696885600,2026-10-09 21:06:40,50.9,48.9,46.9,53.9,1018,59,500,Clear,clear sky,01d,12.7,161,82,0.29
5101879,1696896400,2026-10-10 00:06:40,69.9,67.9,65.9,72.9,1016,81,801,Clear,few clouds,10d,14.9,66,8,0.48
5101879,1696907200,2026-10-10 03:06:40,61.3,59.3,57.3,64.3,1018,61,803,Clear,few clouds,10d,7.5,239,68,0.15
5101879,1696918000,2026-10-10 06:06:40,65.3,63.3,61.3,68.3,1013,50,803,Clouds,broken clouds,02d,10.3,292,74,0.18
5101879,1696928800,2026-10-10 09:06:40,53.5,51.5,49.5,56.5,1015,70,801,Rain,few clouds,03d,1.6,12,26,0.44
5101879,1696939600,2026-10-10 12:06:40,56.2,54.2,52.2,59.2,1010,47,500,Clear,light rain,02d,11.3,84,65,0.12
5101879,1696950400,2026-10-10 15:06:40,50.6,48.6,46.6,53.6,1009,83,803,Rain,light rain,03d,9.0,51,7,0.06
5101879,1696961200,2026-10-10 18:06:40,56.0,54.0,52.0,59.0,1022,65,803,Clouds,clear sky,01d,3.7,28,32,0.47
5101879,1696972000,2026-10-10 21:06:40,64.2,62.2,60.2,67.2,1018,51,801,Clouds,few clouds,01d,5.7,319,6,0.32
5101879,1696982800,2026-10-11 00:06:40,68.0,66.0,64.0,71.0,1021,69,801,Rain,broken clouds,03d,6.2,28,44,0.11
5101879,1696993600,2026-10-11 03:06:40,51.3,49.3,47.3,54.3,1015,73,803,Rain,light rain,10d,4.1,296,57,0.16
5101879,1697004400,2026-10-11 06:06:40,59.6,57.6,55.6,62.6,1024,60,500,Clear,clear sky,01d,13.4,16,18,0.19
5101879,1697015200,2026-10-11 09:06:40,63.1,61.1,59.1,66.1,1018,73,802,Clouds,light rain,02d,1.5,218,65,0.42
5101879,1697026000,2026-10-11 12:06:40,54.6,52.6,50.6,57.6,1016,52,801,Clear,broken clouds,01d,4.3,66,51,0.08
5101879,1697036800,2026-10-11 15:06:40,48.9,46.9,44.9,51.9,1010,71,802,Clear,light rain,03d,10.8,217,9,0.09
