courseId,id,title,description,state,maxPoints,workType,topicId,creationTime,updateTime,dueDate_year,dueDate_month,dueDate_day,dueTime_hours,dueTime_minutes,alternateLink
crs_c001,cw_00101,Module 01 Quiz - Anatomy Refresh,,PUBLISHED,20,ASSIGNMENT,,2026-01-15T09:00:00-10:00,2026-01-15T09:00:00-10:00,2026,01,22T23:59:00,23,59,
crs_c001,cw_00102,Module 02 Quiz - Wound Healing Foundations,,PUBLISHED,20,ASSIGNMENT,,2026-02-05T09:00:00-10:00,2026-02-05T09:00:00-10:00,2026,02,12T23:59:00,23,59,
crs_c001,cw_00103,Module 03 Quiz - Splinting Fundamentals,,PUBLISHED,20,ASSIGNMENT,,2026-03-01T09:00:00-10:00,2026-03-01T09:00:00-10:00,2026,03,08T23:59:00,23,59,
crs_c001,cw_00104,Module 04 Quiz - Tendon Injuries,,PUBLISHED,20,ASSIGNMENT,,2026-04-02T09:00:00-10:00,2026-04-02T09:00:00-10:00,2026,04,09T23:59:00,23,59,
crs_c001,cw_00105,Module 05 Quiz - Nerve Injuries,,PUBLISHED,20,ASSIGNMENT,,2026-05-06T09:00:00-10:00,2026-05-06T09:00:00-10:00,2026,05,13T23:59:00,23,59,
crs_c001,cw_00106,Module 06 Quiz - Fractures and Dislocations,,PUBLISHED,20,ASSIGNMENT,,2026-06-04T09:00:00-10:00,2026-06-04T09:00:00-10:00,2026,06,11T23:59:00,23,59,
crs_c001,cw_00107,Module 07 Quiz - Arthritis Management,,PUBLISHED,20,ASSIGNMENT,,2026-07-02T09:00:00-10:00,2026-07-02T09:00:00-10:00,2026,07,09T23:59:00,23,59,
crs_c001,cw_00108,Module 08 Quiz - CRPS,,PUBLISHED,20,ASSIGNMENT,,2026-08-06T09:00:00-10:00,2026-08-06T09:00:00-10:00,2026,08,13T23:59:00,23,59,
crs_c001,cw_00109,Module 09 Quiz - Congenital and Pediatric Hand,,PUBLISHED,20,ASSIGNMENT,,2026-09-03T09:00:00-10:00,2026-09-03T09:00:00-10:00,2026,09,10T23:59:00,23,59,
crs_c001,cw_00110,Module 10 Quiz - Amputation and Prosthetics,,PUBLISHED,20,ASSIGNMENT,,2026-09-24T09:00:00-10:00,2026-09-24T09:00:00-10:00,2026,10,01T23:59:00,23,59,
crs_c001,cw_00111,Module 11 Quiz - Return to Work and Ergonomics,,PUBLISHED,20,ASSIGNMENT,,2026-10-08T09:00:00-10:00,2026-10-08T09:00:00-10:00,2026,10,15T23:59:00,23,59,
crs_c001,cw_00112,Module 12 Quiz - Board Review Wrap,,DRAFT,20,ASSIGNMENT,,,,2026,11,08T23:59:00,23,59,
