playlist_id,track_id,position,added_at
37i9dQZF1DXcBWIGoYBM5M,5fE6gF7hG8iH9jI0kJ1lK2,0,2026-05-20T08:00:00Z
37i9dQZF1DXcBWIGoYBM5M,0aZ1bY2cX3dW4eV5fU6gT7,1,2026-05-20T08:00:00Z
37i9dQZF1DXcBWIGoYBM5M,3dC4eD5fE6gF7hG8iH9jI0,2,2026-05-20T08:00:00Z
2v3iNvBX8Ay1Gt2uXtUKUg,1bA2cB3dC4eD5fE6gF7hG8,0,2026-05-18T12:30:00Z
2v3iNvBX8Ay1Gt2uXtUKUg,2cB3dC4eD5fE6gF7hG8iH9,1,2026-05-18T12:31:00Z
2v3iNvBX8Ay1Gt2uXtUKUg,8iH9jI0kJ1lK2mL3nM4oN5,2,2026-05-18T12:32:00Z
1hP3rT9sNuVbXc2Yd9Lm4q,3dC4eD5fE6gF7hG8iH9jI0,0,2026-05-15T21:10:00Z
1hP3rT9sNuVbXc2Yd9Lm4q,4eD5fE6gF7hG8iH9jI0kJ1,1,2026-05-15T21:11:00Z
5kQ2wP3nXvLbWc8Yd1Fm6r,5fE6gF7hG8iH9jI0kJ1lK2,0,2026-05-22T18:45:00Z
5kQ2wP3nXvLbWc8Yd1Fm6r,6gF7hG8iH9jI0kJ1lK2mL3,1,2026-05-22T18:46:00Z
5kQ2wP3nXvLbWc8Yd1Fm6r,7hG8iH9jI0kJ1lK2mL3nM4,2,2026-05-22T18:47:00Z
