chat_id,user_id,status
-1001,8501847,owner
-1001,8501848,member
-1002,8501847,owner
-1002,8501849,member
-1003,8501847,member
-1003,8501851,member
-1003,8501852,member
-1003,8501853,member
-1003,8501854,member
-1003,8501855,member
-1003,8501856,member
-1003,8501857,member
-1003,8501858,member
-1003,8501859,member
-1003,8501860,member
-1003,8501861,member
-1003,8501862,member
-1003,8501862,member
-1041,8501873,member
-1009,8501874,member
-1039,8501863,member
-1041,8501871,member
-1042,8501908,member
-1049,8501911,member
-1045,8501855,member
-1044,8501893,member
-1026,8501862,member
-1045,8501918,member
-1075,8501918,member
-1073,8501863,member
-1018,8501907,member
-1033,8501879,member
-1022,8501862,member
-1026,8501876,member
-1020,8501879,member
-1071,8501888,member
-1041,8501869,member
-1024,8501886,member
-1041,8501928,member
-1044,8501888,member
-1039,8501877,member
-1037,8501901,member
-1078,8501914,member
-1015,8501864,member
-1011,8501903,member
-1046,8501921,member
-1044,8501894,member
-1053,8501877,member
-1054,8501873,member
-1011,8501887,member
-1011,8501897,member
-1073,8501892,member
-1009,8501870,member
-1046,8501916,member
-1081,8501923,member
-1026,8501916,member
-1031,8501883,member
-1080,8501880,member
-1008,8501899,member
-1072,8501906,member
-1075,8501906,member
-1054,8501923,member
-1038,8501909,member
-1006,8501848,member
-1046,8501879,member
-1018,8501869,member
-1025,8501887,member
-1035,8501858,member
-1015,8501902,member
-1038,8501903,member
-1062,8501847,member
-1006,8501847,member
-1041,8501912,member
-1015,8501881,member
-1037,8501877,member
-1029,8501925,member
-1070,8501878,member
-1061,8501858,member
-1041,8501908,member
-1033,8501897,member
-1079,8501882,member
-1031,8501868,member
-1072,8501917,member
-1043,8501875,member
-1053,8501873,member
