channel_id,user_id
C0GENERAL,U0LIND
C0GENERAL,U0REEVES
C0GENERAL,U0ALEX
C0GENERAL,U0WHIT
C0GENERAL,U0IBARRA
C0GENERAL,U0KIM
C0GENERAL,U0OKAFOR
C0GENERAL,U0HULL
C0GENERAL,U0MARSH
C0GENERAL,U0STRAND
C0GENERAL,U0TESS
C0GENERAL,U0RAJ
C0GENERAL,U0SURVEYBOT
C0GENERAL,U0SLACKBOT
C0FIELD,U0REEVES
C0FIELD,U0ALEX
C0FIELD,U0WHIT
C0FIELD,U0IBARRA
C0FIELD,U0OKAFOR
C0FIELD,U0TESS
C0FIELD,U0RAJ
C0FIELD,U0SURVEYBOT
C0DATA,U0WHIT
C0DATA,U0ALEX
C0DATA,U0IBARRA
C0DATA,U0KIM
C0DATA,U0HULL
C0JOURNAL,U0KIM
C0JOURNAL,U0ALEX
C0JOURNAL,U0WHIT
C0JOURNAL,U0IBARRA
C0GEAR,U0REEVES
C0GEAR,U0ALEX
C0GEAR,U0OKAFOR
C0GEAR,U0TESS
C0GEAR,U0RAJ
C0RANDOM,U0IBARRA
C0RANDOM,U0ALEX
C0RANDOM,U0WHIT
C0RANDOM,U0KIM
C0RANDOM,U0OKAFOR
C0RANDOM,U0TESS
C0OUTREACH,U0LIND
C0OUTREACH,U0ALEX
C0OUTREACH,U0KIM
C0OUTREACH,U0MARSH
G0PI,U0LIND
G0PI,U0ALEX
G0PI,U0WHIT
G0PI,U0IBARRA
G0PI,U0KIM
