id,account_id,type,status,amount,currency,native_amount,native_currency,description,created_at
cb_tx_0001,acct-btc,buy,filled,0.0065,BTC,150.0,USD,Initial buy — long-term lot,2021-03-15T00:00:00Z
cb_tx_0002,acct-btc,sell,filled,0.0065,BTC,340.0,USD,Sell 0.0065 BTC; long-term lot acquired 2021-03-15,2026-06-10T00:00:00Z
cb_tx_0003,acct-btc,buy,filled,0.00029605,BTC,13.61,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-03-27T00:00:00Z
cb_tx_0004,acct-btc,buy,filled,0.00043553,BTC,9.27,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-04-13T00:00:00Z
cb_tx_0005,acct-btc,buy,filled,0.00048325,BTC,19.31,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-04-22T00:00:00Z
cb_tx_0006,acct-btc,buy,filled,0.00083635,BTC,53.27,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-04-23T00:00:00Z
cb_tx_0007,acct-btc,buy,filled,0.0011572,BTC,50.93,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-05-02T00:00:00Z
cb_tx_0008,acct-btc,buy,filled,0.00025107,BTC,16.41,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-05-08T00:00:00Z
cb_tx_0009,acct-eth,buy,filled,0.00602283,ETH,13.74,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-05-11T00:00:00Z
cb_tx_0010,acct-eth,buy,filled,0.0141068,ETH,18.98,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-05-11T00:00:00Z
cb_tx_0011,acct-btc,buy,filled,0.00036626,BTC,20.65,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-05-13T00:00:00Z
cb_tx_0012,acct-eth,buy,filled,0.01846797,ETH,36.13,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-05-14T00:00:00Z
cb_tx_0013,acct-eth,buy,filled,0.00418666,ETH,15.58,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-05-22T00:00:00Z
cb_tx_0014,acct-btc,buy,filled,8.175e-05,BTC,5.1,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-05-22T00:00:00Z
cb_tx_0015,acct-btc,buy,filled,0.00053219,BTC,21.16,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-05-26T00:00:00Z
cb_tx_0016,acct-eth,buy,filled,0.00604247,ETH,14.44,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-06-12T00:00:00Z
cb_tx_0017,acct-eth,buy,filled,0.00404313,ETH,5.01,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-06-20T00:00:00Z
cb_tx_0018,acct-eth,buy,filled,0.00714559,ETH,27.97,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-06-22T00:00:00Z
cb_tx_0019,acct-eth,buy,filled,0.00490742,ETH,18.96,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-06-23T00:00:00Z
cb_tx_0020,acct-eth,buy,filled,0.01535853,ETH,38.86,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-06-24T00:00:00Z
cb_tx_0021,acct-btc,buy,filled,0.0011805,BTC,52.98,USD,Recurring DCA micro-buy 2021-2026; position still held (open lot),2021-06-26T00:00:00Z
