id,order_id,status,amount_value,currency_code,final_capture,create_time
cap_PPX0000,ord_PPX0000,COMPLETED,20.02,USD,True,2024-11-01T14:00:05Z
cap_PPX0001,ord_PPX0001,COMPLETED,82.23,USD,True,2024-11-09T14:00:05Z
cap_PPX0002,ord_PPX0002,COMPLETED,22.70,USD,True,2024-11-10T14:00:05Z
cap_PPX0003,ord_PPX0003,COMPLETED,9.77,USD,True,2024-11-15T14:00:05Z
cap_PPX0004,ord_PPX0004,COMPLETED,40.86,USD,True,2024-11-26T14:00:05Z
cap_PPX0005,ord_PPX0005,COMPLETED,19.83,USD,True,2024-12-06T14:00:05Z
cap_PPX0006,ord_PPX0006,COMPLETED,20.62,USD,True,2024-12-07T14:00:05Z
cap_PPX0007,ord_PPX0007,COMPLETED,16.24,USD,True,2024-12-10T14:00:05Z
cap_PPX0008,ord_PPX0008,COMPLETED,32.68,USD,True,2024-12-11T14:00:05Z
cap_PPX0009,ord_PPX0009,COMPLETED,68.65,USD,True,2025-01-01T14:00:05Z
cap_PPX0010,ord_PPX0010,COMPLETED,23.24,USD,True,2025-01-02T14:00:05Z
cap_PPX0011,ord_PPX0011,COMPLETED,12.10,USD,True,2025-01-05T14:00:05Z
cap_PPX0012,ord_PPX0012,COMPLETED,42.35,USD,True,2025-01-13T14:00:05Z
cap_PPX0013,ord_PPX0013,COMPLETED,26.05,USD,True,2025-01-24T14:00:05Z
cap_PPX0014,ord_PPX0014,COMPLETED,45.08,USD,True,2025-02-06T14:00:05Z
cap_PPX0015,ord_PPX0015,COMPLETED,11.33,USD,True,2025-02-15T14:00:05Z
cap_PPX0016,ord_PPX0016,COMPLETED,18.75,USD,True,2025-02-17T14:00:05Z
cap_PPX0017,ord_PPX0017,COMPLETED,53.33,USD,True,2025-02-24T14:00:05Z
cap_PPX0018,ord_PPX0018,COMPLETED,17.25,USD,True,2025-03-04T14:00:05Z
cap_PPX0019,ord_PPX0019,COMPLETED,10.93,USD,True,2025-03-14T14:00:05Z
cap_PPX0020,ord_PPX0020,COMPLETED,38.78,USD,True,2025-03-14T14:00:05Z
cap_PPX0021,ord_PPX0021,COMPLETED,31.72,USD,True,2025-04-02T14:00:05Z
cap_PPX0022,ord_PPX0022,COMPLETED,63.13,USD,True,2025-04-12T14:00:05Z
cap_PPX0023,ord_PPX0023,COMPLETED,13.77,USD,True,2025-04-24T14:00:05Z
cap_PPX0024,ord_PPX0024,COMPLETED,37.68,USD,True,2025-04-26T14:00:05Z
cap_PPX0025,ord_PPX0025,COMPLETED,34.08,USD,True,2025-05-16T14:00:05Z
cap_PPX0026,ord_PPX0026,COMPLETED,17.19,USD,True,2025-05-25T14:00:05Z
cap_PPX0027,ord_PPX0027,COMPLETED,10.17,USD,True,2025-05-27T14:00:05Z
cap_PPX0028,ord_PPX0028,COMPLETED,47.67,USD,True,2025-06-07T14:00:05Z
