tableId,id,name,type
tblMerchInv,fldSku,sku,singleLineText
tblMerchInv,fldItemName,item_name,singleLineText
tblMerchInv,fldUnitCost,unit_cost,currency
tblMerchInv,fldUnitPrice,unit_price,currency
tblMerchInv,fldQty,qty_on_hand,number
tblMerchInv,fldReorder,reorder_point,number
tblMerchInv,fldLocation,location,singleLineText
tblMerchInv,fldVendor,vendor,singleLineText
tblMerchInv,fldRestock,last_restock,date
tblMerchInv,fldNotes,notes,longText
tblMerchInv,fldLastMod,last_modified,lastModifiedTime
tblWaiverBatch,fldBatchId,batch_id,singleLineText
tblWaiverBatch,fldBatchDate,batch_date,date
tblWaiverBatch,fldBatchCluster,cluster,singleSelect
tblWaiverBatch,fldBatchOperator,operator,singleLineText
tblVisitors,fldClientName,client_name,singleLineText
tblVisitors,fldClientType,client_type,singleSelect
tblMatPlots,fldPlotId,plot_id,singleLineText
tblMatPlots,fldPlotLocation,location,singleLineText
tblGen0012,fldExt0019,due_date,date
tblGen0032,fldExt0020,link,date
tblGen0003,fldExt0021,amount,singleLineText
tblGen0027,fldExt0022,link,checkbox
tblGen0030,fldExt0023,attendance_count,date
tblGen0048,fldExt0024,owner,attachment
tblGen0022,fldExt0025,source,date
tblGen0017,fldExt0026,source,checkbox
tblGen0020,fldExt0027,escalation,singleLineText
tblGen0049,fldExt0028,comment,number
tblGen0003,fldExt0029,last_updated,multipleSelect
tblGen0012,fldExt0030,status,multipleSelect
tblGen0025,fldExt0031,escalation,longText
tblGen0038,fldExt0032,comment,date
tblGen0009,fldExt0033,category,attachment
tblGen0008,fldExt0034,score,checkbox
tblGen0047,fldExt0035,tags,singleLineText
tblGen0038,fldExt0036,tags,singleLineText
tblGen0030,fldExt0037,status,multipleSelect
tblGen0006,fldExt0038,status,currency
tblGen0015,fldExt0039,location,longText
tblGen0023,fldExt0040,location,singleSelect
tblGen0013,fldExt0041,escalation,multipleSelect
tblGen0007,fldExt0042,comment,multipleSelect
tblGen0050,fldExt0043,attendance_count,checkbox
tblGen0020,fldExt0044,owner,multipleSelect
tblGen0028,fldExt0045,link,attachment
tblGen0046,fldExt0046,due_date,number
tblGen0008,fldExt0047,link,checkbox
tblGen0033,fldExt0048,escalation,multipleSelect
tblGen0004,fldExt0049,comment,singleLineText
tblGen0024,fldExt0050,attendance_count,attachment
tblGen0029,fldExt0051,status,number
tblGen0029,fldExt0052,amount,singleLineText
tblGen0028,fldExt0053,link,number
tblGen0011,fldExt0054,link,date
tblGen0039,fldExt0055,link,singleSelect
tblGen0040,fldExt0056,attendance_count,date
tblGen0016,fldExt0057,tags,singleLineText
tblGen0045,fldExt0058,tags,attachment
tblGen0042,fldExt0059,tags,singleLineText
tblGen0046,fldExt0060,attendance_count,checkbox
tblGen0030,fldExt0061,source,attachment
tblGen0035,fldExt0062,due_date,multipleSelect
tblGen0018,fldExt0063,link,date
tblGen0047,fldExt0064,status,date
tblGen0026,fldExt0065,category,singleSelect
tblGen0005,fldExt0066,tags,multipleSelect
tblGen0024,fldExt0067,due_date,attachment
tblGen0035,fldExt0068,status,longText
tblGen0027,fldExt0069,link,checkbox
tblGen0045,fldExt0070,notes,date
tblGen0030,fldExt0071,tags,singleLineText
tblGen0014,fldExt0072,comment,multipleSelect
tblGen0028,fldExt0073,score,singleLineText
tblGen0026,fldExt0074,location,checkbox
tblGen0032,fldExt0075,notes,date
tblGen0003,fldExt0076,tags,longText
tblGen0025,fldExt0077,tags,attachment
tblGen0037,fldExt0078,last_updated,date
tblGen0018,fldExt0079,owner,longText
tblGen0007,fldExt0080,source,attachment
tblGen0005,fldExt0081,comment,multipleSelect
tblGen0043,fldExt0082,tags,number
tblGen0032,fldExt0083,link,longText
tblGen0036,fldExt0084,link,date
tblGen0016,fldExt0085,escalation,singleLineText
tblGen0007,fldExt0086,link,date
tblGen0037,fldExt0087,source,number
tblGen0012,fldExt0088,due_date,multipleSelect
tblGen0034,fldExt0089,attendance_count,currency
tblGen0038,fldExt0090,score,number
tblGen0012,fldExt0091,due_date,attachment
tblGen0031,fldExt0092,category,attachment
tblGen0044,fldExt0093,comment,currency
tblGen0049,fldExt0094,tags,date
tblGen0047,fldExt0095,amount,checkbox
tblGen0041,fldExt0096,notes,number
tblGen0009,fldExt0097,owner,attachment
tblGen0045,fldExt0098,escalation,multipleSelect
tblGen0047,fldExt0099,priority,singleLineText
tblGen0014,fldExt0100,score,date
tblGen0047,fldExt0101,notes,currency
tblGen0039,fldExt0102,attendance_count,checkbox
tblGen0022,fldExt0103,comment,attachment
tblGen0050,fldExt0104,link,singleLineText
