baseId,id,name,primaryFieldId,records_csv
appCedarRidge,tblMerchInv,merch_inventory,fldSku,records_inventory.csv
appCedarRidge,tblWaiverBatch,waiver_batches,fldBatchId,records_batch_log.csv
appCedarRidge,tblVisitors,visiting_clients,fldClientName,records_clients.csv
appCedarRidge,tblMatPlots,mat_plots,fldPlotId,records_coop_plots.csv
appCedarRidge,tblGen0004,gi_orders,fldPrimary0004,records_gen_4.csv
appCedarRidge,tblGen0005,seminar_signups,fldPrimary0005,records_gen_5.csv
appCedarRidge,tblGen0006,seminar_signups,fldPrimary0006,records_gen_6.csv
appCedarRidge,tblGen0007,seminar_signups,fldPrimary0007,records_gen_7.csv
appCedarRidge,tblGen0008,equipment_check,fldPrimary0008,records_gen_8.csv
appCedarRidge,tblGen0009,student_notes,fldPrimary0009,records_gen_9.csv
appCedarRidge,tblGen0010,promotion_pipeline,fldPrimary0010,records_gen_10.csv
appCedarRidge,tblGen0011,incident_log,fldPrimary0011,records_gen_11.csv
appCedarRidge,tblGen0012,incident_log,fldPrimary0012,records_gen_12.csv
appCedarRidge,tblGen0013,staff_roster,fldPrimary0013,records_gen_13.csv
appCedarRidge,tblGen0014,staff_roster,fldPrimary0014,records_gen_14.csv
appCedarRidge,tblGen0015,incident_log,fldPrimary0015,records_gen_15.csv
appCedarRidge,tblGen0016,seminar_signups,fldPrimary0016,records_gen_16.csv
appCedarRidge,tblGen0017,event_log,fldPrimary0017,records_gen_17.csv
appCedarRidge,tblGen0018,incident_log,fldPrimary0018,records_gen_18.csv
appCedarRidge,tblGen0019,promotion_pipeline,fldPrimary0019,records_gen_19.csv
appCedarRidge,tblGen0020,staff_roster,fldPrimary0020,records_gen_20.csv
appCedarRidge,tblGen0021,student_notes,fldPrimary0021,records_gen_21.csv
appCedarRidge,tblGen0022,staff_roster,fldPrimary0022,records_gen_22.csv
appCedarRidge,tblGen0023,seminar_signups,fldPrimary0023,records_gen_23.csv
appCedarRidge,tblGen0024,staff_roster,fldPrimary0024,records_gen_24.csv
appCedarRidge,tblGen0025,incident_log,fldPrimary0025,records_gen_25.csv
appCedarRidge,tblGen0026,student_notes,fldPrimary0026,records_gen_26.csv
appCedarRidge,tblGen0027,incident_log,fldPrimary0027,records_gen_27.csv
appCedarRidge,tblGen0028,gi_orders,fldPrimary0028,records_gen_28.csv
appCedarRidge,tblGen0029,incident_log,fldPrimary0029,records_gen_29.csv
appCedarRidge,tblGen0030,attendance_daily,fldPrimary0030,records_gen_30.csv
appCedarRidge,tblGen0031,sponsor_history,fldPrimary0031,records_gen_31.csv
appCedarRidge,tblGen0032,attendance_daily,fldPrimary0032,records_gen_32.csv
appCedarRidge,tblGen0033,event_log,fldPrimary0033,records_gen_33.csv
appCedarRidge,tblGen0034,equipment_check,fldPrimary0034,records_gen_34.csv
appCedarRidge,tblGen0035,seminar_signups,fldPrimary0035,records_gen_35.csv
appCedarRidge,tblGen0036,event_log,fldPrimary0036,records_gen_36.csv
appCedarRidge,tblGen0037,incident_log,fldPrimary0037,records_gen_37.csv
appCedarRidge,tblGen0038,student_notes,fldPrimary0038,records_gen_38.csv
appCedarRidge,tblGen0039,event_log,fldPrimary0039,records_gen_39.csv
appCedarRidge,tblGen0040,promotion_pipeline,fldPrimary0040,records_gen_40.csv
appCedarRidge,tblGen0041,event_log,fldPrimary0041,records_gen_41.csv
appCedarRidge,tblGen0042,gi_orders,fldPrimary0042,records_gen_42.csv
appCedarRidge,tblGen0043,promotion_pipeline,fldPrimary0043,records_gen_43.csv
appCedarRidge,tblGen0044,promotion_pipeline,fldPrimary0044,records_gen_44.csv
appCedarRidge,tblGen0045,instructor_availability,fldPrimary0045,records_gen_45.csv
appCedarRidge,tblGen0046,seminar_signups,fldPrimary0046,records_gen_46.csv
appCedarRidge,tblGen0047,equipment_check,fldPrimary0047,records_gen_47.csv
appCedarRidge,tblGen0048,attendance_daily,fldPrimary0048,records_gen_48.csv
appCedarRidge,tblGen0049,staff_roster,fldPrimary0049,records_gen_49.csv
appCedarRidge,tblGen0050,attendance_daily,fldPrimary0050,records_gen_50.csv
appCedarRidge,tblGen0051,seminar_signups,fldPrimary0051,records_gen_51.csv
appCedarRidge,tblGen0052,event_log,fldPrimary0052,records_gen_52.csv
appCedarRidge,tblGen0053,event_log,fldPrimary0053,records_gen_53.csv
appCedarRidge,tblGen0054,student_notes,fldPrimary0054,records_gen_54.csv
appCedarRidge,tblGen0055,event_log,fldPrimary0055,records_gen_55.csv
appCedarRidge,tblGen0056,attendance_daily,fldPrimary0056,records_gen_56.csv
appCedarRidge,tblGen0057,gi_orders,fldPrimary0057,records_gen_57.csv
appCedarRidge,tblGen0058,seminar_signups,fldPrimary0058,records_gen_58.csv
appCedarRidge,tblGen0059,instructor_availability,fldPrimary0059,records_gen_59.csv
appCedarRidge,tblGen0060,instructor_availability,fldPrimary0060,records_gen_60.csv
appCedarRidge,tblGen0061,incident_log,fldPrimary0061,records_gen_61.csv
appCedarRidge,tblGen0062,promotion_pipeline,fldPrimary0062,records_gen_62.csv
appCedarRidge,tblGen0063,seminar_signups,fldPrimary0063,records_gen_63.csv
appCedarRidge,tblGen0064,attendance_daily,fldPrimary0064,records_gen_64.csv
appCedarRidge,tblGen0065,staff_roster,fldPrimary0065,records_gen_65.csv
appCedarRidge,tblGen0066,promotion_pipeline,fldPrimary0066,records_gen_66.csv
appCedarRidge,tblGen0067,seminar_signups,fldPrimary0067,records_gen_67.csv
appCedarRidge,tblGen0068,event_log,fldPrimary0068,records_gen_68.csv
appCedarRidge,tblGen0069,staff_roster,fldPrimary0069,records_gen_69.csv
appCedarRidge,tblGen0070,gi_orders,fldPrimary0070,records_gen_70.csv
appCedarRidge,tblGen0071,seminar_signups,fldPrimary0071,records_gen_71.csv
appCedarRidge,tblGen0072,promotion_pipeline,fldPrimary0072,records_gen_72.csv
appCedarRidge,tblGen0073,attendance_daily,fldPrimary0073,records_gen_73.csv
appCedarRidge,tblGen0074,sponsor_history,fldPrimary0074,records_gen_74.csv
appCedarRidge,tblGen0075,promotion_pipeline,fldPrimary0075,records_gen_75.csv
appCedarRidge,tblGen0076,instructor_availability,fldPrimary0076,records_gen_76.csv
appCedarRidge,tblGen0077,seminar_signups,fldPrimary0077,records_gen_77.csv
appCedarRidge,tblGen0078,incident_log,fldPrimary0078,records_gen_78.csv
appCedarRidge,tblGen0079,gi_orders,fldPrimary0079,records_gen_79.csv
appCedarRidge,tblGen0080,incident_log,fldPrimary0080,records_gen_80.csv
appCedarRidge,tblGen0081,attendance_daily,fldPrimary0081,records_gen_81.csv
appCedarRidge,tblGen0082,sponsor_history,fldPrimary0082,records_gen_82.csv
appCedarRidge,tblGen0083,staff_roster,fldPrimary0083,records_gen_83.csv
appCedarRidge,tblGen0084,gi_orders,fldPrimary0084,records_gen_84.csv
