iata_code,name,city_name,city_code,country_name,country_code,latitude,longitude,timezone
MKE,Milwaukee Mitchell International Airport,Milwaukee,MKE,United States,US,42.9472,-87.8966,America/Chicago
ORD,O'Hare International Airport,Chicago,CHI,United States,US,41.9742,-87.9073,America/Chicago
ICN,Incheon International Airport,Seoul,SEL,South Korea,KR,37.4602,126.4407,Asia/Seoul
GMP,Gimpo International Airport,Seoul,SEL,South Korea,KR,37.5586,126.7906,Asia/Seoul
MSP,Minneapolis-St Paul International,Minneapolis,MSP,United States,US,44.8848,-93.2223,America/Chicago
SYD0,Airport ltau,City cgfb,SYD,Country wqm,US,38.1016778927025,-97.30534541643294,America/5ldkur
HKG1,Airport ir38,City n3vc,HKG,Country e37,US,26.688927172195655,-93.94930755643523,America/lhqqj3
SFO2,Airport nux0,City x2ez,SFO,Country e0u,US,33.052030988492575,-73.6885408582316,America/6w727q
LAX3,Airport bvs6,City l4vq,LAX,Country 8mp,US,40.67449116843437,-108.12386107777708,America/0jtzl8
SEA4,Airport kwpn,City kz0p,SEA,Country a9l,US,40.81714969221645,-101.95153609807556,America/6mt0pe
MSP5,Airport c061,City 8910,MSP,Country o89,US,34.64204468852264,-97.93446791009647,America/fck72x
ORD6,Airport t250,City dyjg,ORD,Country tlk,US,47.252399732216276,-74.19832325786277,America/1l2p09
LAX7,Airport bucn,City xylh,LAX,Country pdo,US,44.711118362646886,-100.16916653129474,America/74axsr
MKE8,Airport 9oj5,City rzj0,MKE,Country 8xm,US,30.082468278606996,-97.38811311548295,America/iwj5pr
NRT9,Airport z2gh,City lkij,NRT,Country 5r4,US,38.26330138929578,-113.49744149451442,America/4o4v2y
DTW1,Airport ivg3,City 5g3o,DTW,Country wdt,US,39.328501331307365,-74.73126802478102,America/r19lky
SEA2,Airport 9rhl,City 0azq,SEA,Country waa,US,45.26107483411856,-106.4540695302764,America/c4o1nr
HND3,Airport g8ac,City t4cx,HND,Country o8m,US,32.63740508550981,-88.82642771732804,America/4dh9j7
NRT4,Airport jps3,City pxwa,NRT,Country 8y8,US,49.51710399329427,-85.18363354406011,America/rwrjli
SFO5,Airport aawp,City l48z,SFO,Country zkh,US,28.874993052861367,-83.89008333083225,America/fgsjcm
ATL6,Airport nq4p,City zdua,ATL,Country trc,US,28.04088596597158,-119.40397674145929,America/zfhxmc
BKK7,Airport ch2m,City s4ie,BKK,Country nbh,US,44.34443704407537,-100.8561715665405,America/knzje5
SEA8,Airport 9v0a,City znb9,SEA,Country 0xn,US,28.12157263100592,-101.64784129340535,America/g3nr57
SIN9,Airport wi8o,City qcoc,SIN,Country fij,US,33.81924326127877,-106.53526640930205,America/4j63pa
ATL0,Airport g11p,City ehj5,ATL,Country cup,US,42.70667405859669,-83.24413216524917,America/w38sp0
SYD1,Airport 3f0u,City cfnk,SYD,Country 2zy,US,36.81330892841618,-95.36118200013918,America/z99trb
LHR2,Airport 92zm,City ntvi,LHR,Country 2ts,US,41.614181072625485,-100.49396112975214,America/lklfkl
SFO3,Airport ys97,City bvzv,SFO,Country wyy,US,31.780239501536034,-97.50106222200041,America/yiyei8
BKK4,Airport 9kku,City 2wx9,BKK,Country 3aa,US,35.770279537081365,-119.90900265206956,America/o7za7r
PVG5,Airport 4zqk,City 80ni,PVG,Country 71m,US,45.501435347446716,-107.04535507320502,America/1xbrgh
HND7,Airport j2dp,City 4zv7,HND,Country bmy,US,31.714414948808777,-92.0340330848226,America/asj4od
HKG8,Airport bunj,City 4te0,HKG,Country nyk,US,30.61445193291945,-78.41656497362666,America/3jej5m
BKK9,Airport av9l,City cphl,BKK,Country 0bv,US,47.302631756403045,-113.83197489980927,America/lltuwk
SFO0,Airport c4kf,City pjh6,SFO,Country 3ws,US,39.20787123805855,-71.94487124916088,America/kt4odl
NRT1,Airport a5kl,City 5usk,NRT,Country ykl,US,47.312945675184835,-116.60516752434758,America/6ua9zk
HKG2,Airport yhzt,City 0ke5,HKG,Country 0gr,US,38.40641513748027,-101.31627854383164,America/az97x3
LHR3,Airport tnq9,City i5sd,LHR,Country ryi,US,26.323527729635888,-119.52875321435212,America/fj1uwp
SFO4,Airport 8ig6,City mitm,SFO,Country fp3,US,36.25232754138359,-99.98341654071601,America/436rf0
ICN5,Airport e8kn,City bw5k,ICN,Country 6q5,US,26.965941493985024,-103.61725331325351,America/wuyv3f
SFO6,Airport z9bf,City 7b5v,SFO,Country met,US,47.2765572251501,-72.50318549979175,America/yd752d
JFK8,Airport 69qs,City 6frp,JFK,Country fgb,US,40.12174106966551,-115.59337263792852,America/9c51g6
MSP9,Airport k2wt,City 1c5o,MSP,Country cw7,US,25.314386145908447,-94.39136981324984,America/ttps70
MSP0,Airport h92r,City kp89,MSP,Country w5h,US,48.769067979614704,-96.84929435122773,America/w8ocpo
PVG1,Airport gteg,City g0uy,PVG,Country lqm,US,27.458104387902512,-80.75108758621431,America/nwmvum
DEN2,Airport 9j7b,City ia03,DEN,Country gqc,US,28.75597962395909,-118.93085314730004,America/zr1gtg
SIN3,Airport i6nl,City p2ys,SIN,Country q15,US,28.854242816759022,-116.57115751813767,America/ukhq7r
HKG4,Airport mwrn,City pvt7,HKG,Country 9se,US,39.067808418084006,-116.35339720168103,America/tuubhk
ATL5,Airport eyxz,City 5zqg,ATL,Country 95c,US,34.377560617173906,-75.5062785798811,America/mxoxuv
MKE6,Airport gixo,City ra9f,MKE,Country 8ss,US,32.44914785294942,-109.68288177079586,America/vzc4us
ICN7,Airport z6ck,City ymxk,ICN,Country vu9,US,46.8942439119906,-116.35137878594186,America/nme5ci
JFK9,Airport uwu4,City 5qm5,JFK,Country aa9,US,43.12365144983963,-81.34701962577016,America/cm6j31
SIN0,Airport gk6z,City jmdj,SIN,Country rrw,US,32.11303154203144,-70.11927534251598,America/24vyb7
ORD1,Airport ct9s,City q6dd,ORD,Country 83p,US,27.29807422037661,-101.72835272378644,America/u9v3xe
CDG2,Airport 7u7x,City ac8q,CDG,Country d4t,US,45.610888320285696,-86.1583345237913,America/8o565v
MKE3,Airport ke6f,City ml1q,MKE,Country vo4,US,48.876244557353495,-94.94954824939748,America/nu9tn9
LHR5,Airport znw7,City k04n,LHR,Country dwp,US,31.712817337532208,-117.18409041207153,America/kbmudp
BKK6,Airport jb7b,City pvcq,BKK,Country 75v,US,35.32172342365811,-81.99000837987822,America/2qy2x2
LHR7,Airport xpol,City 2812,LHR,Country wgn,US,31.36892852140596,-112.31456573053035,America/id4qre
MKE9,Airport fjy9,City 7zqe,MKE,Country c5o,US,40.486154384094114,-119.6668256608412,America/794atd
JFK1,Airport 68hx,City 601z,JFK,Country ej9,US,42.04429547404079,-94.5022739482173,America/55p74d
ATL3,Airport vack,City m0uv,ATL,Country wbs,US,26.9813991193078,-94.63046954619915,America/p5wmtr
CDG4,Airport 9ohu,City espf,CDG,Country od5,US,40.445616188746925,-112.61591972667955,America/7yu9ou
DTW5,Airport td4y,City qz5g,DTW,Country n9n,US,25.054541926856633,-93.07740360383801,America/1nl6ag
JFK6,Airport 3kdl,City lgbf,JFK,Country smh,US,28.207748160761994,-103.80914183717717,America/tecfsq
SFO7,Airport 125b,City 3yjn,SFO,Country so3,US,43.378816508299735,-73.45993537738308,America/hlsd1g
BKK8,Airport um9s,City 07b2,BKK,Country tgs,US,40.03770541755084,-80.13607350641772,America/vnm6e5
ORD9,Airport jovd,City s0q9,ORD,Country ct6,US,25.647175265097705,-95.3623070253244,America/uy0exp
CDG0,Airport avwi,City sw5c,CDG,Country xwq,US,43.879343441218985,-119.49143289748096,America/l7lk8m
LAX2,Airport d0am,City ycxu,LAX,Country 46d,US,27.99053695861358,-78.84200032638785,America/19bjad
ORD3,Airport upa4,City b4wy,ORD,Country xho,US,31.04538957034827,-95.21493203365927,America/bat51r
MKE4,Airport ddth,City pdo9,MKE,Country 2l5,US,43.74412415252101,-86.73002374303474,America/k2bnz0
HND5,Airport ydby,City 1dj0,HND,Country rnl,US,39.45862352309804,-77.11751340341306,America/ehpujn
HKG7,Airport it8x,City in42,HKG,Country 9pq,US,37.33732866617474,-100.92469811303909,America/fkdzwl
MSP8,Airport 0zpo,City hcbv,MSP,Country 2ip,US,31.1565684835785,-86.93042614337776,America/e5wwa0
HKG9,Airport irmz,City ooeb,HKG,Country qb8,US,27.32902549145637,-105.0164259920451,America/06e31u
ATL1,Airport wa2p,City zem5,ATL,Country ibm,US,30.998374186827135,-83.08504989112609,America/49239r
