id,name,type,messages_total,messages_unread,threads_total,threads_unread
Label_1,INBOX,system,34,8,27,7
Label_2,SENT,system,58,0,58,0
Label_3,DRAFT,system,11,11,11,11
Label_10,Grants/NIAID-R21,user,4,2,3,2
Label_11,Research/RTS-S,user,12,3,10,3
Label_12,IDWeek-2026,user,6,1,5,1
Label_13,CHOA-Grand-Rounds,user,3,0,3,0
Label_14,Fellowship-Glenwood,user,5,0,5,0
Label_15,Consulting-WHO-UNICEF,user,4,1,4,1
Label_16,Family,user,7,0,6,0
Label_17,Church-Trinity,user,3,0,3,0
Label_18,Book-Club,user,4,0,4,0
Label_19,Faculty-Search,user,2,1,2,1
