id,name,parent_id,owner_id,description,size,extension,sha1,created_at,modified_at
500001,URISN_Q3_2026_reporting_template.xlsx,160101,gerald,"Q3 2026 grantee reporting template. Personnel line 128,900.00. Total 318,740.00. URISN-GR3.",48211,xlsx,a1b2c3d4e5f60718293a4b5c6d7e8f9012350001,2026-09-10T09:00:00-04:00,2026-09-18T14:00:00-04:00
500002,URISN_Q2_2026_submitted_package.pdf,160103,gerald,"Submitted Q2 2026 grantee package. Personnel 121,300.00.",182334,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f9012350002,2026-07-12T09:00:00-04:00,2026-07-15T10:00:00-04:00
500003,URISN-GR3_grant_agreement_executed.pdf,160102,gerald,Executed URISN-GR3 three-year grant agreement.,298110,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f9012350003,2024-02-15T09:00:00-05:00,2024-02-15T09:00:00-05:00
500004,URISN_Q3_2026_reporting_guidance.pdf,160101,gerald,"Foundation reporting guidance: categories personnel, direct, indirect. Deadline 2026-10-14.",61200,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f9012350004,2026-09-01T09:00:00-04:00,2026-09-01T09:00:00-04:00
500101,meridian_misc_doc_01.pdf,160101,gerald,URISN-GR3 reporting working file 01 (2026Q3 supporting material).,40037,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123501,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500102,meridian_misc_doc_02.pdf,160101,gerald,URISN-GR3 reporting working file 02 (2026Q3 supporting material).,40074,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123502,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500103,meridian_misc_doc_03.pdf,160101,gerald,URISN-GR3 reporting working file 03 (2026Q3 supporting material).,40111,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123503,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500104,meridian_misc_doc_04.pdf,160101,gerald,URISN-GR3 reporting working file 04 (2026Q3 supporting material).,40148,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123504,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500105,meridian_misc_doc_05.pdf,160101,gerald,URISN-GR3 reporting working file 05 (2026Q3 supporting material).,40185,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123505,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500106,meridian_misc_doc_06.pdf,160101,gerald,URISN-GR3 reporting working file 06 (2026Q3 supporting material).,40222,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123506,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500107,meridian_misc_doc_07.pdf,160101,gerald,URISN-GR3 reporting working file 07 (2026Q3 supporting material).,40259,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123507,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500108,meridian_misc_doc_08.pdf,160101,gerald,URISN-GR3 reporting working file 08 (2026Q3 supporting material).,40296,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123508,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500109,meridian_misc_doc_09.pdf,160101,gerald,URISN-GR3 reporting working file 09 (2026Q3 supporting material).,40333,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123509,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500110,meridian_misc_doc_10.pdf,160101,gerald,URISN-GR3 reporting working file 10 (2026Q3 supporting material).,40370,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123510,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500111,meridian_misc_doc_11.pdf,160101,gerald,URISN-GR3 reporting working file 11 (2026Q3 supporting material).,40407,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123511,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500112,meridian_misc_doc_12.pdf,160101,gerald,URISN-GR3 reporting working file 12 (2026Q3 supporting material).,40444,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123512,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500113,meridian_misc_doc_13.pdf,160101,gerald,URISN-GR3 reporting working file 13 (2026Q3 supporting material).,40481,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123513,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500114,meridian_misc_doc_14.pdf,160101,gerald,URISN-GR3 reporting working file 14 (2026Q3 supporting material).,40518,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123514,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500115,meridian_misc_doc_15.pdf,160101,gerald,URISN-GR3 reporting working file 15 (2026Q3 supporting material).,40555,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123515,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500116,meridian_misc_doc_16.pdf,160101,gerald,URISN-GR3 reporting working file 16 (2026Q3 supporting material).,40592,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123516,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500117,meridian_misc_doc_17.pdf,160101,gerald,URISN-GR3 reporting working file 17 (2026Q3 supporting material).,40629,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123517,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500118,meridian_misc_doc_18.pdf,160101,gerald,URISN-GR3 reporting working file 18 (2026Q3 supporting material).,40666,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123518,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500119,meridian_misc_doc_19.pdf,160101,gerald,URISN-GR3 reporting working file 19 (2026Q3 supporting material).,40703,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123519,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500120,meridian_misc_doc_20.pdf,160101,gerald,URISN-GR3 reporting working file 20 (2026Q3 supporting material).,40740,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123520,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500121,meridian_misc_doc_21.pdf,160101,gerald,URISN-GR3 reporting working file 21 (2026Q3 supporting material).,40777,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123521,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500122,meridian_misc_doc_22.pdf,160101,gerald,URISN-GR3 reporting working file 22 (2026Q3 supporting material).,40814,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123522,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
500123,meridian_misc_doc_23.pdf,160101,gerald,URISN-GR3 reporting working file 23 (2026Q3 supporting material).,40851,pdf,a1b2c3d4e5f60718293a4b5c6d7e8f90123523,2026-08-01T09:00:00-04:00,2026-08-20T09:00:00-04:00
