id,name,id_board,pos,closed
90g5pxwxr7j76qkqk9t8iesm,Backlog,mogmkvrhrijstbbjzhcdari7,65536,False
r8607518ha86wvpgseqpqntq,In Progress,mogmkvrhrijstbbjzhcdari7,131072,False
tw6uruprfdgbp09zo1dcethj,Blocked,mogmkvrhrijstbbjzhcdari7,196608,False
cckd5x0v3rgpngahocmwjt5p,Waiting on Ravi,mogmkvrhrijstbbjzhcdari7,262144,False
g0fraz50ilaaz2e2kuimu06z,Waiting on Client,mogmkvrhrijstbbjzhcdari7,327680,False
rb167om6tdbsb5ci9wm5d0nr,Ready for Review,mogmkvrhrijstbbjzhcdari7,393216,False
smhe3oeemg6xb7o5anqpcfx0,Done,mogmkvrhrijstbbjzhcdari7,458752,False
rkza4d5novqg56zz63m3v801,Backlog,rjfkz3c00bhzr8uttvoh5uup,65536,False
c9iwmtz0v86fzru0u76iduaq,In Progress,rjfkz3c00bhzr8uttvoh5uup,131072,False
xxfa8imfvsn6f0adwcuu0t38,Blocked,rjfkz3c00bhzr8uttvoh5uup,196608,False
8oi15a4ys9nv4morge85hagq,Waiting on Ravi,rjfkz3c00bhzr8uttvoh5uup,262144,False
5f255g9woottoypal5p8po5j,Waiting on Client,rjfkz3c00bhzr8uttvoh5uup,327680,False
j9cywfsufn3fo5oav3mabqo1,Ready for Review,rjfkz3c00bhzr8uttvoh5uup,393216,False
3dwi5xdlaluulzs99gzwlipb,Done,rjfkz3c00bhzr8uttvoh5uup,458752,False
1dfblgwaauxuky9a5x52brp5,Backlog,nd02l988lu483vdgn007c618,65536,False
xekkwjreev85w35zzpletc2l,In Progress,nd02l988lu483vdgn007c618,131072,False
ddhvg8lx849hxs9knkbndqfr,Blocked,nd02l988lu483vdgn007c618,196608,False
bmmfkv6vsrw67cu47jt49mox,Waiting on Ravi,nd02l988lu483vdgn007c618,262144,False
vfuh0kwxu7uscfc11rpqv2i9,Waiting on Client,nd02l988lu483vdgn007c618,327680,False
v62864zwn9thgulihenjll3o,Ready for Review,nd02l988lu483vdgn007c618,393216,False
swc65ixhu0hmc0powmgpiaor,Done,nd02l988lu483vdgn007c618,458752,False
0quvhzaxtcr8s4ugrgckwhkr,Backlog,vmurybhqcrlzt8msn9lb2bzn,65536,False
0fdrwjqq919g0o2anvj0lt5j,In Progress,vmurybhqcrlzt8msn9lb2bzn,131072,False
z19vmn2pslzen1bwd8eplt94,Blocked,vmurybhqcrlzt8msn9lb2bzn,196608,False
mjzzr5z2zumx8w97wtyv4w0n,Waiting on Ravi,vmurybhqcrlzt8msn9lb2bzn,262144,False
7dczwkvpsm9j7cn8ikabb146,Waiting on Client,vmurybhqcrlzt8msn9lb2bzn,327680,False
jtd024k18pila18aflzui2iw,Ready for Review,vmurybhqcrlzt8msn9lb2bzn,393216,False
wburtq9fbqn12r1z6qjlxc2k,Done,vmurybhqcrlzt8msn9lb2bzn,458752,False
jilfjnpsoi4dihqupbk6vcq7,Backlog,srqrlky4qf51lq6goakt4giy,65536,False
p42uoc3sjcjuevit9fj915hy,In Progress,srqrlky4qf51lq6goakt4giy,131072,False
t3tilc29ufs482gj6f5qiad2,Blocked,srqrlky4qf51lq6goakt4giy,196608,False
0fv6wu0osznao6segnf7wads,Waiting on Ravi,srqrlky4qf51lq6goakt4giy,262144,False
oxjmfsaapyi01a1bq7ptf5d7,Waiting on Client,srqrlky4qf51lq6goakt4giy,327680,False
psok2mlp00wcf766i8utcqb6,Ready for Review,srqrlky4qf51lq6goakt4giy,393216,False
i4vq8itqmw6lay6110wtpa3z,Done,srqrlky4qf51lq6goakt4giy,458752,False
2fswtff1t7xc9w3r4a9aft9e,Backlog,y5ydagxoymm0xteo9cn2upmh,65536,False
ryrvevtj32pfd8sr31hgrucd,In Progress,y5ydagxoymm0xteo9cn2upmh,131072,False
rsda30gj9mogktnmtr12cmin,Blocked,y5ydagxoymm0xteo9cn2upmh,196608,False
4dd5me81s3fdwdg3oy3f3wfr,Waiting on Ravi,y5ydagxoymm0xteo9cn2upmh,262144,False
2frobhh4qg4i56c5ocu4v7m6,Waiting on Client,y5ydagxoymm0xteo9cn2upmh,327680,False
uktl41go06golfdim16cqjxt,Ready for Review,y5ydagxoymm0xteo9cn2upmh,393216,False
bvf1jq9ssjlltloyr7h2p2e3,Done,y5ydagxoymm0xteo9cn2upmh,458752,False
bj536kaalzzcx64rxplzq7jq,Backlog,f3hicyg3wpwtow41lvrzhvcf,65536,False
0uunu05hl3mw6jjxwdv5ebce,In Progress,f3hicyg3wpwtow41lvrzhvcf,131072,False
ps8mvd45p0cuqpbeahjnj26t,Blocked,f3hicyg3wpwtow41lvrzhvcf,196608,False
v4tef472uozzep874r6tdgfv,Waiting on Ravi,f3hicyg3wpwtow41lvrzhvcf,262144,False
l3ae5zr678qtzxhbqb7dihto,Waiting on Client,f3hicyg3wpwtow41lvrzhvcf,327680,False
uf71draqgj2eetuhugckn49y,Ready for Review,f3hicyg3wpwtow41lvrzhvcf,393216,False
rm7ckgxqt3tssnx3j7hpyf1h,Done,f3hicyg3wpwtow41lvrzhvcf,458752,False
dm350r1jzw8e09a2rnsoh20m,Backlog,0gimhdujpn1blj8ntry4y4mc,65536,False
4hzbyhfvzasnszpwa88ne4ky,In Progress,0gimhdujpn1blj8ntry4y4mc,131072,False
3w6yoal7uw49g7anegmrjzmj,Blocked,0gimhdujpn1blj8ntry4y4mc,196608,False
71ehjhsnau387huwcnma9zcs,Waiting on Ravi,0gimhdujpn1blj8ntry4y4mc,262144,False
c7bdulmod1oyqm5ep3kxfaln,Waiting on Client,0gimhdujpn1blj8ntry4y4mc,327680,False
aqrwx84knkmgmgnfcemm4ysk,Ready for Review,0gimhdujpn1blj8ntry4y4mc,393216,False
j0qo07qgh1kh21l51trm9djd,Done,0gimhdujpn1blj8ntry4y4mc,458752,False
wotljiv7jvhl1u3rr7h0l3kr,Reported,36fpiijtnojz330dwghj4goo,65536,False
gibe7m76az2k5r2mry8dt2r4,Triage,36fpiijtnojz330dwghj4goo,131072,False
2mv9ttylrhme68onhonsv008,Confirmed,36fpiijtnojz330dwghj4goo,196608,False
yt68sesxqxkrxg5hp7o9ppqs,In Progress,36fpiijtnojz330dwghj4goo,262144,False
60gl7rxmdxak696k6bzsfmze,Blocked,36fpiijtnojz330dwghj4goo,327680,False
0p4hrva7a7bygddrzr3zoppv,Verified Fix,36fpiijtnojz330dwghj4goo,393216,False
gx449u57xetusku7s7urf54h,Won’t Fix,36fpiijtnojz330dwghj4goo,458752,False
w9qx5pi66gvjn5zt0lx0ereg,Scheduled,8vv89nj1bfd3mz7cydbftzcx,65536,False
pper5mzp2mxreuz56u0j2gyn,Completed,8vv89nj1bfd3mz7cydbftzcx,131072,False
gv3jmyutb0nectd7s4fllv6m,Notes Written,8vv89nj1bfd3mz7cydbftzcx,196608,False
oz4r1pee4ewldtfkdm2rguj3,Bugs Filed,8vv89nj1bfd3mz7cydbftzcx,262144,False
ee2twnbclipz7hj2e4mj9ww7,Follow-up Ping,8vv89nj1bfd3mz7cydbftzcx,327680,False
78o9bb8mzy961jr3n3v4z9gx,Idea,3y0koxcwfjhmgqdvh1ly3tcj,65536,False
981j7a2a4no2otsoe76bn98m,Draft,3y0koxcwfjhmgqdvh1ly3tcj,131072,False
b819flubaeaonh0yjlgt0wgg,Ready for Review,3y0koxcwfjhmgqdvh1ly3tcj,196608,False
fhohcesdsl69ojl99arbsvie,Held for Approval,3y0koxcwfjhmgqdvh1ly3tcj,262144,False
q4o87d2wyypt4uhltbuw1jw9,Published,3y0koxcwfjhmgqdvh1ly3tcj,327680,False
tsoz9c0wpx03m90nlmk84wps,Archive,3y0koxcwfjhmgqdvh1ly3tcj,393216,False
hnsyputubtrfgrf7muyzobfp,To Print,fgegg8np5uu24oihx3h51sr4,65536,False
54gqspx04q30almggzebqd9h,Ordered,fgegg8np5uu24oihx3h51sr4,131072,False
qp4481v1rsd5bm70hk5jramv,In Hand,fgegg8np5uu24oihx3h51sr4,196608,False
0rmrww2lnr0virwaga44v6jd,At Booth,fgegg8np5uu24oihx3h51sr4,262144,False
h7rhjosdwjal7ssfox4vkpfu,Sold Out,fgegg8np5uu24oihx3h51sr4,327680,False
y89fncs0puceu2voh00g12s2,Post-Showcase Restock,fgegg8np5uu24oihx3h51sr4,393216,False
qellzjgt3lffn0dhgmw0fviq,Segment A (indie press),firi1veiwp9vh1juvemulghy,65536,False
w3wp27qhy8y9gbp3n2o33luq,Segment B (Seattle local),firi1veiwp9vh1juvemulghy,131072,False
hc0pwydcszy1on4tz337474e,Segment C (student/academic),firi1veiwp9vh1juvemulghy,196608,False
reh30vru2oaypq9tzwhh1v99,Segment D (curators),firi1veiwp9vh1juvemulghy,262144,False
8c7xa7vttufzzjnroeb2me0i,Sent,firi1veiwp9vh1juvemulghy,327680,False
23gpw8lad3cenw2jwl0u63wh,Followed Up,firi1veiwp9vh1juvemulghy,393216,False
c44abdcvrfttb89dnzcmioex,Recap Sent,firi1veiwp9vh1juvemulghy,458752,False
ciwmz1da99uaiwmv0hg3n001,Do Not Contact,firi1veiwp9vh1juvemulghy,524288,False
6kh8cm7o4bldvvlearlg9rz0,Requested,jefy50uzo1jnef3z04qxlias,65536,False
22q8y39q77j3fskwolbj4szw,In Progress (Ravi),jefy50uzo1jnef3z04qxlias,131072,False
3a2byrb0bflo9zbo75vujgjz,PR Open,jefy50uzo1jnef3z04qxlias,196608,False
y8gt2afq0wrpawedkgt6o632,Merged,jefy50uzo1jnef3z04qxlias,262144,False
2vrbmubrorugzycfus55kgzf,Blocked on Angela,jefy50uzo1jnef3z04qxlias,327680,False
0454slfd94s4hsks7qsm4t76,Blocked on Ravi,jefy50uzo1jnef3z04qxlias,393216,False
d1506ltlb7f6h2k3bs96q1sx,Backlog,ocgt1dhcs0lthq34efze0oxn,65536,False
n3bhyceguhwyr5t42mra5sp4,Scoped,ocgt1dhcs0lthq34efze0oxn,131072,False
9ejmoe849g5za6qsltlximnf,In Progress,ocgt1dhcs0lthq34efze0oxn,196608,False
e02pqnbnvnfsj52eudowerda,Blocked on Briarwood,ocgt1dhcs0lthq34efze0oxn,262144,False
jg2iv19iwi6295bsq8o8yn4i,Blocked on Angela,ocgt1dhcs0lthq34efze0oxn,327680,False
ppxvn69xzzzvccsxw9a1zd14,Ready for QA,ocgt1dhcs0lthq34efze0oxn,393216,False
