city_id,weather_id,weather_main,weather_description,weather_icon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,visibility,dt
200000,600,Snow,light snow,13n,27.0,16.0,21.0,32.0,1011,60,16.0,197,22,2000,1734310800
200011,602,Snow,heavy snow,13d,33.0,28.0,27.0,38.0,1028,77,14.0,311,8,4000,1734314400
200022,800,Clear,clear sky,01n,39.0,28.0,34.0,44.0,1022,91,11.0,65,95,10000,1734318000
200033,804,Clouds,overcast clouds,04d,26.0,21.0,21.0,31.0,1016,55,9.0,52,81,2000,1734321600
200044,741,Fog,fog,50d,32.0,28.0,27.0,36.0,1010,69,7.0,166,34,4000,1734325200
200055,601,Snow,snow,13d,38.0,28.0,33.0,42.0,1027,86,5.0,280,20,6000,1734328800
200066,802,Clouds,scattered clouds,03d,8.0,4.0,4.0,12.0,1021,50,2.0,34,6,8000,1734332400
200077,602,Snow,heavy snow,13d,31.0,21.0,27.0,35.0,1015,64,0.0,21,93,4000,1734336000
200088,800,Clear,clear sky,01n,37.0,28.0,33.0,40.0,1009,78,20.0,135,79,6000,1734339600
200099,600,Snow,light snow,13d,7.0,4.0,3.0,10.0,1026,45,18.0,249,32,8000,1734343200
200110,803,Clouds,broken clouds,04d,13.0,4.0,10.0,16.0,1020,59,15.0,3,18,10000,1734346800
200121,601,Snow,snow,13d,19.0,16.0,16.0,22.0,1014,73,13.0,350,4,6000,1734350400
200132,802,Clouds,scattered clouds,03d,6.0,4.0,3.0,9.0,1008,87,11.0,104,91,8000,1734354000
200143,804,Clouds,overcast clouds,04n,12.0,4.0,9.0,14.0,1025,51,9.0,218,44,10000,1734357600
200154,804,Clouds,overcast clouds,04d,18.0,16.0,15.0,20.0,1019,68,6.0,332,30,2000,1734361200
200165,600,Snow,light snow,13d,24.0,16.0,22.0,26.0,1013,82,4.0,86,16,8000,1734364800
200176,803,Clouds,broken clouds,04d,11.0,9.0,9.0,13.0,1007,46,2.0,73,2,10000,1734368400
200187,600,Snow,light snow,13n,17.0,16.0,15.0,18.0,1031,60,0.0,187,56,2000,1734372000
200198,602,Snow,heavy snow,13d,23.0,16.0,21.0,24.0,1018,77,20.0,301,42,4000,1734375600
200209,800,Clear,clear sky,01n,29.0,28.0,28.0,30.0,1012,91,17.0,55,28,10000,1734379200
200220,804,Clouds,overcast clouds,04d,16.0,9.0,15.0,17.0,1006,55,15.0,42,14,2000,1734382800
200231,741,Fog,fog,50d,22.0,16.0,21.0,28.0,1030,69,13.0,156,68,4000,1734386400
200242,601,Snow,snow,13d,28.0,28.0,27.0,34.0,1017,86,11.0,270,54,6000,1734390000
200253,802,Clouds,scattered clouds,03d,34.0,28.0,28.0,40.0,1011,50,8.0,24,40,8000,1734393600
200264,602,Snow,heavy snow,13d,21.0,21.0,15.0,27.0,1005,64,6.0,11,26,4000,1734397200
200275,800,Clear,clear sky,01n,27.0,16.0,21.0,32.0,1029,78,4.0,125,12,6000,1734400800
200286,600,Snow,light snow,13d,33.0,28.0,27.0,38.0,1016,45,2.0,239,66,8000,1734404400
200297,803,Clouds,broken clouds,04d,39.0,28.0,34.0,44.0,1010,59,21.0,353,52,10000,1734408000
200308,601,Snow,snow,13d,9.0,4.0,4.0,14.0,1034,73,19.0,340,38,6000,1734411600
200319,802,Clouds,scattered clouds,03d,32.0,28.0,27.0,37.0,1028,87,17.0,94,24,8000,1734415200
200330,804,Clouds,overcast clouds,04n,38.0,28.0,33.0,42.0,1015,51,15.0,208,78,10000,1734418800
200341,804,Clouds,overcast clouds,04d,8.0,4.0,3.0,12.0,1009,68,12.0,322,64,2000,1734422400
200352,600,Snow,light snow,13d,14.0,4.0,10.0,18.0,1033,82,10.0,76,50,8000,1734426000
200363,803,Clouds,broken clouds,04d,37.0,33.0,33.0,41.0,1027,46,8.0,63,36,10000,1734429600
200374,600,Snow,light snow,13n,7.0,4.0,3.0,10.0,1021,60,6.0,177,90,2000,1734433200
200385,602,Snow,heavy snow,13d,13.0,4.0,9.0,16.0,1008,77,4.0,291,76,4000,1734436800
200396,800,Clear,clear sky,01n,19.0,16.0,16.0,22.0,1032,91,1.0,45,62,10000,1734440400
200407,804,Clouds,overcast clouds,04d,6.0,-3.0,3.0,9.0,1026,55,21.0,32,48,2000,1734444000
200418,741,Fog,fog,50d,12.0,4.0,9.0,14.0,1020,69,19.0,146,1,4000,1734447600
200429,601,Snow,snow,13d,18.0,16.0,15.0,20.0,1007,86,17.0,260,88,6000,1734451200
200440,802,Clouds,scattered clouds,03d,24.0,16.0,22.0,26.0,1031,50,14.0,14,74,8000,1734454800
