tableId,id,name,type
tblCohortRoster,fldStudentId,student_id,singleLineText
tblCohortRoster,fldFirstName,first_name,singleLineText
tblCohortRoster,fldLastName,last_name,singleLineText
tblCohortRoster,fldWorkCat,work_category,singleSelect
tblCohortRoster,fldReadiness,readiness_score,number
tblCohortRoster,fldNotes,instructor_notes,longText
tblCohortRoster,fldReleaseOnFile,release_on_file,singleSelect
tblRegional,fldContactId,contact_id,singleLineText
tblRegional,fldName,name,singleLineText
tblRegional,fldCity,city,singleLineText
tblRegional,fldRegWorkCat,work_category,singleSelect
tblRegional,fldReplyStatus,reply_status,singleSelect
tblRegional,fldReplyDate,reply_date_iso,date
tblRegional,fldRegRelease,release_on_file,singleSelect
tblReleases,fldPersonId,person_id,singleLineText
tblReleases,fldPersonName,name,singleLineText
tblReleases,fldPersonType,type,singleSelect
tblReleases,fldRelStatus,release_on_file,singleSelect
tblReleases,fldSignedDate,date_signed_iso,date
tblReleases,fldRelNotes,notes,longText
tblComponents,fldSKU,sku,singleLineText
tblComponents,fldCompDesc,description,longText
tblComponents,fldCompCat,category,singleSelect
tblComponents,fldRetail,retail_price_usd,currency
tblComponents,fldWholesaleLast,wholesale_cost_usd_last_set,currency
tblComponents,fldWholesaleDate,last_set_date,date
tblKits,fldKitSKU,kit_sku,singleLineText
tblKits,fldKitName,kit_name,singleLineText
tblKits,fldKitComponent,component_sku,singleLineText
tblKits,fldKitCompName,component_name,singleLineText
tblKits,fldKitQty,qty_per_kit,number
tblPreshowOrders,fldOrderId,order_id,singleLineText
tblPreshowOrders,fldOrderKit,kit_sku,singleLineText
tblPreshowOrders,fldChannel,channel,singleSelect
tblPreshowOrders,fldShipState,ship_to_state,singleLineText
tblPreshowOrders,fldOrderDate,order_date_iso,date
tblPreshowOrders,fldReqBy,requested_by_iso,date
tblPreshowOrders,fldRail,payment_rail,singleSelect
tblPreshowOrders,fldOrderTotal,order_total_usd,currency
tblPreshowOrders,fldShipHint,ship_service_hint,singleSelect
tblOpenPO,fldPOId,po_id,singleLineText
tblOpenPO,fldPOVendor,vendor_name,singleLineText
tblOpenPO,fldPOSKU,sku,singleLineText
tblOpenPO,fldQtyOrd,qty_ordered,number
tblOpenPO,fldPromisedBy,promised_by_iso,date
tblOpenPO,fldReceivedQty,received_qty,number
tblOpenPO,fldPOStatus,status,singleSelect
tblOpenPO,fldPONotes,notes,longText
