id,name,country,state,lat,lon,timezone
4487042,Raleigh,NC,US,35.7796,-78.6382,-14400
4464368,Cary,NC,US,35.7915,-78.7811,-14400
4487043,Cary,NC,US,35.7796,-78.7811,-14400
4487044,Raleigh,NC,US,35.7796,-78.7811,-14400
4487045,Raleigh,NC,US,35.7915,-78.6382,-14400
4487046,Raleigh,NC,US,35.7796,-78.7811,-14400
4487047,Raleigh,NC,US,35.7915,-78.7811,-14400
4487048,Cary,NC,US,35.7796,-78.6382,-14400
4487049,Cary,NC,US,35.7796,-78.7811,-14400
4487050,Raleigh,NC,US,35.7915,-78.7811,-14400
4487051,Cary,NC,US,35.7796,-78.7811,-14400
4487052,Raleigh,NC,US,35.7915,-78.7811,-14400
4487053,Raleigh,NC,US,35.7796,-78.7811,-14400
4487054,Raleigh,NC,US,35.7915,-78.6382,-14400
4487055,Raleigh,NC,US,35.7915,-78.7811,-14400
4487056,Cary,NC,US,35.7915,-78.6382,-14400
4487057,Raleigh,NC,US,35.7796,-78.7811,-14400
4487058,Raleigh,NC,US,35.7796,-78.6382,-14400
4487059,Cary,NC,US,35.7796,-78.6382,-14400
4487060,Raleigh,NC,US,35.7915,-78.7811,-14400
4487061,Raleigh,NC,US,35.7915,-78.6382,-14400
4487062,Cary,NC,US,35.7915,-78.7811,-14400
4487063,Cary,NC,US,35.7915,-78.6382,-14400
4487064,Raleigh,NC,US,35.7796,-78.6382,-14400
4487065,Raleigh,NC,US,35.7796,-78.7811,-14400
4487066,Raleigh,NC,US,35.7796,-78.6382,-14400
4487067,Raleigh,NC,US,35.7796,-78.7811,-14400
4487068,Cary,NC,US,35.7796,-78.6382,-14400
4487069,Cary,NC,US,35.7915,-78.6382,-14400
4487070,Raleigh,NC,US,35.7915,-78.6382,-14400
4487071,Cary,NC,US,35.7915,-78.7811,-14400
4487072,Cary,NC,US,35.7796,-78.7811,-14400
4487073,Raleigh,NC,US,35.7796,-78.6382,-14400
4487074,Cary,NC,US,35.7915,-78.7811,-14400
4487075,Raleigh,NC,US,35.7915,-78.6382,-14400
4487076,Raleigh,NC,US,35.7796,-78.6382,-14400
4487077,Raleigh,NC,US,35.7796,-78.6382,-14400
4487078,Raleigh,NC,US,35.7796,-78.7811,-14400
4487079,Cary,NC,US,35.7915,-78.7811,-14400
4487080,Cary,NC,US,35.7915,-78.6382,-14400
4487081,Cary,NC,US,35.7915,-78.7811,-14400
4487082,Raleigh,NC,US,35.7915,-78.7811,-14400
4487083,Raleigh,NC,US,35.7796,-78.7811,-14400
4487084,Cary,NC,US,35.7915,-78.6382,-14400
4487085,Raleigh,NC,US,35.7796,-78.7811,-14400
4487086,Cary,NC,US,35.7796,-78.6382,-14400
4487087,Cary,NC,US,35.7796,-78.6382,-14400
4487088,Raleigh,NC,US,35.7796,-78.6382,-14400
4487089,Raleigh,NC,US,35.7915,-78.7811,-14400
4487090,Raleigh,NC,US,35.7915,-78.6382,-14400
4487091,Raleigh,NC,US,35.7915,-78.6382,-14400
4487092,Cary,NC,US,35.7915,-78.6382,-14400
4487093,Cary,NC,US,35.7796,-78.6382,-14400
4487094,Raleigh,NC,US,35.7915,-78.7811,-14400
4487095,Cary,NC,US,35.7796,-78.7811,-14400
4487096,Cary,NC,US,35.7915,-78.7811,-14400
