city_id,weather_id,weather_main,weather_description,weather_icon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,visibility,dt
4487042,1728050400,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487043,1728050401,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487044,1728050402,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,0,Clouds
4487045,1728050403,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,1,Clouds
4487046,1728050404,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487047,1728050405,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487048,1728050406,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,1,Clouds
4487049,1728050407,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,1,Clouds
4487050,1728050408,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487051,1728050409,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487052,1728050410,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,0,Clouds
4487053,1728050411,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,1,Clouds
4487054,1728050412,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487055,1728050413,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,1,Clouds
4487056,1728050414,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487057,1728050415,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487058,1728050416,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487059,1728050417,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487060,1728050418,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,1,Clouds
4487061,1728050419,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,1,Clouds
4487062,1728050420,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487063,1728050421,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,0,Clouds
4487064,1728050422,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487065,1728050423,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487066,1728050424,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,0,Clouds
4487067,1728050425,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,1,Clouds
4487068,1728050426,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,1,Clouds
4487069,1728050427,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487070,1728050428,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487071,1728050429,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487072,1728050430,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487073,1728050431,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,1,Clouds
4487074,1728050432,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487075,1728050433,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487076,1728050434,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,0,Clouds
4487077,1728050435,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487078,1728050436,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,1,Clouds
4487079,1728050437,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,1,Clouds
4487080,1728050438,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487081,1728050439,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,0,Clouds
4487082,1728050440,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487083,1728050441,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,1,Clouds
4487084,1728050442,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487085,1728050443,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,1,Clouds
4487086,1728050444,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,1,Clouds
4487087,1728050445,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,1,Clouds
4487088,1728050446,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,0,Clouds
4487089,1728050447,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487090,1728050448,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487091,1728050449,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487092,1728050450,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487093,1728050451,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,0,Clouds
4487094,1728050452,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,0,Clouds
4487095,1728050453,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,0,Clouds
4487096,1728050454,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,0,Clouds
4487097,1728050455,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,1,Clouds
4487098,1728050456,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,0,0,Clouds
4487099,1728050457,72.5,70.1,68.0,75.0,1015,55,10000,8.5,220,12.0,40,1,0,Clouds
