id,doorbot_id,device_id,kind,created_at,answered,favorite,recording_status,snapshot_url,duration_seconds,cv_properties
7081,987007,cam_frontdoor,motion,2026-09-27T14:22:15.000Z,false,false,ready,,14,person
7082,987007,cam_frontdoor,motion,2026-09-27T07:03:41.000Z,false,false,ready,,16,person
7083,987009,cam_backyard,motion,2026-09-26T19:15:02.000Z,false,false,ready,,17,person
7084,987007,cam_frontdoor,motion,2026-09-26T09:12:44.000Z,false,false,ready,,14,person
7085,987007,cam_frontdoor,motion,2026-09-25T07:04:12.000Z,false,false,ready,,30,person
7086,987007,cam_frontdoor,motion,2026-09-24T14:47:33.000Z,false,false,ready,,18,vehicle
7087,987008,cam_garage,motion,2026-09-23T16:30:05.000Z,false,false,ready,,17,vehicle
7088,987007,cam_frontdoor,motion,2026-09-22T07:03:55.000Z,false,false,ready,,38,person
7089,987007,cam_frontdoor,motion,2026-09-21T18:22:11.000Z,false,false,ready,,31,person
7090,987009,cam_backyard,motion,2026-09-20T14:07:29.000Z,false,false,ready,,34,person
7091,987008,cam_garage,motion,2026-09-07T11:00:00.000Z,false,false,ready,,12,vehicle
7092,987008,cam_garage,motion,2026-09-06T04:00:00.000Z,false,false,ready,,48,person
7093,987009,cam_backyard,motion,2026-09-03T21:00:00.000Z,false,false,ready,,57,person
7094,987008,cam_garage,motion,2026-09-01T14:00:00.000Z,false,false,ready,,20,person
7095,987008,cam_garage,motion,2026-08-31T07:00:00.000Z,false,false,ready,,36,person
7096,987009,cam_backyard,motion,2026-08-29T00:00:00.000Z,false,false,ready,,37,person
7097,987007,cam_frontdoor,motion,2026-08-26T17:00:00.000Z,false,false,ready,,38,person
7098,987008,cam_garage,motion,2026-08-24T10:00:00.000Z,false,false,ready,,36,person
7099,987009,cam_backyard,motion,2026-08-23T03:00:00.000Z,false,false,ready,,43,person
7100,987008,cam_garage,motion,2026-08-20T20:00:00.000Z,false,false,ready,,48,vehicle
7101,987009,cam_backyard,motion,2026-08-18T13:00:00.000Z,false,false,ready,,58,person
7102,987009,cam_backyard,motion,2026-08-17T06:00:00.000Z,false,false,ready,,15,person
7103,987009,cam_backyard,motion,2026-08-14T23:00:00.000Z,false,false,ready,,56,person
7104,987009,cam_backyard,motion,2026-08-12T16:00:00.000Z,false,false,ready,,34,person
7105,987008,cam_garage,motion,2026-08-11T09:00:00.000Z,false,false,ready,,6,person
7106,987007,cam_frontdoor,motion,2026-08-09T02:00:00.000Z,false,false,ready,,22,person
7107,987007,cam_frontdoor,motion,2026-08-06T19:00:00.000Z,false,false,ready,,51,person
7108,987009,cam_backyard,motion,2026-08-04T12:00:00.000Z,false,false,ready,,24,person
7109,987009,cam_backyard,motion,2026-08-03T05:00:00.000Z,false,false,ready,,31,person
7110,987008,cam_garage,motion,2026-07-31T22:00:00.000Z,false,false,ready,,56,person
7111,987007,cam_frontdoor,motion,2026-07-29T15:00:00.000Z,false,false,ready,,27,person
7112,987009,cam_backyard,motion,2026-07-28T08:00:00.000Z,false,false,ready,,47,person
7113,987007,cam_frontdoor,motion,2026-07-26T01:00:00.000Z,false,false,ready,,54,vehicle
7114,987007,cam_frontdoor,motion,2026-07-23T18:00:00.000Z,false,false,ready,,56,person
7115,987007,cam_frontdoor,motion,2026-07-21T11:00:00.000Z,false,false,ready,,24,person
7116,987007,cam_frontdoor,motion,2026-07-20T04:00:00.000Z,false,false,ready,,49,person
7117,987008,cam_garage,motion,2026-07-17T21:00:00.000Z,false,false,ready,,44,person
7118,987008,cam_garage,motion,2026-07-15T14:00:00.000Z,false,false,ready,,49,vehicle
7119,987009,cam_backyard,motion,2026-07-14T07:00:00.000Z,false,false,ready,,40,person
7120,987008,cam_garage,motion,2026-07-12T00:00:00.000Z,false,false,ready,,17,person
7121,987009,cam_backyard,motion,2026-07-09T17:00:00.000Z,false,false,ready,,17,vehicle
7122,987009,cam_backyard,motion,2026-07-07T10:00:00.000Z,false,false,ready,,44,person
7123,987008,cam_garage,motion,2026-07-06T03:00:00.000Z,false,false,ready,,8,vehicle
7124,987008,cam_garage,motion,2026-07-03T20:00:00.000Z,false,false,ready,,18,person
7125,987007,cam_frontdoor,motion,2026-07-01T13:00:00.000Z,false,false,ready,,57,person
7126,987009,cam_backyard,motion,2026-06-30T06:00:00.000Z,false,false,ready,,22,person
7127,987007,cam_frontdoor,motion,2026-06-27T23:00:00.000Z,false,false,ready,,49,person
7128,987007,cam_frontdoor,motion,2026-06-25T16:00:00.000Z,false,false,ready,,12,person
7129,987009,cam_backyard,motion,2026-06-24T09:00:00.000Z,false,false,ready,,38,person
7130,987008,cam_garage,motion,2026-06-22T02:00:00.000Z,false,false,ready,,35,vehicle
7131,987008,cam_garage,motion,2026-06-19T19:00:00.000Z,false,false,ready,,39,person
7132,987007,cam_frontdoor,motion,2026-06-17T12:00:00.000Z,false,false,ready,,45,person
7133,987009,cam_backyard,motion,2026-06-16T05:00:00.000Z,false,false,ready,,23,vehicle
7134,987008,cam_garage,motion,2026-06-13T22:00:00.000Z,false,false,ready,,27,person
7135,987008,cam_garage,motion,2026-06-11T15:00:00.000Z,false,false,ready,,55,vehicle
