id,media_id,user_id,username,text,timestamp,like_count,hidden,parent_id
com_ig_media_0001_00,ig_media_0001,um_001,priya_r,Looks so good!,2026-10-02T19:00:00Z,1,False,
com_ig_media_0001_01,ig_media_0001,um_002,meera_p,😍,2026-10-02T19:00:00Z,2,False,
com_ig_media_0001_02,ig_media_0001,um_003,amanda_c,이거 완전 대박,2026-10-02T19:00:00Z,3,False,
com_ig_media_0002_00,ig_media_0002,um_001,priya_r,Looks so good!,2026-10-03T19:00:00Z,1,False,
com_ig_media_0002_01,ig_media_0002,um_002,meera_p,😍,2026-10-03T19:00:00Z,2,False,
com_ig_media_0002_02,ig_media_0002,um_003,amanda_c,이거 완전 대박,2026-10-03T19:00:00Z,3,False,
com_ig_media_0002_03,ig_media_0002,um_004,david_lee_bos,We miss this at Wellesley,2026-10-03T19:00:00Z,4,False,
com_ig_media_0003_00,ig_media_0003,um_001,priya_r,Looks so good!,2026-10-04T19:00:00Z,1,False,
com_ig_media_0003_01,ig_media_0003,um_002,meera_p,😍,2026-10-04T19:00:00Z,2,False,
com_ig_media_0003_02,ig_media_0003,um_003,amanda_c,이거 완전 대박,2026-10-04T19:00:00Z,3,False,
com_ig_media_0003_03,ig_media_0003,um_004,david_lee_bos,We miss this at Wellesley,2026-10-04T19:00:00Z,4,False,
com_ig_media_0003_04,ig_media_0003,um_005,yuki_w,Recipe please!,2026-10-04T19:00:00Z,5,False,
com_ig_media_0004_00,ig_media_0004,um_001,priya_r,Looks so good!,2026-10-05T19:00:00Z,1,False,
com_ig_media_0004_01,ig_media_0004,um_002,meera_p,😍,2026-10-05T19:00:00Z,2,False,
com_ig_media_0004_02,ig_media_0004,um_003,amanda_c,이거 완전 대박,2026-10-05T19:00:00Z,3,False,
com_ig_media_0004_03,ig_media_0004,um_004,david_lee_bos,We miss this at Wellesley,2026-10-05T19:00:00Z,4,False,
com_ig_media_0004_04,ig_media_0004,um_005,yuki_w,Recipe please!,2026-10-05T19:00:00Z,5,False,
com_ig_media_0004_05,ig_media_0004,um_006,leah_f,🔥,2026-10-05T19:00:00Z,6,False,
com_ig_media_0005_00,ig_media_0005,um_001,priya_r,Looks so good!,2026-10-06T19:00:00Z,1,False,
com_ig_media_0005_01,ig_media_0005,um_002,meera_p,😍,2026-10-06T19:00:00Z,2,False,
com_ig_media_0006_00,ig_media_0006,um_001,priya_r,Looks so good!,2026-10-07T19:00:00Z,1,False,
com_ig_media_0006_01,ig_media_0006,um_002,meera_p,😍,2026-10-07T19:00:00Z,2,False,
