id,user_id,media_type,media_url,timestamp,expiring_at,caption,link,poll_question,poll_options
story_001,ig_katie_001,IMAGE,https://cdn.ig.com/story_001.jpg,2026-10-03T20:00:00Z,2026-10-04T20:00:00Z,Han Kang chapter,,,
story_002,ig_katie_001,IMAGE,https://cdn.ig.com/story_002.jpg,2026-10-05T20:00:00Z,2026-10-06T20:00:00Z,Umma making kimchi,,,
story_003,ig_katie_001,IMAGE,https://cdn.ig.com/story_003.jpg,2026-10-07T20:00:00Z,2026-10-08T20:00:00Z,Kids fold hanbok,,,
story_004,ig_katie_001,IMAGE,https://cdn.ig.com/story_004.jpg,2026-10-09T20:00:00Z,2026-10-10T20:00:00Z,Autumn walk,,,
story_005,ig_katie_001,IMAGE,https://cdn.ig.com/story_005.jpg,2026-10-11T20:00:00Z,2026-10-12T20:00:00Z,Doenjang jar update,,,
story_006,ig_katie_001,IMAGE,https://cdn.ig.com/story_006.jpg,2026-10-13T20:00:00Z,2026-10-14T20:00:00Z,Rice steam,,,
story_007,ig_katie_001,IMAGE,https://cdn.ig.com/story_007.jpg,2026-10-15T20:00:00Z,2026-10-16T20:00:00Z,New book,,,
story_008,ig_katie_001,IMAGE,https://cdn.ig.com/story_008.jpg,2026-10-17T20:00:00Z,2026-10-18T20:00:00Z,Han-jeong-sik table,,,
story_009,ig_katie_001,IMAGE,https://cdn.ig.com/story_009.jpg,2026-10-19T20:00:00Z,2026-10-20T20:00:00Z,Sourdough,,,
story_010,ig_katie_001,IMAGE,https://cdn.ig.com/story_010.jpg,2026-10-21T20:00:00Z,2026-10-22T20:00:00Z,Sunday cook,,,
