Id,DisplayName,CompanyName,PrimaryEmailAddr,PrimaryPhone,BillAddr,Balance,Active,AcctNum,Vendor1099
qb_vend_001,Restaurant Depot Portland,Restaurant Depot Portland,"{""Address"": ""orders@restaurantdepot.com""}","{""FreeFormNumber"": ""+15035557000""}",,0,true,V-0100,true
qb_vend_002,Uwajimaya,Uwajimaya,"{""Address"": ""grocery@uwajimaya.com""}","{""FreeFormNumber"": ""+15035557031""}",,0,true,V-0101,false
qb_vend_003,Costco Beaverton,Costco Beaverton,,"{""FreeFormNumber"": ""+15035557062""}",,0,true,V-0102,false
qb_vend_004,Nicky USA,Nicky USA,"{""Address"": ""orders@nickyusa.com""}","{""FreeFormNumber"": ""+15035557093""}",,0,true,V-0103,false
qb_vend_005,Grand Central Bakery,Grand Central Bakery,"{""Address"": ""wholesale@grandcentralbakery.com""}","{""FreeFormNumber"": ""+15035557124""}",,0,true,V-0104,true
qb_vend_006,Sugar Shack Quebec,Sugar Shack Quebec,"{""Address"": ""info@leseraphin.qc.ca""}","{""FreeFormNumber"": ""+15035557155""}",,0,true,V-0105,false
qb_vend_007,Nossa Familia Coffee,Nossa Familia Coffee,"{""Address"": ""yelena@nossafamilia.com""}","{""FreeFormNumber"": ""+15035557186""}",,0,true,V-0106,false
qb_vend_008,Steve's Cheese,Steve's Cheese,"{""Address"": ""orders@stevescheese.pdx""}","{""FreeFormNumber"": ""+15035557217""}",,0,true,V-0107,false
qb_vend_009,Portland Tent Co,Portland Tent Co,"{""Address"": ""sales@portlandtent.com""}","{""FreeFormNumber"": ""+15035557248""}",,0,true,V-0108,true
qb_vend_010,Kelvin Foodservice,Kelvin Foodservice,"{""Address"": ""sales@kelvinfs.com""}","{""FreeFormNumber"": ""+15035557279""}",,0,true,V-0109,false
qb_vend_011,Beavercreek Coach,Beavercreek Coach,"{""Address"": ""yq@beavercreekcoach.com""}","{""FreeFormNumber"": ""+15035557310""}",,0,true,V-0110,false
qb_vend_012,Silvertide Mail Pharmacy,Silvertide Mail Pharmacy,"{""Address"": ""support@silvertidemail.com""}","{""FreeFormNumber"": ""+15035557341""}",,0,true,V-0111,false
qb_vend_013,Amazon Business,Amazon Business,,"{""FreeFormNumber"": ""+15035557372""}",,0,true,V-0112,true
qb_vend_014,HomeGoods,HomeGoods,,"{""FreeFormNumber"": ""+15035557403""}",,0,true,V-0113,false
qb_vend_015,Portland Fish Market,Portland Fish Market,"{""Address"": ""sales@pdxfish.com""}","{""FreeFormNumber"": ""+15035557434""}",,0,true,V-0114,false
