id,name,type,messages_total,messages_unread,threads_total,threads_unread
INBOX,INBOX,system,10,12,147,13
UNREAD,UNREAD,system,51,19,51,1
SENT,SENT,system,106,14,39,11
DRAFT,DRAFT,system,12,8,149,9
STARRED,STARRED,system,127,7,194,8
IMPORTANT,IMPORTANT,system,116,11,66,14
SPAM,SPAM,system,172,9,75,7
TRASH,TRASH,system,140,18,194,3
Label_0,HR/0,user,11,4,30,2
Label_1,CEU/1,user,7,0,21,1
Label_2,HR/2,user,41,3,15,1
Label_3,Church/3,user,21,3,28,4
Label_4,Appeals/4,user,5,4,31,2
Label_5,CEU/5,user,27,3,30,0
Label_6,Appeals/6,user,2,0,25,1
Label_7,CEU/7,user,13,4,38,2
Label_8,HR/8,user,36,0,37,4
Label_9,Family/9,user,45,0,40,4
Label_10,Appeals/10,user,16,5,11,3
Label_11,Appeals/11,user,18,4,19,2
Label_12,Appeals/12,user,17,3,17,0
Label_13,Hiring/13,user,33,5,15,2
Label_14,Church/14,user,14,4,26,2
Label_15,Church/15,user,50,2,1,1
Label_16,Outreach/16,user,15,1,2,1
Label_17,Outreach/17,user,21,1,16,4
Label_18,HR/18,user,43,1,26,1
Label_19,Family/19,user,15,1,12,2
Label_20,Outreach/20,user,41,1,7,4
Label_21,Hiring/21,user,16,4,6,2
Label_22,CEU/22,user,30,2,38,3
Label_23,Church/23,user,5,3,19,2
Label_24,Appeals/24,user,22,0,34,0
Label_25,HR/25,user,12,3,9,3
Label_26,Family/26,user,4,4,14,3
Label_27,Hiring/27,user,26,4,15,4
Label_28,Outreach/28,user,28,3,32,1
Label_29,Running/29,user,34,5,37,1
Label_30,Running/30,user,17,3,16,1
Label_31,HR/31,user,38,3,18,4
Label_32,Running/32,user,43,4,37,4
Label_33,HR/33,user,43,5,40,1
Label_34,CEU/34,user,41,5,16,4
Label_35,CEU/35,user,10,5,10,1
Label_36,Hiring/36,user,8,4,33,4
Label_37,CEU/37,user,9,4,19,0
Label_38,Church/38,user,27,5,35,4
Label_39,CEU/39,user,14,2,10,4
Label_40,Hiring/40,user,44,0,15,4
Label_41,HR/41,user,18,3,29,1
Label_42,Outreach/42,user,12,4,6,4
Label_43,Hiring/43,user,7,5,40,4
Label_44,Running/44,user,19,5,6,3
Label_45,CEU/45,user,3,3,2,1
Label_46,HR/46,user,27,2,12,0
Label_47,Family/47,user,36,3,5,1
Label_48,Appeals/48,user,40,2,38,4
Label_49,Hiring/49,user,32,2,27,2
Label_50,HR/50,user,13,4,40,3
Label_51,Hiring/51,user,32,3,1,4
Label_52,Appeals/52,user,42,2,26,0
Label_53,CEU/53,user,4,2,21,2
Label_54,Appeals/54,user,32,4,32,2
Label_55,Appeals/55,user,36,2,36,0
Label_56,Church/56,user,25,0,9,2
Label_57,Appeals/57,user,15,2,29,2
Label_58,Running/58,user,34,5,6,0
Label_59,HR/59,user,39,1,34,3
Label_60,Church/60,user,23,5,26,2
Label_61,Running/61,user,30,4,14,3
Label_62,CEU/62,user,24,1,12,2
Label_63,Running/63,user,30,1,23,0
Label_64,CEU/64,user,12,0,26,4
Label_65,Hiring/65,user,36,1,35,0
Label_66,Hiring/66,user,5,3,26,4
Label_67,Hiring/67,user,6,1,16,2
Label_68,Hiring/68,user,34,1,21,0
Label_69,Outreach/69,user,20,2,28,0
Label_70,CEU/70,user,9,4,16,0
Label_71,Hiring/71,user,4,2,11,1
Label_72,Family/72,user,7,4,21,1
Label_73,Running/73,user,22,3,29,3
Label_74,Family/74,user,32,0,21,3
Label_75,CEU/75,user,8,5,39,0
Label_76,Outreach/76,user,47,1,8,2
Label_77,Appeals/77,user,43,0,20,0
Label_78,HR/78,user,26,4,8,2
Label_79,Appeals/79,user,38,5,13,4
Label_80,Appeals/80,user,44,0,22,1
Label_81,Family/81,user,18,2,33,1
Label_82,Outreach/82,user,19,3,12,2
Label_83,CEU/83,user,30,1,34,4
Label_84,Family/84,user,29,5,38,0
Label_85,Family/85,user,26,5,4,4
Label_86,Outreach/86,user,1,1,33,4
Label_87,Outreach/87,user,20,0,19,3
Label_88,CEU/88,user,37,0,22,0
Label_89,Church/89,user,21,5,1,4
Label_90,HR/90,user,5,0,17,1
Label_91,Hiring/91,user,26,1,17,3
Label_92,Running/92,user,11,1,18,4
Label_93,Hiring/93,user,44,3,11,0
Label_94,Running/94,user,47,5,13,0
Label_95,CEU/95,user,1,3,4,0
Label_96,Appeals/96,user,40,2,1,4
Label_97,Church/97,user,34,0,28,3
Label_98,Running/98,user,19,3,38,2
Label_99,CEU/99,user,46,2,38,0
Label_100,Appeals/100,user,6,4,37,0
Label_101,CEU/101,user,6,3,25,1
