pipeline_id,pipeline_label,stage_id,stage_label,display_order,probability,closed
default,Sales Pipeline,appointmentscheduled,Appointment Scheduled,0,0.2,false
default,Sales Pipeline,qualifiedtobuy,Qualified To Buy,1,0.4,false
default,Sales Pipeline,presentationscheduled,Presentation Scheduled,2,0.6,false
default,Sales Pipeline,decisionmakerboughtin,Decision Maker Bought-In,3,0.8,false
default,Sales Pipeline,contractsent,Contract Sent,4,0.9,false
default,Sales Pipeline,closedwon,Closed Won,5,1.0,true
default,Sales Pipeline,closedlost,Closed Lost,6,0.0,true
majorgift,Major Gift Pipeline,identified,Identified,0,0.1,false
majorgift,Major Gift Pipeline,qualified,Qualified,1,0.25,false
majorgift,Major Gift Pipeline,cultivation,Cultivation,2,0.4,false
majorgift,Major Gift Pipeline,solicitation,Solicitation,3,0.6,false
majorgift,Major Gift Pipeline,verbal,Verbal Commitment,4,0.8,false
majorgift,Major Gift Pipeline,committed,Committed,5,0.95,false
majorgift,Major Gift Pipeline,stewarded,Stewarded,6,1.0,true
majorgift,Major Gift Pipeline,lapsed,Lapsed,7,0.0,true
