Id,Name,Description,Type,UnitPrice,IncomeAccountRef_value,IncomeAccountRef_name,Active,Taxable
i_cmp_001,CMP-001,Gel base coat 15ml studio,Inventory,12.00,1,Storefront sales income,True,True
i_cmp_002,CMP-002,Gel top coat glossy 15ml,Inventory,12.00,1,Storefront sales income,True,True
i_cmp_003,CMP-003,Gel top coat matte 15ml,Inventory,13.00,1,Storefront sales income,True,True
i_cmp_004,CMP-004,Gel color rose quartz 8ml,Inventory,9.50,1,Storefront sales income,True,True
i_cmp_005,CMP-005,Gel color midnight plum 8ml,Inventory,9.50,1,Storefront sales income,True,True
i_cmp_006,CMP-006,Gel color sunflower ochre 8ml,Inventory,9.50,1,Storefront sales income,True,True
i_cmp_007,CMP-007,Gel color cream porcelain 8ml,Inventory,9.50,1,Storefront sales income,True,True
i_cmp_008,CMP-008,Gel color forest teal 8ml,Inventory,9.50,1,Storefront sales income,True,True
i_cmp_010,CMP-010,Sculpt gel clear builder 30ml,Inventory,22.00,1,Storefront sales income,True,True
i_cmp_016,CMP-016,Nail form roll 300ct,Inventory,18.00,1,Storefront sales income,True,True
i_cmp_017,CMP-017,Extension tip clear 500ct box,Inventory,26.00,1,Storefront sales income,True,True
i_cmp_018,CMP-018,Extension tip natural 500ct box,Inventory,26.00,1,Storefront sales income,True,True
i_cmp_023,CMP-023,Chrome pigment silver 2g,Inventory,11.00,1,Storefront sales income,True,True
i_cmp_026,CMP-026,3D floral pre-made petal set,Inventory,14.00,1,Storefront sales income,True,True
i_cmp_027,CMP-027,Rhinestone assortment 720pc,Inventory,16.00,1,Storefront sales income,True,True
i_cmp_034,CMP-034,Kit tote canvas showcase edition,Inventory,11.00,1,Storefront sales income,True,True
i_cmp_037,CMP-037,Instruction card printed A5,Inventory,1.20,1,Storefront sales income,True,True
i_kit_show_a,KIT-SHOW-A,Showcase Signature Kit A,Inventory,79.00,1,Storefront sales income,True,True
i_kit_show_b,KIT-SHOW-B,Showcase Competition Kit B,Inventory,109.00,1,Storefront sales income,True,True
i_kit_starter,KIT-STARTER,Cohort Starter Kit,Inventory,65.00,1,Storefront sales income,True,True
i_kit_judge,KIT-JUDGE,Judge Table Setup Kit,Inventory,48.00,1,Storefront sales income,True,True
