id,name,rating,price,category,category_title,latitude,longitude,city,state,address,phone,review_count,is_closed,image_url
biz-oleana-00001,Oleana,4.6,$$$,mediterranean,Mediterranean,42.3702,-71.1013,Cambridge,MA,134 Hampshire St,+16176610505,842,false,https://img.example.com/oleana.jpg
biz-fasika-00002,Fasika Ethiopian,4.5,$$,ethiopian,Ethiopian,42.3893,-71.0954,Somerville,MA,145 Broadway,+16176289300,411,false,https://img.example.com/fasika.jpg
biz-bonchon-00003,Bonchon Brookline,4.3,$$,korean,Korean,42.3428,-71.1211,Brookline,MA,123 Harvard Ave,+16172328900,286,false,https://img.example.com/bonchon.jpg
biz-hmart-cmb-04,H Mart Cambridge,4.4,$$,grocery,Grocery,42.3654,-71.1044,Cambridge,MA,581 Massachusetts Ave,+16174918100,512,false,https://img.example.com/hmart.jpg
biz-sichuan-00005,Sichuan Gourmet,4.4,$$,chinese,Chinese,42.3401,-71.1298,Brookline,MA,1004 Beacon St,+16172321988,633,false,https://img.example.com/sichuan.jpg
biz-kupels-00006,Kupels Bagels,4.5,$,bakery,Bakery,42.3419,-71.1213,Brookline,MA,421 Harvard St,+16175669528,318,false,https://img.example.com/kupels.jpg
biz-rod-dee-00007,Rod Dee Thai,4.4,$,thai,Thai,42.3399,-71.1276,Brookline,MA,1430 Beacon St,+16177384977,507,false,https://img.example.com/roddee.jpg
biz-otto-pza-00008,Otto Pizza,4.3,$$,pizza,Pizza,42.3396,-71.1289,Brookline,MA,1432 Beacon St,+16172321104,289,false,https://img.example.com/otto.jpg
biz-golden-tp-09,Golden Temple,4.1,$$,chinese,Chinese,42.3335,-71.1476,Brookline,MA,1651 Beacon St,+16172779722,213,false,https://img.example.com/golden.jpg
biz-cool-yog-010,Coolidge Corner Yogurt,4.5,$,dessert,Desserts,42.3421,-71.1225,Brookline,MA,307 Harvard St,+16172326600,144,false,https://img.example.com/cyog.jpg
