track_id,name,artist_id,album_id,duration_ms,popularity,explicit,track_number
tr-0000,Nocturne Op. 9 No. 2,ar-0000,al-0000,348451,74,False,6
tr-0001,Clair de Lune,ar-0001,al-0001,347526,9,False,6
tr-0002,Born to Run,ar-0002,al-0002,160249,62,False,12
tr-0003,Small Town,ar-0003,al-0003,198798,8,False,1
tr-0004,Dancing in the Dark,ar-0004,al-0004,269352,22,False,10
tr-0005,Prelude in D-flat,ar-0005,al-0005,260122,43,False,1
tr-0006,Ballade No. 1,ar-0006,al-0006,287779,60,False,6
tr-0007,La Fille aux Cheveux de Lin,ar-0007,al-0007,335692,51,False,9
tr-0008,Thunder Road,ar-0008,al-0008,290127,40,False,3
tr-0009,Pink Houses,ar-0009,al-0009,185638,2,False,10
tr-0010,Chopin Etude Op. 10,ar-0010,al-0010,248094,87,False,12
tr-0011,Reverie,ar-0011,al-0011,350381,78,False,13
tr-0012,Etude No. 3,ar-0012,al-0012,286890,51,False,10
tr-0013,Rain Falling,ar-0013,al-0013,126715,73,False,8
tr-0014,The River,ar-0014,al-0014,220468,38,False,12
tr-0015,Suzanne,ar-0015,al-0015,342825,38,False,15
tr-0016,Waltz in C sharp minor,ar-0016,al-0016,244194,0,False,1
tr-0017,Fantaisie-Impromptu,ar-0017,al-0017,141297,78,False,6
tr-0018,Nightswimming,ar-0018,al-0018,262892,20,False,7
tr-0019,Hurt,ar-0019,al-0019,180091,71,False,9
tr-0020,Cold Rain Falling,ar-0020,al-0020,187737,25,False,9
tr-0021,Waltz No. 7,ar-0021,al-0021,245691,78,False,14
tr-0022,Autumn Leaves,ar-0022,al-0022,121314,87,False,4
tr-0023,Take Five,ar-0023,al-0023,276519,65,False,12
tr-0024,Kind of Blue,ar-0024,al-0024,284947,92,False,3
tr-0025,So What,ar-0025,al-0025,311594,14,False,14
tr-0026,Blue in Green,ar-0026,al-0026,282141,32,False,6
tr-0027,Manteca,ar-0027,al-0027,284942,48,False,1
tr-0028,A Night in Tunisia,ar-0028,al-0028,227251,23,False,15
tr-0029,My Favorite Things,ar-0029,al-0029,261072,14,False,15
tr-0030,Giant Steps,ar-0030,al-0030,255853,63,False,10
tr-0031,Naima,ar-0031,al-0031,124214,87,False,14
tr-0032,Straight No Chaser,ar-0032,al-0032,216223,29,False,4
tr-0033,Round Midnight,ar-0033,al-0033,212542,99,False,13
tr-0034,Body and Soul,ar-0034,al-0034,338899,74,False,2
tr-0035,Autumn in New York,ar-0035,al-0035,212620,6,False,14
tr-0036,Someday My Prince Will Come,ar-0036,al-0036,173444,97,False,1
tr-0037,Green Dolphin Street,ar-0037,al-0037,163689,74,False,12
tr-0038,Blues in F,ar-0038,al-0038,247281,1,False,2
tr-0039,Stella by Starlight,ar-0039,al-0039,266596,76,False,2
tr-0040,There Will Never Be Another You,ar-0040,al-0040,185714,18,False,1
tr-0041,Softly As in a Morning Sunrise,ar-0041,al-0041,339931,45,False,9
tr-0042,How High the Moon,ar-0042,al-0042,282899,100,False,9
tr-0043,Cherokee,ar-0043,al-0043,137560,80,False,3
tr-0044,Confirmation,ar-0044,al-0044,168782,88,False,5
tr-0045,Dexterity,ar-0045,al-0045,349592,63,False,15
tr-0046,Groovin' High,ar-0046,al-0046,289650,48,False,12
tr-0047,Move,ar-0047,al-0047,216473,0,False,11
tr-0048,Bird's Nest,ar-0048,al-0048,280660,53,False,14
tr-0049,Chi-Chi,ar-0049,al-0049,191217,13,False,14
tr-0050,Now's the Time,ar-0050,al-0050,212456,15,False,3
tr-0051,Anthropology,ar-0051,al-0051,288809,87,False,7
tr-0052,Nocturne Op. 9 No. 2,ar-0052,al-0052,136847,36,False,12
tr-0053,Clair de Lune,ar-0053,al-0053,346747,67,False,13
tr-0054,Born to Run,ar-0054,al-0054,254778,30,False,11
tr-0055,Small Town,ar-0055,al-0055,184108,75,False,10
tr-0056,Dancing in the Dark,ar-0056,al-0056,196133,100,False,2
tr-0057,Prelude in D-flat,ar-0057,al-0057,345914,13,False,2
tr-0058,Ballade No. 1,ar-0058,al-0058,148208,41,False,5
tr-0059,La Fille aux Cheveux de Lin,ar-0059,al-0059,328624,17,False,15
tr-0060,Thunder Road,ar-0060,al-0060,209836,31,False,1
tr-0061,Pink Houses,ar-0061,al-0061,331355,55,False,15
tr-0062,Chopin Etude Op. 10,ar-0062,al-0062,355013,56,False,2
tr-0063,Reverie,ar-0063,al-0063,338563,34,False,8
tr-0064,Etude No. 3,ar-0064,al-0064,120499,2,False,10
tr-0065,Rain Falling,ar-0065,al-0065,336094,97,False,4
tr-0066,The River,ar-0066,al-0066,348099,63,False,7
tr-0067,Suzanne,ar-0067,al-0067,208978,20,False,11
tr-0068,Waltz in C sharp minor,ar-0068,al-0068,229141,88,False,11
tr-0069,Fantaisie-Impromptu,ar-0069,al-0069,312001,45,False,2
tr-0070,Nightswimming,ar-0070,al-0070,260550,3,False,12
tr-0071,Hurt,ar-0071,al-0071,137389,35,False,8
tr-0072,Cold Rain Falling,ar-0072,al-0072,347308,36,False,14
tr-0073,Waltz No. 7,ar-0073,al-0073,325923,3,False,10
tr-0074,Autumn Leaves,ar-0074,al-0074,256151,72,False,14
tr-0075,Take Five,ar-0075,al-0075,315454,75,False,11
tr-0076,Kind of Blue,ar-0076,al-0076,183167,64,False,11
tr-0077,So What,ar-0077,al-0077,178996,30,False,6
tr-0078,Blue in Green,ar-0078,al-0078,336237,90,False,2
tr-0079,Manteca,ar-0079,al-0079,170730,8,False,12
tr-0080,A Night in Tunisia,ar-0080,al-0080,132429,72,False,12
tr-0081,My Favorite Things,ar-0081,al-0081,164675,16,False,13
tr-0082,Giant Steps,ar-0082,al-0082,270299,81,False,15
tr-0083,Naima,ar-0083,al-0083,184358,57,False,14
tr-0084,Straight No Chaser,ar-0084,al-0084,334434,41,False,14
tr-0085,Round Midnight,ar-0085,al-0085,214174,75,False,6
tr-0086,Body and Soul,ar-0086,al-0086,241573,28,False,1
tr-0087,Autumn in New York,ar-0087,al-0087,167826,46,False,15
tr-0088,Someday My Prince Will Come,ar-0088,al-0088,343506,98,False,9
tr-0089,Green Dolphin Street,ar-0089,al-0089,158452,8,False,7
tr-0090,Blues in F,ar-0090,al-0090,151770,70,False,8
tr-0091,Stella by Starlight,ar-0091,al-0091,145280,28,False,5
tr-0092,There Will Never Be Another You,ar-0092,al-0092,139856,16,False,8
tr-0093,Softly As in a Morning Sunrise,ar-0093,al-0093,176544,38,False,12
tr-0094,How High the Moon,ar-0094,al-0094,145244,93,False,2
tr-0095,Cherokee,ar-0095,al-0095,315408,11,False,13
tr-0096,Confirmation,ar-0096,al-0096,327626,24,False,5
tr-0097,Dexterity,ar-0097,al-0097,227455,83,False,7
tr-0098,Groovin' High,ar-0098,al-0098,194897,49,False,5
tr-0099,Move,ar-0099,al-0099,132581,96,False,10
tr-0100,Bird's Nest,ar-0100,al-0100,170223,78,False,14
tr-0101,Chi-Chi,ar-0101,al-0101,272581,57,False,10
tr-0102,Now's the Time,ar-0102,al-0102,329690,74,False,14
tr-0103,Anthropology,ar-0103,al-0103,123069,34,False,11
tr-0104,Nocturne Op. 9 No. 2,ar-0104,al-0104,242664,98,False,15
tr-0105,Clair de Lune,ar-0105,al-0000,256223,93,False,10
tr-0106,Born to Run,ar-0106,al-0001,207554,36,False,8
tr-0107,Small Town,ar-0107,al-0002,342807,93,False,3
tr-0108,Dancing in the Dark,ar-0108,al-0003,144593,93,False,7
tr-0109,Prelude in D-flat,ar-0109,al-0004,149582,86,False,10
tr-0110,Ballade No. 1,ar-0000,al-0005,177659,41,False,6
tr-0111,La Fille aux Cheveux de Lin,ar-0001,al-0006,134637,3,False,4
tr-0112,Thunder Road,ar-0002,al-0007,201554,24,False,3
tr-0113,Pink Houses,ar-0003,al-0008,226762,18,False,9
tr-0114,Chopin Etude Op. 10,ar-0004,al-0009,289024,77,False,4
