id,name,primary,type,currency_code,currency_name,balance_amount,native_balance_amount,native_currency,created_at,updated_at
acct-0,USDC Wallet,True,wallet,ETH,Crypto,2.16379346,53188.54,USD,2025-01-01T00:00:00Z,2026-01-01T00:00:00Z
acct-1,USDC Wallet,False,wallet,ETH,Crypto,0.89328686,72595.39,USD,2025-02-02T00:00:00Z,2026-01-02T00:00:00Z
acct-2,BTC Wallet,False,wallet,USDC,Crypto,0.27251808,25610.34,USD,2025-03-03T00:00:00Z,2026-01-03T00:00:00Z
acct-3,SOL Wallet,True,wallet,ETH,Crypto,3.63310848,7629.93,USD,2025-04-04T00:00:00Z,2026-01-04T00:00:00Z
acct-4,USDC Wallet,True,wallet,ETH,Crypto,1.9689335,64145.89,USD,2025-05-05T00:00:00Z,2026-01-05T00:00:00Z
acct-5,SOL Wallet,False,wallet,ETH,Crypto,1.36466287,65787.71,USD,2025-06-06T00:00:00Z,2026-01-06T00:00:00Z
acct-6,SOL Wallet,False,wallet,BTC,Crypto,2.37124854,74649.71,USD,2025-07-07T00:00:00Z,2026-01-07T00:00:00Z
acct-7,BTC Wallet,False,wallet,BTC,Crypto,2.53459901,82041.47,USD,2025-08-08T00:00:00Z,2026-01-08T00:00:00Z
acct-8,ETH Wallet,False,wallet,USDC,Crypto,1.22564809,43107.61,USD,2025-09-09T00:00:00Z,2026-01-09T00:00:00Z
acct-9,SOL Wallet,False,wallet,ETH,Crypto,2.01767388,69109.39,USD,2025-10-10T00:00:00Z,2026-01-10T00:00:00Z
acct-10,ETH Wallet,True,wallet,USDC,Crypto,3.15647564,32370.05,USD,2025-11-11T00:00:00Z,2026-01-11T00:00:00Z
acct-11,SOL Wallet,False,wallet,BTC,Crypto,0.67920041,52483.01,USD,2025-12-12T00:00:00Z,2026-01-12T00:00:00Z
