id,account_id,type,status,amount,currency,native_amount,native_currency,description,created_at
tx-0,acct-0,send,completed,1.57327,BTC,2153.51,USD,Trade.,2026-01-01T00:00:00Z
tx-1,acct-1,send,completed,0.284789,BTC,9852.31,USD,Trade.,2026-02-02T00:00:00Z
tx-2,acct-2,sell,completed,0.674711,BTC,31107.86,USD,Trade.,2026-03-03T00:00:00Z
tx-3,acct-3,buy,completed,1.6417,BTC,7569.27,USD,Trade.,2026-04-04T00:00:00Z
tx-4,acct-4,sell,completed,0.488054,BTC,37385.67,USD,Trade.,2026-05-05T00:00:00Z
tx-5,acct-5,send,completed,0.165023,BTC,19558.55,USD,Trade.,2026-06-06T00:00:00Z
tx-6,acct-6,buy,completed,0.338458,BTC,19128.36,USD,Trade.,2026-07-07T00:00:00Z
tx-7,acct-7,sell,completed,1.42988,BTC,39955.83,USD,Trade.,2026-08-08T00:00:00Z
tx-8,acct-8,send,completed,1.11872,BTC,43665.29,USD,Trade.,2026-09-09T00:00:00Z
tx-9,acct-9,send,completed,0.546564,BTC,46015.27,USD,Trade.,2026-10-10T00:00:00Z
tx-10,acct-10,send,completed,0.303376,BTC,19239.41,USD,Trade.,2026-11-11T00:00:00Z
tx-11,acct-11,send,completed,1.28302,BTC,6505.75,USD,Trade.,2026-12-12T00:00:00Z
