id,rover,sol,camera,camera_full_name,img_src,earth_date
900000,Curiosity,3900,MAST,Mast Camera,https://mars.nasa.gov/msl-raw-images/proj/msl/Curiosity_0000.jpg,2026-09-01
900001,Perseverance,3905,NAVCAM,Navigation Camera,https://mars.nasa.gov/msl-raw-images/proj/msl/Perseverance_0001.jpg,2026-09-02
900002,Opportunity,3910,HAZCAM,Hazard Avoidance,https://mars.nasa.gov/msl-raw-images/proj/msl/Opportunity_0002.jpg,2026-09-03
900003,Curiosity,3915,MCZ,Mastcam Zoom,https://mars.nasa.gov/msl-raw-images/proj/msl/Curiosity_0003.jpg,2026-09-04
900004,Perseverance,3920,MAST,Mast Camera,https://mars.nasa.gov/msl-raw-images/proj/msl/Perseverance_0004.jpg,2026-09-05
900005,Opportunity,3925,NAVCAM,Navigation Camera,https://mars.nasa.gov/msl-raw-images/proj/msl/Opportunity_0005.jpg,2026-09-06
900006,Curiosity,3930,HAZCAM,Hazard Avoidance,https://mars.nasa.gov/msl-raw-images/proj/msl/Curiosity_0006.jpg,2026-09-07
900007,Perseverance,3935,MCZ,Mastcam Zoom,https://mars.nasa.gov/msl-raw-images/proj/msl/Perseverance_0007.jpg,2026-09-08
900008,Opportunity,3940,MAST,Mast Camera,https://mars.nasa.gov/msl-raw-images/proj/msl/Opportunity_0008.jpg,2026-09-09
900009,Curiosity,3945,NAVCAM,Navigation Camera,https://mars.nasa.gov/msl-raw-images/proj/msl/Curiosity_0009.jpg,2026-09-10
900010,Perseverance,3950,HAZCAM,Hazard Avoidance,https://mars.nasa.gov/msl-raw-images/proj/msl/Perseverance_0010.jpg,2026-09-11
900011,Opportunity,3955,MCZ,Mastcam Zoom,https://mars.nasa.gov/msl-raw-images/proj/msl/Opportunity_0011.jpg,2026-09-12
900012,Curiosity,3960,MAST,Mast Camera,https://mars.nasa.gov/msl-raw-images/proj/msl/Curiosity_0012.jpg,2026-09-13
900013,Perseverance,3965,NAVCAM,Navigation Camera,https://mars.nasa.gov/msl-raw-images/proj/msl/Perseverance_0013.jpg,2026-09-14
900014,Opportunity,3970,HAZCAM,Hazard Avoidance,https://mars.nasa.gov/msl-raw-images/proj/msl/Opportunity_0014.jpg,2026-09-15
900015,Curiosity,3975,MCZ,Mastcam Zoom,https://mars.nasa.gov/msl-raw-images/proj/msl/Curiosity_0015.jpg,2026-09-16
900016,Perseverance,3980,MAST,Mast Camera,https://mars.nasa.gov/msl-raw-images/proj/msl/Perseverance_0016.jpg,2026-09-17
900017,Opportunity,3985,NAVCAM,Navigation Camera,https://mars.nasa.gov/msl-raw-images/proj/msl/Opportunity_0017.jpg,2026-09-18
900018,Curiosity,3990,HAZCAM,Hazard Avoidance,https://mars.nasa.gov/msl-raw-images/proj/msl/Curiosity_0018.jpg,2026-09-19
900019,Perseverance,3995,MCZ,Mastcam Zoom,https://mars.nasa.gov/msl-raw-images/proj/msl/Perseverance_0019.jpg,2026-09-20
