id,symbol,name,exchange,asset_class,tradable,fractionable
b0b6dd9d-8b9b-48a9-ba46-b9d54906e415,AAPL,Apple Inc. Common Stock,NASDAQ,us_equity,true,true
f30d734c-2806-4d0d-b145-f9fee271c5cd,MSFT,Microsoft Corporation Common Stock,NASDAQ,us_equity,true,true
b6d1aa75-5c14-4920-aef3-7eb33a01c123,TSLA,Tesla Inc. Common Stock,NASDAQ,us_equity,true,true
69b6d1aa-5c14-4920-aef3-7eb33a01c456,NVDA,NVIDIA Corporation Common Stock,NASDAQ,us_equity,true,true
0d1aa75b-5c14-4920-aef3-7eb33a01c789,AMZN,Amazon.com Inc. Common Stock,NASDAQ,us_equity,true,true
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,GOOGL,Alphabet Inc. Class A,NASDAQ,us_equity,true,true
2b3c4d5e-6f7a-8b9c-0d1e-2f3a4b5c6d7e,SPY,SPDR S&P 500 ETF Trust,ARCA,us_equity,true,false
b0b6dd9d-8b9b-48a9-ba46-b9d54906e423,AAPL,Apple Inc. Common Stock - Cohort 2,NASDAQ,us_equity,true,true
29f02bfc-1305-c0b9-a079-67fb394b4a2b,MSFT,Microsoft Corporation Common Stock - Cohort 3,NASDAQ,us_equity,true,true
b6d1aa75-5c14-4920-aef3-7eb33a01c133,TSLA,Tesla Inc. Common Stock - Cohort 4,NASDAQ,us_equity,true,true
69b6d1aa-5c14-4920-aef3-7eb33a01c467,NVDA,NVIDIA Corporation Common Stock - Cohort 5,NASDAQ,us_equity,true,true
0d1aa75b-5c14-4920-aef3-7eb33a01c801,AMZN,Amazon.com Inc. Common Stock - Cohort 6,NASDAQ,us_equity,true,true
38665d70-3ef0-5a8e-6789-96a161511294,GOOGL,Alphabet Inc. Class A - Cohort 7,NASDAQ,us_equity,true,true
b0b6dd9d-8b9b-48a9-ba46-b9d54906e430,AAPL,Apple Inc. Common Stock - Cohort 9,NASDAQ,us_equity,true,true
c97bab86-7161-1f4c-2fc2-6a3033650c83,MSFT,Microsoft Corporation Common Stock - Cohort 10,NASDAQ,us_equity,true,true
b6d1aa75-5c14-4920-aef3-7eb33a01c140,TSLA,Tesla Inc. Common Stock - Cohort 11,NASDAQ,us_equity,true,true
69b6d1aa-5c14-4920-aef3-7eb33a01c474,NVDA,NVIDIA Corporation Common Stock - Cohort 12,NASDAQ,us_equity,true,true
0d1aa75b-5c14-4920-aef3-7eb33a01c808,AMZN,Amazon.com Inc. Common Stock - Cohort 13,NASDAQ,us_equity,true,true
3c531109-128a-8488-25a9-9e19e0a43e29,GOOGL,Alphabet Inc. Class A - Cohort 14,NASDAQ,us_equity,true,true
b0b6dd9d-8b9b-48a9-ba46-b9d54906e437,AAPL,Apple Inc. Common Stock - Cohort 16,NASDAQ,us_equity,true,true
