asset_id,symbol,qty,avg_entry_price,current_price,side,market_value,cost_basis,unrealized_pl
b0b6dd9d-8b9b-48a9-ba46-b9d54906e415,VTI,0.5,268.40,281.20,long,140.60,134.20,6.40
b0b6dd9d-8b9b-48a9-ba46-b9d54906e421,VTI,0.5,268.40,281.20,long,140.60,134.20,6.40
b0b6dd9d-8b9b-48a9-ba46-b9d54906e422,SCHB,1,56.10,58.40,long,58.40,56.10,2.30
b0b6dd9d-8b9b-48a9-ba46-b9d54906e423,VEA,2,48.20,50.30,long,100.60,96.40,4.20
b0b6dd9d-8b9b-48a9-ba46-b9d54906e424,ICLN,4,13.80,12.95,long,51.80,55.20,-3.40
b0b6dd9d-8b9b-48a9-ba46-b9d54906e425,SCHD,0.3,78.10,80.20,long,24.06,23.43,0.63
b0b6dd9d-8b9b-48a9-ba46-b9d54906e426,VTI,0.5,268.40,281.20,long,140.60,134.20,6.40
b0b6dd9d-8b9b-48a9-ba46-b9d54906e427,SCHB,1,56.10,58.40,long,58.40,56.10,2.30
b0b6dd9d-8b9b-48a9-ba46-b9d54906e428,VEA,2,48.20,50.30,long,100.60,96.40,4.20
b0b6dd9d-8b9b-48a9-ba46-b9d54906e429,ICLN,4,13.80,12.95,long,51.80,55.20,-3.40
b0b6dd9d-8b9b-48a9-ba46-b9d54906e430,SCHD,0.3,78.10,80.20,long,24.06,23.43,0.63
b0b6dd9d-8b9b-48a9-ba46-b9d54906e431,VTI,0.5,268.40,281.20,long,140.60,134.20,6.40
b0b6dd9d-8b9b-48a9-ba46-b9d54906e432,SCHB,1,56.10,58.40,long,58.40,56.10,2.30
b0b6dd9d-8b9b-48a9-ba46-b9d54906e433,VEA,2,48.20,50.30,long,100.60,96.40,4.20
b0b6dd9d-8b9b-48a9-ba46-b9d54906e434,ICLN,4,13.80,12.95,long,51.80,55.20,-3.40
b0b6dd9d-8b9b-48a9-ba46-b9d54906e435,SCHD,0.3,78.10,80.20,long,24.06,23.43,0.63
b0b6dd9d-8b9b-48a9-ba46-b9d54906e436,VTI,0.5,268.40,281.20,long,140.60,134.20,6.40
b0b6dd9d-8b9b-48a9-ba46-b9d54906e437,SCHB,1,56.10,58.40,long,58.40,56.10,2.30
