catalog_object_id,location_id,quantity,state
VAR0000,LOC001,192,IN_STOCK
VAR0001,LOC001,45,IN_STOCK
VAR0002,LOC001,153,IN_STOCK
VAR0003,LOC001,109,IN_STOCK
VAR0004,LOC001,168,IN_STOCK
VAR0005,LOC001,178,IN_STOCK
VAR0006,LOC001,48,IN_STOCK
VAR0007,LOC001,191,IN_STOCK
VAR0008,LOC001,107,IN_STOCK
VAR0009,LOC001,136,IN_STOCK
VAR0010,LOC001,87,IN_STOCK
VAR0011,LOC001,49,IN_STOCK
VAR0012,LOC001,47,IN_STOCK
VAR0013,LOC001,171,IN_STOCK
VAR0014,LOC001,61,IN_STOCK
VAR0015,LOC001,159,IN_STOCK
VAR0016,LOC001,60,IN_STOCK
VAR0017,LOC001,156,IN_STOCK
VAR0018,LOC001,135,IN_STOCK
VAR0019,LOC001,67,IN_STOCK
VAR0020,LOC001,14,IN_STOCK
VAR0021,LOC001,194,IN_STOCK
VAR0022,LOC001,133,IN_STOCK
VAR0023,LOC001,171,IN_STOCK
VAR0024,LOC001,140,IN_STOCK
VAR0025,LOC001,185,IN_STOCK
VAR0026,LOC001,50,IN_STOCK
VAR0027,LOC001,149,IN_STOCK
VAR0028,LOC001,198,IN_STOCK
VAR0029,LOC001,157,IN_STOCK
VAR0030,LOC001,181,IN_STOCK
VAR0031,LOC001,98,IN_STOCK
VAR0032,LOC001,3,IN_STOCK
VAR0033,LOC001,92,IN_STOCK
VAR0034,LOC001,171,IN_STOCK
VAR0035,LOC001,98,IN_STOCK
VAR0036,LOC001,142,IN_STOCK
VAR0037,LOC001,121,IN_STOCK
VAR0038,LOC001,50,IN_STOCK
VAR0039,LOC001,141,IN_STOCK
VAR0040,LOC001,138,IN_STOCK
VAR0041,LOC001,141,IN_STOCK
VAR0042,LOC001,138,IN_STOCK
VAR0043,LOC001,181,IN_STOCK
VAR0044,LOC001,174,IN_STOCK
VAR0045,LOC001,117,IN_STOCK
VAR0046,LOC001,72,IN_STOCK
VAR0047,LOC001,179,IN_STOCK
VAR0048,LOC001,83,IN_STOCK
VAR0049,LOC001,111,IN_STOCK
VAR0050,LOC001,4,IN_STOCK
VAR0051,LOC001,107,IN_STOCK
VAR0052,LOC001,54,IN_STOCK
VAR0053,LOC001,83,IN_STOCK
VAR0054,LOC001,39,IN_STOCK
VAR0055,LOC001,74,IN_STOCK
VAR0056,LOC001,73,IN_STOCK
VAR0057,LOC001,131,IN_STOCK
VAR0058,LOC001,95,IN_STOCK
VAR0059,LOC001,196,IN_STOCK
VAR0060,LOC001,8,IN_STOCK
VAR0061,LOC001,196,IN_STOCK
VAR0062,LOC001,113,IN_STOCK
VAR0063,LOC001,18,IN_STOCK
VAR0064,LOC001,39,IN_STOCK
VAR0065,LOC001,187,IN_STOCK
VAR0066,LOC001,72,IN_STOCK
VAR0067,LOC001,31,IN_STOCK
VAR0068,LOC001,8,IN_STOCK
VAR0069,LOC001,50,IN_STOCK
VAR0070,LOC001,19,IN_STOCK
VAR0071,LOC001,26,IN_STOCK
VAR0072,LOC001,180,IN_STOCK
VAR0073,LOC001,159,IN_STOCK
VAR0074,LOC001,6,IN_STOCK
VAR0075,LOC001,119,IN_STOCK
VAR0076,LOC001,93,IN_STOCK
VAR0077,LOC001,46,IN_STOCK
VAR0078,LOC001,19,IN_STOCK
VAR0079,LOC001,31,IN_STOCK
VAR0080,LOC001,161,IN_STOCK
VAR0081,LOC001,174,IN_STOCK
VAR0082,LOC001,124,IN_STOCK
VAR0083,LOC001,132,IN_STOCK
VAR0084,LOC001,33,IN_STOCK
VAR0085,LOC001,145,IN_STOCK
VAR0086,LOC001,195,IN_STOCK
VAR0087,LOC001,81,IN_STOCK
VAR0088,LOC001,128,IN_STOCK
VAR0089,LOC001,60,IN_STOCK
VAR0090,LOC001,62,IN_STOCK
VAR0091,LOC001,11,IN_STOCK
VAR0092,LOC001,59,IN_STOCK
VAR0093,LOC001,169,IN_STOCK
VAR0094,LOC001,73,IN_STOCK
VAR0095,LOC001,1,IN_STOCK
VAR0096,LOC001,174,IN_STOCK
VAR0097,LOC001,144,IN_STOCK
VAR0098,LOC001,91,IN_STOCK
VAR0099,LOC001,155,IN_STOCK
VAR0100,LOC001,28,IN_STOCK
VAR0101,LOC001,23,IN_STOCK
VAR0102,LOC001,92,IN_STOCK
VAR0103,LOC001,162,IN_STOCK
VAR0104,LOC001,16,IN_STOCK
VAR0105,LOC001,144,IN_STOCK
VAR0106,LOC001,12,IN_STOCK
VAR0107,LOC001,137,IN_STOCK
VAR0108,LOC001,110,IN_STOCK
VAR0109,LOC001,165,IN_STOCK
VAR0110,LOC001,101,IN_STOCK
VAR0111,LOC001,188,IN_STOCK
VAR0112,LOC001,184,IN_STOCK
VAR0113,LOC001,102,IN_STOCK
VAR0114,LOC001,20,IN_STOCK
VAR0115,LOC001,51,IN_STOCK
VAR0116,LOC001,161,IN_STOCK
VAR0117,LOC001,108,IN_STOCK
VAR0118,LOC001,160,IN_STOCK
VAR0119,LOC001,11,IN_STOCK
