id,type,name,description,category,variation_id,variation_name,price_amount,currency
ITEM0000,ITEM,Menu Item 0,Item 0,Meals,VAR0000,Regular,250,CAD
ITEM0001,ITEM,Menu Item 1,Item 1,Drinks,VAR0001,Regular,250,CAD
ITEM0002,ITEM,Menu Item 2,Item 2,Drinks,VAR0002,Regular,500,CAD
ITEM0003,ITEM,Menu Item 3,Item 3,Drinks,VAR0003,Regular,250,CAD
ITEM0004,ITEM,Menu Item 4,Item 4,Snacks,VAR0004,Regular,1200,CAD
ITEM0005,ITEM,Menu Item 5,Item 5,Meals,VAR0005,Regular,500,CAD
ITEM0006,ITEM,Menu Item 6,Item 6,Drinks,VAR0006,Regular,1200,CAD
ITEM0007,ITEM,Menu Item 7,Item 7,Drinks,VAR0007,Regular,250,CAD
ITEM0008,ITEM,Menu Item 8,Item 8,Meals,VAR0008,Regular,1200,CAD
ITEM0009,ITEM,Menu Item 9,Item 9,Drinks,VAR0009,Regular,250,CAD
ITEM0010,ITEM,Menu Item 10,Item 10,Meals,VAR0010,Regular,500,CAD
ITEM0011,ITEM,Menu Item 11,Item 11,Drinks,VAR0011,Regular,750,CAD
ITEM0012,ITEM,Menu Item 12,Item 12,Snacks,VAR0012,Regular,250,CAD
ITEM0013,ITEM,Menu Item 13,Item 13,Snacks,VAR0013,Regular,500,CAD
ITEM0014,ITEM,Menu Item 14,Item 14,Meals,VAR0014,Regular,1200,CAD
ITEM0015,ITEM,Menu Item 15,Item 15,Snacks,VAR0015,Regular,750,CAD
ITEM0016,ITEM,Menu Item 16,Item 16,Meals,VAR0016,Regular,500,CAD
ITEM0017,ITEM,Menu Item 17,Item 17,Meals,VAR0017,Regular,750,CAD
ITEM0018,ITEM,Menu Item 18,Item 18,Snacks,VAR0018,Regular,750,CAD
ITEM0019,ITEM,Menu Item 19,Item 19,Snacks,VAR0019,Regular,250,CAD
ITEM0020,ITEM,Menu Item 20,Item 20,Meals,VAR0020,Regular,500,CAD
ITEM0021,ITEM,Menu Item 21,Item 21,Snacks,VAR0021,Regular,750,CAD
ITEM0022,ITEM,Menu Item 22,Item 22,Meals,VAR0022,Regular,1200,CAD
ITEM0023,ITEM,Menu Item 23,Item 23,Meals,VAR0023,Regular,750,CAD
ITEM0024,ITEM,Menu Item 24,Item 24,Snacks,VAR0024,Regular,250,CAD
ITEM0025,ITEM,Menu Item 25,Item 25,Meals,VAR0025,Regular,750,CAD
ITEM0026,ITEM,Menu Item 26,Item 26,Snacks,VAR0026,Regular,250,CAD
ITEM0027,ITEM,Menu Item 27,Item 27,Drinks,VAR0027,Regular,250,CAD
ITEM0028,ITEM,Menu Item 28,Item 28,Snacks,VAR0028,Regular,250,CAD
ITEM0029,ITEM,Menu Item 29,Item 29,Meals,VAR0029,Regular,250,CAD
ITEM0030,ITEM,Menu Item 30,Item 30,Meals,VAR0030,Regular,500,CAD
ITEM0031,ITEM,Menu Item 31,Item 31,Drinks,VAR0031,Regular,1200,CAD
ITEM0032,ITEM,Menu Item 32,Item 32,Meals,VAR0032,Regular,500,CAD
ITEM0033,ITEM,Menu Item 33,Item 33,Snacks,VAR0033,Regular,1200,CAD
ITEM0034,ITEM,Menu Item 34,Item 34,Drinks,VAR0034,Regular,500,CAD
ITEM0035,ITEM,Menu Item 35,Item 35,Snacks,VAR0035,Regular,1200,CAD
ITEM0036,ITEM,Menu Item 36,Item 36,Snacks,VAR0036,Regular,1200,CAD
ITEM0037,ITEM,Menu Item 37,Item 37,Meals,VAR0037,Regular,250,CAD
ITEM0038,ITEM,Menu Item 38,Item 38,Meals,VAR0038,Regular,500,CAD
ITEM0039,ITEM,Menu Item 39,Item 39,Drinks,VAR0039,Regular,1200,CAD
