weight_id,date,weight_lbs,notes
1,2026-04-16,185.3,
2,2026-05-17,185.6,
3,2026-03-11,187.2,
4,2026-06-22,190.9,
5,2026-06-04,190.4,
6,2026-04-21,185.4,
7,2025-11-15,187.9,
8,2026-05-19,186.3,
9,2025-11-08,185.1,
10,2025-09-09,186.6,
11,2025-12-05,187.5,
12,2026-04-27,184.3,
13,2025-08-02,188.1,
14,2025-11-23,192.0,
15,2025-10-23,184.9,
16,2025-08-08,186.6,
17,2026-03-28,187.3,
18,2026-06-27,184.4,
19,2026-06-11,192.0,
20,2025-09-04,190.3,
21,2026-05-05,190.8,
22,2026-06-16,187.0,
23,2025-10-18,189.5,
24,2026-01-09,186.8,
25,2025-12-13,190.3,
26,2026-02-27,187.3,
27,2025-07-14,186.8,
28,2026-05-03,189.2,
29,2026-02-24,189.8,
30,2025-11-02,191.2,
31,2026-04-30,184.8,
32,2025-11-30,185.7,
33,2025-07-18,191.1,
34,2026-03-14,190.5,
35,2026-03-04,186.4,
36,2026-05-30,185.9,
37,2025-09-27,189.2,
38,2026-05-18,187.6,
39,2026-05-17,187.6,
40,2025-07-15,187.6,
41,2026-04-07,190.0,
42,2025-09-19,186.8,
43,2026-04-17,185.3,
44,2025-09-25,186.4,
45,2025-10-17,190.8,
46,2026-06-28,184.4,
47,2026-06-10,186.7,
48,2025-10-06,185.5,
49,2025-09-18,184.2,
50,2025-10-22,190.3,
51,2026-02-03,188.3,
52,2025-12-16,190.3,
53,2026-06-14,186.2,
54,2025-11-27,185.4,
55,2026-06-13,184.6,
56,2025-10-23,190.2,
57,2026-06-01,186.9,
58,2026-03-16,190.6,
59,2026-04-22,191.5,
60,2026-03-17,184.0,
61,2026-02-10,189.3,
62,2026-03-29,186.3,
63,2026-05-09,191.2,
64,2025-08-11,191.5,
65,2026-04-29,191.9,
66,2026-01-08,184.1,
67,2026-03-15,187.4,
68,2026-05-21,189.2,
69,2026-02-10,190.1,
70,2025-12-06,188.6,
71,2025-10-31,187.3,
72,2025-12-01,188.3,
73,2026-02-26,184.4,
74,2026-03-01,187.1,
75,2026-02-25,190.1,
76,2025-07-08,185.1,
77,2026-04-30,189.9,
78,2025-07-06,189.1,
79,2025-07-26,190.1,
80,2025-12-31,184.9,
81,2025-07-14,185.2,
82,2025-12-01,186.1,
