playlist_id,track_id,position,added_at
pl-01,trk-01,1,2023-04-18T19:20:00Z
pl-01,trk-02,2,2023-04-18T19:22:00Z
sp-pl-0500,sp-trk-0400,0,2023-03-01T09:00:00-06:00
sp-pl-0500,sp-trk-0401,1,2023-03-02T09:00:00-06:00
sp-pl-0500,sp-trk-0402,2,2023-03-03T09:00:00-06:00
sp-pl-0500,sp-trk-0403,3,2023-03-04T09:00:00-06:00
sp-pl-0500,sp-trk-0404,4,2023-03-05T09:00:00-06:00
sp-pl-0500,sp-trk-0405,5,2023-03-06T09:00:00-06:00
sp-pl-0500,sp-trk-0406,6,2023-03-07T09:00:00-06:00
sp-pl-0500,sp-trk-0407,7,2023-03-08T09:00:00-06:00
sp-pl-0500,sp-trk-0408,8,2023-03-09T09:00:00-06:00
sp-pl-0500,sp-trk-0409,9,2023-03-10T09:00:00-06:00
sp-pl-0500,sp-trk-0410,10,2023-03-11T09:00:00-06:00
sp-pl-0500,sp-trk-0411,11,2023-03-12T09:00:00-06:00
sp-pl-0500,sp-trk-0412,12,2023-03-13T09:00:00-06:00
sp-pl-0500,sp-trk-0413,13,2023-03-14T09:00:00-06:00
sp-pl-0500,sp-trk-0414,14,2023-03-15T09:00:00-06:00
sp-pl-0500,sp-trk-0415,15,2023-03-16T09:00:00-06:00
sp-pl-0500,sp-trk-0416,16,2023-03-17T09:00:00-06:00
sp-pl-0500,sp-trk-0417,17,2023-03-18T09:00:00-06:00
sp-pl-0500,sp-trk-0418,18,2023-03-19T09:00:00-06:00
sp-pl-0500,sp-trk-0419,19,2023-03-20T09:00:00-06:00
sp-pl-0501,sp-trk-0420,0,2023-04-01T09:00:00-06:00
sp-pl-0501,sp-trk-0421,1,2023-04-02T09:00:00-06:00
sp-pl-0501,sp-trk-0422,2,2023-04-03T09:00:00-06:00
sp-pl-0501,sp-trk-0423,3,2023-04-04T09:00:00-06:00
sp-pl-0501,sp-trk-0424,4,2023-04-05T09:00:00-06:00
sp-pl-0501,sp-trk-0425,5,2023-04-06T09:00:00-06:00
sp-pl-0501,sp-trk-0426,6,2023-04-07T09:00:00-06:00
sp-pl-0501,sp-trk-0427,7,2023-04-08T09:00:00-06:00
sp-pl-0501,sp-trk-0428,8,2023-04-09T09:00:00-06:00
sp-pl-0501,sp-trk-0429,9,2023-04-10T09:00:00-06:00
sp-pl-0501,sp-trk-0430,10,2023-04-11T09:00:00-06:00
sp-pl-0501,sp-trk-0431,11,2023-04-12T09:00:00-06:00
sp-pl-0501,sp-trk-0432,12,2023-04-13T09:00:00-06:00
sp-pl-0501,sp-trk-0433,13,2023-04-14T09:00:00-06:00
sp-pl-0501,sp-trk-0434,14,2023-04-15T09:00:00-06:00
sp-pl-0501,sp-trk-0435,15,2023-04-16T09:00:00-06:00
sp-pl-0501,sp-trk-0436,16,2023-04-17T09:00:00-06:00
sp-pl-0501,sp-trk-0437,17,2023-04-18T09:00:00-06:00
sp-pl-0501,sp-trk-0438,18,2023-04-19T09:00:00-06:00
sp-pl-0501,sp-trk-0439,19,2023-04-20T09:00:00-06:00
sp-pl-0502,sp-trk-0440,0,2023-05-01T09:00:00-06:00
sp-pl-0502,sp-trk-0441,1,2023-05-02T09:00:00-06:00
sp-pl-0502,sp-trk-0442,2,2023-05-03T09:00:00-06:00
sp-pl-0502,sp-trk-0443,3,2023-05-04T09:00:00-06:00
sp-pl-0502,sp-trk-0444,4,2023-05-05T09:00:00-06:00
sp-pl-0502,sp-trk-0445,5,2023-05-06T09:00:00-06:00
sp-pl-0502,sp-trk-0446,6,2023-05-07T09:00:00-06:00
sp-pl-0502,sp-trk-0447,7,2023-05-08T09:00:00-06:00
sp-pl-0502,sp-trk-0448,8,2023-05-09T09:00:00-06:00
sp-pl-0502,sp-trk-0449,9,2023-05-10T09:00:00-06:00
sp-pl-0502,sp-trk-0450,10,2023-05-11T09:00:00-06:00
sp-pl-0502,sp-trk-0451,11,2023-05-12T09:00:00-06:00
sp-pl-0502,sp-trk-0452,12,2023-05-13T09:00:00-06:00
sp-pl-0502,sp-trk-0453,13,2023-05-14T09:00:00-06:00
sp-pl-0502,sp-trk-0454,14,2023-05-15T09:00:00-06:00
sp-pl-0502,sp-trk-0455,15,2023-05-16T09:00:00-06:00
sp-pl-0502,sp-trk-0456,16,2023-05-17T09:00:00-06:00
sp-pl-0502,sp-trk-0457,17,2023-05-18T09:00:00-06:00
sp-pl-0502,sp-trk-0458,18,2023-05-19T09:00:00-06:00
sp-pl-0502,sp-trk-0459,19,2023-05-20T09:00:00-06:00
sp-pl-0503,sp-trk-0400,0,2023-06-01T09:00:00-06:00
sp-pl-0503,sp-trk-0401,1,2023-06-02T09:00:00-06:00
sp-pl-0503,sp-trk-0402,2,2023-06-03T09:00:00-06:00
sp-pl-0503,sp-trk-0403,3,2023-06-04T09:00:00-06:00
sp-pl-0503,sp-trk-0404,4,2023-06-05T09:00:00-06:00
sp-pl-0503,sp-trk-0405,5,2023-06-06T09:00:00-06:00
sp-pl-0503,sp-trk-0406,6,2023-06-07T09:00:00-06:00
sp-pl-0503,sp-trk-0407,7,2023-06-08T09:00:00-06:00
