id,order_id,status,amount_value,currency_code,final_capture,create_time
CAP_ED0000,ORDER-ED0000,COMPLETED,6000.00,USD,true,2026-06-01T10:00:00Z
CAP_ED0001,ORDER-ED0001,COMPLETED,5000.00,USD,true,2026-07-02T10:00:00Z
CAP_ED0002,ORDER-ED0002,COMPLETED,2500.00,USD,true,2026-08-03T10:00:00Z
CAP_ED0003,ORDER-ED0003,COMPLETED,7500.00,USD,true,2026-09-04T10:00:00Z
CAP_ED0004,ORDER-ED0004,COMPLETED,15000.00,USD,true,2026-06-05T10:00:00Z
CAP_ED0005,ORDER-ED0005,COMPLETED,1000.00,USD,true,2026-07-06T10:00:00Z
CAP_ED0006,ORDER-ED0006,COMPLETED,3000.00,USD,true,2026-08-07T10:00:00Z
CAP_ED0007,ORDER-ED0007,COMPLETED,8000.00,USD,true,2026-09-08T10:00:00Z
CAP_ED0008,ORDER-ED0008,COMPLETED,12000.00,USD,true,2026-06-09T10:00:00Z
CAP_ED0009,ORDER-ED0009,COMPLETED,5000.00,USD,true,2026-07-10T10:00:00Z
CAP_ED0010,ORDER-ED0010,COMPLETED,10000.00,USD,true,2026-08-11T10:00:00Z
CAP_ED0011,ORDER-ED0011,COMPLETED,5000.00,USD,true,2026-09-12T10:00:00Z
CAP_ED0012,ORDER-ED0012,COMPLETED,2500.00,USD,true,2026-06-13T10:00:00Z
CAP_ED0013,ORDER-ED0013,COMPLETED,7500.00,USD,true,2026-07-14T10:00:00Z
CAP_ED0014,ORDER-ED0014,COMPLETED,15000.00,USD,true,2026-08-15T10:00:00Z
CAP_ED0015,ORDER-ED0015,COMPLETED,1000.00,USD,true,2026-09-16T10:00:00Z
CAP_ED0016,ORDER-ED0016,COMPLETED,3000.00,USD,true,2026-06-17T10:00:00Z
CAP_ED0017,ORDER-ED0017,COMPLETED,8000.00,USD,true,2026-07-18T10:00:00Z
CAP_ED0018,ORDER-ED0018,COMPLETED,12000.00,USD,true,2026-08-19T10:00:00Z
CAP_ED0019,ORDER-ED0019,COMPLETED,5000.00,USD,true,2026-09-20T10:00:00Z
CAP_ED0020,ORDER-ED0020,COMPLETED,10000.00,USD,true,2026-06-21T10:00:00Z
CAP_ED0021,ORDER-ED0021,COMPLETED,5000.00,USD,true,2026-07-22T10:00:00Z
CAP_ED0022,ORDER-ED0022,COMPLETED,2500.00,USD,true,2026-08-23T10:00:00Z
CAP_ED0023,ORDER-ED0023,COMPLETED,7500.00,USD,true,2026-09-24T10:00:00Z
CAP_ED0024,ORDER-ED0024,COMPLETED,15000.00,USD,true,2026-06-25T10:00:00Z
CAP_ED0025,ORDER-ED0025,COMPLETED,1000.00,USD,true,2026-07-26T10:00:00Z
CAP_ED0026,ORDER-ED0026,COMPLETED,3000.00,USD,true,2026-08-27T10:00:00Z
CAP_ED0027,ORDER-ED0027,COMPLETED,8000.00,USD,true,2026-09-01T10:00:00Z
CAP_ED0028,ORDER-ED0028,COMPLETED,12000.00,USD,true,2026-06-02T10:00:00Z
CAP_ED0029,ORDER-ED0029,COMPLETED,5000.00,USD,true,2026-07-03T10:00:00Z
CAP_ED0030,ORDER-ED0030,COMPLETED,10000.00,USD,true,2026-08-04T10:00:00Z
CAP_ED0031,ORDER-ED0031,COMPLETED,5000.00,USD,true,2026-09-05T10:00:00Z
CAP_ED0032,ORDER-ED0032,COMPLETED,2500.00,USD,true,2026-06-06T10:00:00Z
CAP_ED0033,ORDER-ED0033,COMPLETED,7500.00,USD,true,2026-07-07T10:00:00Z
CAP_ED0034,ORDER-ED0034,COMPLETED,15000.00,USD,true,2026-08-08T10:00:00Z
CAP_ED0035,ORDER-ED0035,COMPLETED,1000.00,USD,true,2026-09-09T10:00:00Z
CAP_ED0036,ORDER-ED0036,COMPLETED,3000.00,USD,true,2026-06-10T10:00:00Z
CAP_ED0037,ORDER-ED0037,COMPLETED,8000.00,USD,true,2026-07-11T10:00:00Z
CAP_ED0038,ORDER-ED0038,COMPLETED,12000.00,USD,true,2026-08-12T10:00:00Z
CAP_ED0039,ORDER-ED0039,COMPLETED,5000.00,USD,true,2026-09-13T10:00:00Z
CAP_ED0040,ORDER-ED0040,COMPLETED,10000.00,USD,true,2026-06-14T10:00:00Z
CAP_ED0041,ORDER-ED0041,COMPLETED,5000.00,USD,true,2026-07-15T10:00:00Z
CAP_ED0042,ORDER-ED0042,COMPLETED,2500.00,USD,true,2026-08-16T10:00:00Z
CAP_ED0043,ORDER-ED0043,COMPLETED,7500.00,USD,true,2026-09-17T10:00:00Z
