album_id,name,artist_id,album_type,release_date,total_tracks,label
5aB3cD4eF5gH6iJ7kL8mN9,Northern Lights,4kP954pQ2teQUd0Ctg37b1,album,2024-09-13,10,Polar Sound
7pQ8rS9tU0vW1xY2zA3bC4,Last Express,6mZ8tQ1nXpLkWv7Yd0fJ3a,album,2023-05-19,8,Neon Tape
1dE2fG3hI4jK5lM6nO7pQ8,Calor,3rT0fQ8sNuVbXc2Yd9Lm4p,album,2025-02-28,12,Sol Records
9rS0tU1vW2xY3zA4bC5dE6,Tidewater,2wQ5kP3nXvLbWc8Yd1Fm6t,single,2025-04-04,3,Harbor Lights
albumi-00005,Violet tidal 5,artist-00005,open,2026-08-08T22:43:00Z,640,zephyr-5
albumi-00006,Meadow iris 6,artist-00006,pending,2026-12-24T21:06:00Z,873,violet-6
albumi-00007,Jade haze 7,artist-00007,open,2026-12-09T23:34:00Z,37,pine-7
albumi-00008,Tidal ember 8,artist-00008,active,2026-09-20T07:18:00Z,866,orbit-8
albumi-00009,Jade alpha 9,artist-00009,closed,2026-10-02T06:18:00Z,816,iris-9
albumi-00010,Quartz meadow 10,artist-00010,standard,2026-05-07T01:02:00Z,249,cedar-10
albumi-00011,Alpha ember 11,artist-00011,pending,2026-02-01T17:14:00Z,596,river-11
albumi-00012,Summit umber 12,artist-00012,active,2026-03-02T09:18:00Z,796,delta-12
albumi-00013,Umber umber 13,artist-00013,general,2026-09-17T14:32:00Z,232,orbit-13
albumi-00014,Quartz cedar 14,artist-00014,general,2026-10-16T23:38:00Z,253,summit-14
albumi-00015,Summit violet 15,artist-00015,general,2026-11-18T01:15:00Z,92,summit-15
albumi-00016,Willow river 16,artist-00016,general,2026-11-20T22:41:00Z,204,summit-16
albumi-00017,Orbit ember 17,artist-00017,active,2026-06-10T09:12:00Z,830,coral-17
albumi-00018,Cedar coral 18,artist-00018,active,2026-01-10T10:28:00Z,305,meadow-18
albumi-00019,Bravo meadow 19,artist-00019,standard,2026-05-21T18:52:00Z,98,zephyr-19
albumi-00020,Umber bravo 20,artist-00020,active,2026-12-26T14:47:00Z,675,violet-20
albumi-00021,Alpha umber 21,artist-00021,closed,2026-11-02T21:31:00Z,508,frost-21
albumi-00022,Quartz harbor 22,artist-00022,open,2026-05-24T22:17:00Z,146,kelp-22
albumi-00023,Orbit coral 23,artist-00023,general,2026-03-07T10:21:00Z,522,quartz-23
albumi-00024,Violet tidal 24,artist-00024,active,2026-02-01T02:00:00Z,853,cedar-24
albumi-00025,Frost delta 25,artist-00025,general,2026-05-10T09:03:00Z,192,jade-25
albumi-00026,Kelp river 26,artist-00026,general,2026-03-04T03:56:00Z,645,alpha-26
albumi-00027,Umber orbit 27,artist-00027,standard,2026-11-18T20:10:00Z,533,river-27
albumi-00028,Iris kelp 28,artist-00028,general,2026-12-05T18:42:00Z,106,zephyr-28
albumi-00029,Harbor alpha 29,artist-00029,active,2026-07-23T19:22:00Z,699,cedar-29
albumi-00030,Coral meadow 30,artist-00030,standard,2026-04-17T04:22:00Z,90,ember-30
albumi-00031,Violet umber 31,artist-00031,standard,2026-09-14T15:37:00Z,480,zephyr-31
albumi-00032,Jade grove 32,artist-00032,standard,2026-01-03T03:44:00Z,695,orbit-32
albumi-00033,Violet tidal 33,artist-00033,general,2026-03-12T11:29:00Z,477,iris-33
albumi-00034,Haze cedar 34,artist-00034,open,2026-02-06T12:24:00Z,51,ember-34
albumi-00035,Pine delta 35,artist-00035,active,2026-10-21T14:50:00Z,809,coral-35
albumi-00036,Orbit umber 36,artist-00036,closed,2026-07-11T13:26:00Z,291,kelp-36
albumi-00037,Summit jade 37,artist-00037,active,2026-10-08T00:35:00Z,528,harbor-37
albumi-00038,Harbor kelp 38,artist-00038,closed,2026-03-17T09:58:00Z,464,delta-38
albumi-00039,River tidal 39,artist-00039,pending,2026-01-21T22:05:00Z,724,kelp-39
albumi-00040,Summit zephyr 40,artist-00040,general,2026-11-07T23:58:00Z,636,meadow-40
albumi-00041,Meadow haze 41,artist-00041,closed,2026-01-07T04:08:00Z,102,quartz-41
albumi-00042,Cedar zephyr 42,artist-00042,pending,2026-07-18T15:01:00Z,63,coral-42
albumi-00043,Umber river 43,artist-00043,active,2026-04-22T16:04:00Z,455,summit-43
albumi-00044,Jade orbit 44,artist-00044,pending,2026-01-22T16:25:00Z,257,harbor-44
albumi-00045,Pine zephyr 45,artist-00045,open,2026-11-25T22:03:00Z,854,coral-45
albumi-00046,Summit zephyr 46,artist-00046,open,2026-06-13T11:22:00Z,18,meadow-46
albumi-00047,Pine alpha 47,artist-00047,open,2026-08-20T03:19:00Z,492,iris-47
albumi-00048,Pine umber 48,artist-00048,closed,2026-01-13T11:55:00Z,721,delta-48
albumi-00049,Meadow umber 49,artist-00049,open,2026-07-07T21:16:00Z,382,tidal-49
albumi-00050,Delta kelp 50,artist-00050,general,2026-05-16T08:18:00Z,765,alpha-50
albumi-00051,Bravo delta 51,artist-00051,closed,2026-12-15T16:34:00Z,122,cedar-51
albumi-00052,Pine willow 52,artist-00052,closed,2026-01-01T21:52:00Z,849,kelp-52
albumi-00053,Meadow tidal 53,artist-00053,pending,2026-12-19T21:21:00Z,75,alpha-53
albumi-00054,Violet alpha 54,artist-00054,active,2026-03-25T03:43:00Z,511,cedar-54
albumi-00055,Umber tidal 55,artist-00055,general,2026-04-24T23:44:00Z,274,pine-55
albumi-00056,Zephyr pine 56,artist-00056,pending,2026-08-03T18:22:00Z,129,summit-56
albumi-00057,Tidal orbit 57,artist-00057,standard,2026-10-14T00:41:00Z,446,quartz-57
albumi-00058,Summit river 58,artist-00058,open,2026-07-20T02:55:00Z,260,tidal-58
albumi-00059,Cedar tidal 59,artist-00059,standard,2026-02-10T21:46:00Z,83,umber-59
albumi-00060,Alpha tidal 60,artist-00060,active,2026-11-18T15:24:00Z,752,grove-60
albumi-00061,Bravo cedar 61,artist-00061,pending,2026-08-15T23:37:00Z,501,delta-61
albumi-00062,Haze willow 62,artist-00062,open,2026-05-17T22:24:00Z,824,coral-62
albumi-00063,Frost meadow 63,artist-00063,open,2026-07-16T17:51:00Z,881,willow-63
albumi-00064,Bravo coral 64,artist-00064,active,2026-07-11T06:49:00Z,180,cedar-64
albumi-00065,Frost violet 65,artist-00065,standard,2026-03-27T13:49:00Z,317,delta-65
albumi-00066,Cedar jade 66,artist-00066,open,2026-01-14T23:14:00Z,23,quartz-66
