artist_id,name,genres,followers,popularity
4kP954pQ2teQUd0Ctg37b1,Aurora Skies,"indie pop,dream pop",1840221,72
6mZ8tQ1nXpLkWv7Yd0fJ3a,The Midnight Trains,"synthwave,electronic",980554,68
3rT0fQ8sNuVbXc2Yd9Lm4p,Cassia Moreno,"latin pop,reggaeton",4521900,84
2wQ5kP3nXvLbWc8Yd1Fm6t,Glass Harbor,"alt rock,indie rock",672110,61
artist-00005,Alpha frost 5,umber-5,1004,560
artist-00006,Iris haze 6,willow-6,1005,333
artist-00007,Alpha haze 7,pine-7,1006,560
artist-00008,Orbit coral 8,umber-8,1007,130
artist-00009,Quartz haze 9,orbit-9,1008,897
artist-00010,Iris orbit 10,frost-10,1009,503
artist-00011,Haze pine 11,cedar-11,1010,112
artist-00012,Meadow jade 12,bravo-12,1011,444
artist-00013,Quartz cedar 13,delta-13,1012,76
artist-00014,Kelp delta 14,grove-14,1013,644
artist-00015,Willow pine 15,quartz-15,1014,804
artist-00016,Pine bravo 16,ember-16,1015,597
artist-00017,Meadow pine 17,cedar-17,1016,127
artist-00018,Umber orbit 18,tidal-18,1017,495
artist-00019,Willow summit 19,ember-19,1018,178
artist-00020,Alpha alpha 20,grove-20,1019,321
artist-00021,Tidal ember 21,cedar-21,1020,171
artist-00022,Violet coral 22,kelp-22,1021,557
artist-00023,Coral ember 23,orbit-23,1022,20
artist-00024,Coral umber 24,alpha-24,1023,65
artist-00025,Willow violet 25,jade-25,1024,173
artist-00026,Kelp harbor 26,meadow-26,1025,15
artist-00027,Cedar grove 27,iris-27,1026,228
artist-00028,Iris bravo 28,zephyr-28,1027,89
artist-00029,Harbor cedar 29,haze-29,1028,186
artist-00030,Summit harbor 30,frost-30,1029,113
artist-00031,Coral haze 31,haze-31,1030,873
artist-00032,Zephyr delta 32,summit-32,1031,340
artist-00033,Coral haze 33,river-33,1032,224
artist-00034,Violet grove 34,ember-34,1033,91
artist-00035,Jade tidal 35,tidal-35,1034,667
artist-00036,Harbor pine 36,cedar-36,1035,318
artist-00037,Willow kelp 37,willow-37,1036,527
artist-00038,Alpha coral 38,umber-38,1037,387
artist-00039,Orbit harbor 39,summit-39,1038,716
artist-00040,Delta summit 40,violet-40,1039,165
artist-00041,Ember quartz 41,umber-41,1040,447
artist-00042,Coral alpha 42,quartz-42,1041,860
artist-00043,Cedar cedar 43,river-43,1042,429
artist-00044,Violet umber 44,cedar-44,1043,233
artist-00045,Violet meadow 45,coral-45,1044,135
artist-00046,Delta violet 46,iris-46,1045,546
artist-00047,Quartz delta 47,frost-47,1046,785
artist-00048,Harbor river 48,umber-48,1047,190
artist-00049,Haze delta 49,cedar-49,1048,535
artist-00050,Violet jade 50,bravo-50,1049,466
artist-00051,Ember iris 51,alpha-51,1050,885
artist-00052,Alpha summit 52,frost-52,1051,365
artist-00053,Alpha kelp 53,harbor-53,1052,325
artist-00054,Haze harbor 54,quartz-54,1053,732
artist-00055,Quartz cedar 55,bravo-55,1054,36
artist-00056,Bravo alpha 56,willow-56,1055,488
artist-00057,Tidal bravo 57,quartz-57,1056,824
artist-00058,Zephyr willow 58,frost-58,1057,104
artist-00059,Haze summit 59,iris-59,1058,450
artist-00060,Cedar cedar 60,willow-60,1059,497
artist-00061,Iris umber 61,bravo-61,1060,705
artist-00062,Quartz quartz 62,violet-62,1061,430
artist-00063,Frost quartz 63,tidal-63,1062,142
artist-00064,Ember zephyr 64,ember-64,1063,527
artist-00065,Ember coral 65,harbor-65,1064,348
artist-00066,Jade ember 66,cedar-66,1065,52
artist-00067,River willow 67,bravo-67,1066,35
artist-00068,Umber delta 68,bravo-68,1067,152
artist-00069,Coral meadow 69,cedar-69,1068,786
artist-00070,Bravo zephyr 70,kelp-70,1069,193
artist-00071,Zephyr cedar 71,jade-71,1070,830
artist-00072,Delta frost 72,kelp-72,1071,296
artist-00073,Tidal kelp 73,tidal-73,1072,582
artist-00074,Iris violet 74,kelp-74,1073,380
artist-00075,Frost coral 75,coral-75,1074,100
artist-00076,Orbit pine 76,umber-76,1075,252
artist-00077,Summit ember 77,kelp-77,1076,887
artist-00078,Harbor quartz 78,violet-78,1077,858
artist-00079,Alpha summit 79,summit-79,1078,70
artist-00080,Violet tidal 80,kelp-80,1079,257
artist-00081,Orbit tidal 81,delta-81,1080,199
artist-00082,Summit pine 82,cedar-82,1081,588
artist-00083,Zephyr violet 83,kelp-83,1082,342
artist-00084,Haze summit 84,haze-84,1083,113
artist-00085,Iris umber 85,iris-85,1084,785
artist-00086,Alpha violet 86,kelp-86,1085,502
artist-00087,Bravo tidal 87,jade-87,1086,842
artist-00088,Frost alpha 88,quartz-88,1087,306
artist-00089,Frost tidal 89,kelp-89,1088,836
artist-00090,Tidal meadow 90,quartz-90,1089,632
artist-00091,Harbor delta 91,willow-91,1090,26
artist-00092,Quartz iris 92,summit-92,1091,606
artist-00093,Delta bravo 93,jade-93,1092,273
artist-00094,Meadow bravo 94,pine-94,1093,506
artist-00095,River zephyr 95,haze-95,1094,75
artist-00096,Delta orbit 96,orbit-96,1095,502
artist-00097,Jade haze 97,delta-97,1096,188
artist-00098,Delta delta 98,kelp-98,1097,617
artist-00099,River kelp 99,quartz-99,1098,479
artist-00100,Jade grove 100,alpha-100,1099,584
