Id,Name,Description,Type,UnitPrice,IncomeAccountRef_value,IncomeAccountRef_name,Active,Taxable
I001,Residential service hour,Standard service work,Service,95.00,1,Residential Service - Income,True,False
I002,Residential solar install hour,PV install labor,Service,115.00,1,Residential Service - Income,True,False
I003,Commercial panel upgrade (per unit),200A panel replacement,Service,3500.00,2,Commercial Project - Income,True,False
I004,Service call minimum,Trip + diagnostic,Service,180.00,1,Residential Service - Income,True,False
104,Item jtr1,desc yv64a3u450,NonInventory,1819.70,6,Income 4ikg,True,false
106,Item 9kfm,desc w7z3ktpcxr,Service,4807.63,10,Income e5v9,True,false
108,Item yz75,desc csm5rngpz8,NonInventory,975.75,9,Income 1q43,True,false
110,Item gq2k,desc t41sohl1qz,NonInventory,1870.27,8,Income az60,True,false
112,Item aw2x,desc 79t1e04ief,NonInventory,568.82,10,Income 94u5,True,false
114,Item eq8k,desc 2bp53v64pl,Service,671.07,3,Income evti,True,false
116,Item zs6i,desc cw3u6t40s0,NonInventory,263.52,6,Income 0bdi,True,false
118,Item kdyj,desc 9wo6e5ka1n,NonInventory,2932.11,9,Income bbqs,True,false
120,Item gccr,desc cezshfcpe0,NonInventory,2490.26,8,Income 34kz,True,false
122,Item 38s5,desc v10ai63ava,Service,3570.59,8,Income n37w,True,false
124,Item opc9,desc uwqzs20i91,Service,2902.48,8,Income ytj8,True,false
126,Item yve3,desc 3pampsrytq,NonInventory,1052.23,4,Income vs7e,True,false
128,Item 7m9a,desc y9vswcg6rb,NonInventory,4183.88,5,Income lzig,True,false
130,Item kwcd,desc vson49ekkm,Service,1646.93,2,Income kc5z,True,false
132,Item aog1,desc md43iocazp,NonInventory,823.41,7,Income bjg6,True,false
134,Item kuks,desc wq9hah4q9y,NonInventory,2601.72,7,Income tuvu,True,false
136,Item akh9,desc bl2mbhduam,NonInventory,478.51,7,Income aekr,True,false
138,Item 3dyr,desc ignfafs2kb,NonInventory,2736.45,10,Income shr8,True,false
140,Item equt,desc 8ym9ewxwja,NonInventory,3783.69,9,Income du78,True,false
142,Item c2wf,desc ygcf4bpk0t,Service,1077.68,5,Income kiex,True,false
144,Item obeb,desc 58rt1w9cct,Service,4082.02,1,Income 4coy,True,false
146,Item dzu9,desc wex79euvw3,NonInventory,1457.27,9,Income ifhk,True,false
148,Item 2z80,desc h1jr51ghol,Service,2270.66,2,Income ws1u,True,false
150,Item pbnw,desc ht9ss7ui66,Service,4436.91,6,Income 37ke,True,false
152,Item dtjq,desc 6meb6dytc4,NonInventory,4199.35,1,Income de1w,True,false
154,Item lg8r,desc mhsokv7qza,Service,1845.17,6,Income 4b5o,True,false
156,Item tpud,desc u2r6op7n5q,Service,1141.19,10,Income 7cww,True,false
158,Item pax4,desc 93wq8r9jll,Service,44.92,5,Income cv85,True,false
160,Item tolk,desc xrr919lsmd,Service,4130.72,9,Income rp0b,True,false
162,Item 0edb,desc cwskmncjod,NonInventory,4529.51,7,Income dvj5,True,false
164,Item fts0,desc 136ue6q8qw,NonInventory,4133.66,8,Income jfg7,True,false
166,Item sq5t,desc 5zqhn43mp0,NonInventory,1256.04,2,Income z6fz,True,false
168,Item pric,desc bjo0cfhba4,Service,2828.96,10,Income cvib,True,false
170,Item l7cc,desc q7b03z93jn,NonInventory,2760.91,8,Income xlgg,True,false
172,Item l7v6,desc nz1d5dt8mx,Service,4800.71,10,Income thwj,True,false
174,Item ydfj,desc 9k5jd4zxsi,NonInventory,1428.98,4,Income ln61,True,false
176,Item ge86,desc lyylszva7m,NonInventory,4022.11,2,Income nw3w,True,false
178,Item jj25,desc f9wd9msno7,Service,3120.56,1,Income 9mx1,True,false
180,Item nx27,desc gn4gokdsqc,Service,1989.11,9,Income 9c1f,True,false
182,Item x223,desc 7plqqz9ykb,NonInventory,3993.88,6,Income 80kd,True,false
184,Item 9pyl,desc s7jxv1ych9,Service,1422.14,1,Income g64q,True,false
186,Item 9i9h,desc dgg3wvquiw,NonInventory,2973.51,5,Income 619p,True,false
188,Item 96ve,desc tye133ufem,NonInventory,2485.06,4,Income 3uri,True,false
190,Item 23mu,desc 5hdd7vmw04,NonInventory,4486.68,3,Income wlbh,True,false
192,Item 1qsg,desc dkhiy072as,NonInventory,2452.34,7,Income 9s0e,True,false
194,Item 27ot,desc 7sjnqdri0u,NonInventory,4069.76,4,Income 7yzy,True,false
196,Item 0sgu,desc mr1zlujsl4,Service,4891.18,10,Income bxis,True,false
198,Item 93yn,desc b1j84q4626,Service,780.79,5,Income xxxa,True,false
200,Item n4qj,desc a1g12hp8gz,Service,3817.23,9,Income 7ljn,True,false
202,Item 96p0,desc kbinek6w16,NonInventory,2278.89,10,Income gjke,True,false
204,Item o940,desc ez2jytwexm,NonInventory,2015.59,4,Income e7wk,True,false
206,Item br4r,desc hhin2pdutb,NonInventory,4785.75,7,Income qkop,True,false
208,Item 3lm9,desc 4q9me045at,NonInventory,1786.01,5,Income 9rci,True,false
210,Item d0t8,desc 6gfo4i7xrf,NonInventory,1867.57,2,Income u08u,True,false
212,Item t3nm,desc 3g2jzf2o84,Service,2797.65,1,Income a38a,True,false
214,Item a25r,desc qqgael6yht,NonInventory,1028.65,9,Income nixd,True,false
216,Item 40xv,desc hrchujy59b,Service,725.08,10,Income j04o,True,false
218,Item m7ac,desc g3sx0hqmd7,Service,829.09,5,Income c4bv,True,false
220,Item z601,desc vvx7w8cmla,Service,1170.17,9,Income wk9b,True,false
222,Item bzsj,desc zlp31p6487,Service,4534.16,1,Income lk2d,True,false
224,Item xaiz,desc nomgqs2mnk,NonInventory,796.28,7,Income 4vo4,True,false
226,Item qubg,desc xdbjvvan8g,NonInventory,647.82,2,Income mg9v,True,false
228,Item j3ck,desc w7h9c2vizc,Service,3734.14,3,Income c71p,True,false
230,Item 8g90,desc nqdkm2fw5l,Service,2857.40,7,Income 698d,True,false
232,Item x7do,desc z6q2xf6g9l,Service,841.37,1,Income oyd0,True,false
234,Item goce,desc xq7xb5rn2r,Service,3170.31,6,Income hn9w,True,false
236,Item sfc5,desc yex4ckx8l2,NonInventory,3304.03,4,Income xaes,True,false
238,Item 1dot,desc lxjbeirvpc,Service,4130.71,3,Income ue6a,True,false
240,Item lb43,desc ojty77vmtc,NonInventory,449.46,8,Income xqqm,True,false
242,Item ac4l,desc 93bjmgufx8,NonInventory,4250.72,7,Income ynw3,True,false
