baseId,id,name,primaryFieldId,records_csv
appHolidayGrace26,tblVolunteers,Volunteers,fldVName,records_contacts.csv
appHolidayGrace26,tblCommitteeTasks,Committee Tasks,fldTName,records_tasks.csv
appHolidayGrace26,tblWorkstreams,Reconciliation Workstreams,fldWName,records_projects.csv
appHolidayGrace26,tblPledges,Pledges,fldPName,
appHolidayGrace26,tblVendors,Vendors,fldVdName,
appHolidayGrace26,tblAttendees,Attendees,fldAName,
appWellnessPractice,tblClients,Wellness Clients,fldCName,
appWellnessPractice,tblConsultations,Consultations,fldConDate,
appWellnessPractice,tblHerbalPrep,Herbal Preparations,fldPrepName,
appWellnessPractice,tblIngredients,Ingredients,fldIngName,
appWellnessPractice,tblSuppliers,Suppliers,fldSupName,
appClinicVolunteer,tblSessions,Volunteer Sessions,fldSessDate,
appClinicVolunteer,tblPatients,Patients,fldPatName,
appClinicVolunteer,tblScreenings,BP+A1C Screenings,fldScrDate,
appClinicVolunteer,tblReferrals,Referrals,fldRefName,
appFamilyCare,tblFamilyMembers,Family Members,fldFamName,
appFamilyCare,tblCadence,Weekly Cadence,fldCadName,
appFamilyCare,tblEvents,Family Events,fldFEName,
appFamilyCare,tblCemeteryVisits,Cemetery Visits,fldCVDate,
appChurchAdmin,tblDirectory,Church Directory,fldDirName,
appChurchAdmin,tblMinistries,Ministries,fldMinName,
appChurchAdmin,tblSermons,Sermons,fldSerTitle,
appChurchAdmin,tblPrayerRequests,Prayer Requests,fldPRName,
appChurchAdmin,tblCouncilMeetings,Council Meetings,fldMtgDate,
appChurchAdmin,tblBudget,Church Budget,fldBudLine,
appHerbalGarden,tblPlants,Herbs Grown,fldPlName,
appHerbalGarden,tblHarvests,Harvest Log,fldHarvDate,
appHerbalGarden,tblGardenTasks,Garden Tasks,fldGTName,
appHerbalGarden,tblSeasons,Seasonal Notes,fldSeasName,
appHerbalGarden,tblSuppliers2,Herb Suppliers,fldSupName,
