tableId,id,name,type
tblVolunteers,tblVolunteers_fld_01,Name,singleLineText
tblVolunteers,tblVolunteers_fld_02,Email,email
tblVolunteers,tblVolunteers_fld_03,Phone,phoneNumber
tblVolunteers,tblVolunteers_fld_04,Role,singleSelect
tblVolunteers,tblVolunteers_fld_05,Status,singleSelect
tblVolunteers,tblVolunteers_fld_06,Signup Source,singleSelect
tblVolunteers,tblVolunteers_fld_07,Signup Date,date
tblVolunteers,tblVolunteers_fld_08,Confirmation Method,singleSelect
tblVolunteers,tblVolunteers_fld_09,Notes,multilineText
tblCommitteeTasks,tblCommitteeTasks_fld_01,Name,singleLineText
tblCommitteeTasks,tblCommitteeTasks_fld_02,Status,singleSelect
tblCommitteeTasks,tblCommitteeTasks_fld_03,Assigned To,collaborator
tblCommitteeTasks,tblCommitteeTasks_fld_04,Due Date,date
tblCommitteeTasks,tblCommitteeTasks_fld_05,Priority,singleSelect
tblCommitteeTasks,tblCommitteeTasks_fld_06,Workstream,multipleRecordLinks
tblCommitteeTasks,tblCommitteeTasks_fld_07,Blocked By,multipleRecordLinks
tblCommitteeTasks,tblCommitteeTasks_fld_08,Notes,multilineText
tblWorkstreams,tblWorkstreams_fld_01,Name,singleLineText
tblWorkstreams,tblWorkstreams_fld_02,Status,singleSelect
tblWorkstreams,tblWorkstreams_fld_03,Committee Budget,currency
tblWorkstreams,tblWorkstreams_fld_04,Actual,currency
tblWorkstreams,tblWorkstreams_fld_05,Lead,collaborator
tblWorkstreams,tblWorkstreams_fld_06,Notes,multilineText
tblPledges,tblPledges_fld_01,Pledge ID,singleLineText
tblPledges,tblPledges_fld_02,Donor Name,singleLineText
tblPledges,tblPledges_fld_03,Amount,currency
tblPledges,tblPledges_fld_04,Method,singleSelect
tblPledges,tblPledges_fld_05,Status,singleSelect
tblPledges,tblPledges_fld_06,Committed Date,date
tblPledges,tblPledges_fld_07,Received Date,date
tblPledges,tblPledges_fld_08,External Ref,singleLineText
tblVendors,tblVendors_fld_01,Vendor Name,singleLineText
tblVendors,tblVendors_fld_02,Category,singleSelect
tblVendors,tblVendors_fld_03,Original Quote,currency
tblVendors,tblVendors_fld_04,Confirmed Amount,currency
tblVendors,tblVendors_fld_05,Drift,currency
tblVendors,tblVendors_fld_06,Status,singleSelect
tblVendors,tblVendors_fld_07,Contact,singleLineText
tblVendors,tblVendors_fld_08,Notes,multilineText
tblAttendees,tblAttendees_fld_01,Name,singleLineText
tblAttendees,tblAttendees_fld_02,Email,email
tblAttendees,tblAttendees_fld_03,Party Size,number
tblAttendees,tblAttendees_fld_04,Source,singleSelect
tblAttendees,tblAttendees_fld_05,Registered,date
