tableId,id,name,type
tblReconLog,fld_object_id,object_id,singleLineText
tblReconLog,fld_object_type,object_type,singleLineText
tblReconLog,fld_scope,scope,singleLineText
tblReconLog,fld_convention,convention,singleLineText
tblReconLog,fld_provenance,provenance,singleLineText
tblReconLog,fld_evidence_systems,evidence_systems,singleLineText
tblReconLog,fld_normalization,normalization,singleLineText
tblReconLog,fld_verdict,verdict,singleLineText
tblReconLog,fld_premise_adjusted,premise_adjusted,singleLineText
tblReconLog,fld_arbitration,arbitration,singleLineText
tblReconLog,fld_open_items,open_items,singleLineText
tblReading,fldR_Title,Title,singleLineText
tblReading,fldR_Author,Author,singleLineText
tblReading,fldR_Rating,Rating,singleLineText
tblReading,fldR_Finished,Finished,singleLineText
tblReading,fldR_Notes,Notes,singleLineText
tblDose,fldD_DoseId,DoseId,singleLineText
tblDose,fldD_Date,Date,singleLineText
tblDose,fldD_Site,Site,singleLineText
tblDose,fldD_Notes,Notes,singleLineText
