id,name,id_card,id_board,items
chk-501-a,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e001,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e001,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e001,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e001,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e002,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e002,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e002,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e002,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e003,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e003,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e003,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e003,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e004,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e004,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e004,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e004,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e005,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e005,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e005,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e005,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e006,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e006,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
chk-505-a-e006,Bridesmaid gift packing,crd-505,trl-bd-jam-wedding,Assemble 5 gift bags (done)|Pack in car morning of Oct 16 (not done)
chk-506-a-e006,Wedding day kit,crd-506,trl-bd-jam-wedding,Safety pins (not done)|Deodorant (done)|Bobby pins (done)|Tissues (not done)|Snacks (not done)|Buy missing items (not done)|Pack kit (not done)
chk-501-a-e007,Lancaster lodging checklist,crd-501,trl-bd-jam-wedding,Cross-check Airbnb HMABCD2026 (done)|Confirm 4pm check-in (done)|Reply to Jess wedding thread (not done)
chk-503-a-e007,MOH toast checklist,crd-503,trl-bd-jam-wedding,Write v3 (done)|Read aloud and time (not done)|Print backup card (not done)
