id,name,is_private,is_archived,topic,purpose,creator,created,num_members
C001,staff-general,false,false,All staff announcements,General staff channel,U1000,1662000000,120
C002,admin,true,false,Admin team,Administration,U1000,1662000000,5
C003,equity-committee,false,false,Equity Year Two,Equity work,U1000,1693500000,18
C004,wellness,false,false,Staff wellness,Wellness initiative,U1000,1693500000,22
C005,facilities,false,false,Facilities and rooms,Facilities coordination,U1000,1662000000,15
C105,dept-tech-5,false,false,dept-tech discussion,Channel for dept-tech,U1000,1662432000,6
C106,guidance-6,false,false,guidance discussion,Channel for guidance,U1000,1662518400,26
C107,special-ed-7,false,false,special-ed discussion,Channel for special-ed,U1000,1662604800,20
C108,library-8,false,false,library discussion,Channel for library,U1000,1662691200,15
C109,athletics-9,false,false,athletics discussion,Channel for athletics,U1000,1662777600,14
C110,clubs-10,false,false,clubs discussion,Channel for clubs,U1000,1662864000,37
C111,field-trips-11,false,false,field-trips discussion,Channel for field-trips,U1000,1662950400,34
C112,parent-council-12,false,false,parent-council discussion,Channel for parent-council,U1000,1663036800,30
C113,pd-planning-13,false,false,pd-planning discussion,Channel for pd-planning,U1000,1663123200,16
C114,emergency-14,false,false,emergency discussion,Channel for emergency,U1000,1663209600,35
C115,social-15,false,false,social discussion,Channel for social,U1000,1663296000,34
C116,grade-nine-16,false,false,grade-nine discussion,Channel for grade-nine,U1000,1663382400,8
C117,report-cards-17,false,false,report-cards discussion,Channel for report-cards,U1000,1663468800,23
C118,coverage-18,false,false,coverage discussion,Channel for coverage,U1000,1663555200,8
C119,announcements-19,false,false,announcements discussion,Channel for announcements,U1000,1663641600,11
C120,dept-english-20,false,false,dept-english discussion,Channel for dept-english,U1000,1663728000,7
C121,dept-math-21,false,false,dept-math discussion,Channel for dept-math,U1000,1663814400,15
C122,dept-science-22,false,false,dept-science discussion,Channel for dept-science,U1000,1663900800,29
C123,dept-french-23,false,false,dept-french discussion,Channel for dept-french,U1000,1663987200,8
C124,dept-arts-24,false,false,dept-arts discussion,Channel for dept-arts,U1000,1664073600,5
C125,dept-tech-25,false,false,dept-tech discussion,Channel for dept-tech,U1000,1664160000,13
C126,guidance-26,false,false,guidance discussion,Channel for guidance,U1000,1664246400,9
C127,special-ed-27,false,false,special-ed discussion,Channel for special-ed,U1000,1664332800,8
C128,library-28,false,false,library discussion,Channel for library,U1000,1664419200,31
C129,athletics-29,false,false,athletics discussion,Channel for athletics,U1000,1664505600,32
C130,clubs-30,false,false,clubs discussion,Channel for clubs,U1000,1664592000,29
C131,field-trips-31,false,false,field-trips discussion,Channel for field-trips,U1000,1664678400,21
C132,parent-council-32,false,false,parent-council discussion,Channel for parent-council,U1000,1664764800,13
C133,pd-planning-33,false,false,pd-planning discussion,Channel for pd-planning,U1000,1664851200,16
C134,emergency-34,false,false,emergency discussion,Channel for emergency,U1000,1664937600,12
C135,social-35,false,false,social discussion,Channel for social,U1000,1665024000,40
C136,grade-nine-36,false,false,grade-nine discussion,Channel for grade-nine,U1000,1665110400,15
C137,report-cards-37,false,false,report-cards discussion,Channel for report-cards,U1000,1665196800,15
C138,coverage-38,false,false,coverage discussion,Channel for coverage,U1000,1665283200,15
C139,announcements-39,false,false,announcements discussion,Channel for announcements,U1000,1665369600,14
C140,dept-english-40,false,false,dept-english discussion,Channel for dept-english,U1000,1665456000,16
C141,dept-math-41,false,false,dept-math discussion,Channel for dept-math,U1000,1665542400,8
C142,dept-science-42,false,false,dept-science discussion,Channel for dept-science,U1000,1665628800,13
C143,dept-french-43,false,false,dept-french discussion,Channel for dept-french,U1000,1665715200,10
C144,dept-arts-44,false,false,dept-arts discussion,Channel for dept-arts,U1000,1665801600,23
C145,dept-tech-45,false,false,dept-tech discussion,Channel for dept-tech,U1000,1665888000,13
C146,guidance-46,false,false,guidance discussion,Channel for guidance,U1000,1665974400,7
C147,special-ed-47,false,false,special-ed discussion,Channel for special-ed,U1000,1666060800,5
C148,library-48,false,false,library discussion,Channel for library,U1000,1666147200,8
C149,athletics-49,false,false,athletics discussion,Channel for athletics,U1000,1666233600,28
C150,clubs-50,false,false,clubs discussion,Channel for clubs,U1000,1666320000,13
C151,field-trips-51,false,false,field-trips discussion,Channel for field-trips,U1000,1666406400,7
C152,parent-council-52,false,false,parent-council discussion,Channel for parent-council,U1000,1666492800,5
C153,pd-planning-53,false,false,pd-planning discussion,Channel for pd-planning,U1000,1666579200,8
C154,emergency-54,false,false,emergency discussion,Channel for emergency,U1000,1666665600,22
