id,name,country,state,lat,lon,timezone
5734711,Madras,US,OR,44.6334,-121.1295,-25200
5734712,Tumalo,US,OR,44.1604,-121.3367,-25200
5734713,Redmond,US,OR,44.2726,-121.1739,-25200
5734714,Bend,US,OR,44.0582,-121.3153,-25200
5734716,Burns,US,OR,43.5642,-120.9148,-25200
5734717,John Day,US,OR,44.0618,-120.9973,-25200
5734718,Christmas Valley,US,OR,43.6194,-121.0912,-25200
5734719,Sisters,US,OR,43.6405,-120.7895,-25200
5734720,Pendleton,US,OR,44.1133,-120.7873,-25200
5734721,Warm Springs,US,OR,43.9586,-120.9304,-25200
5734722,Burns,US,OR,43.957,-121.0142,-25200
5734723,Brothers,US,OR,44.1296,-121.2957,-25200
5734724,Culver,US,OR,43.9619,-120.9799,-25200
5734725,Brothers,US,OR,44.99,-120.7665,-25200
5734726,Klamath Falls,US,OR,43.7406,-121.0016,-25200
5734727,Prineville,US,OR,43.6409,-121.1625,-25200
5734728,Prineville,US,OR,44.8201,-120.7703,-25200
5734729,La Pine,US,OR,44.0031,-121.4421,-25200
5734730,Mitchell,US,OR,44.469,-121.0975,-25200
5734731,Terrebonne,US,OR,44.6287,-120.8082,-25200
5734732,Culver,US,OR,44.52,-120.8174,-25200
5734733,Terrebonne,US,OR,44.7854,-120.7409,-25200
5734734,Warm Springs,US,OR,44.8659,-121.2077,-25200
5734735,Warm Springs,US,OR,44.0073,-120.8031,-25200
5734736,Powell Butte,US,OR,43.6734,-121.0504,-25200
5734737,La Pine,US,OR,44.0157,-121.1188,-25200
5734738,Lakeview,US,OR,44.5519,-121.3613,-25200
5734739,John Day,US,OR,44.8482,-121.4649,-25200
5734740,Culver,US,OR,44.1355,-120.9364,-25200
5734741,Warm Springs,US,OR,43.6035,-120.9046,-25200
5734742,Burns,US,OR,44.1572,-120.9766,-25200
5734743,Prineville,US,OR,44.4188,-121.1957,-25200
5734744,Klamath Falls,US,OR,43.6959,-121.353,-25200
5734745,La Pine,US,OR,44.3441,-120.8618,-25200
5734746,Prineville,US,OR,44.8486,-121.0822,-25200
5734747,Mitchell,US,OR,44.5035,-121.4543,-25200
5734748,Warm Springs,US,OR,43.9041,-121.1306,-25200
5734749,La Pine,US,OR,44.0256,-121.4996,-25200
5734750,John Day,US,OR,44.5144,-120.9502,-25200
5734751,La Pine,US,OR,44.9833,-121.4674,-25200
5734752,Lakeview,US,OR,44.9726,-121.2403,-25200
5734753,Sisters,US,OR,43.8016,-121.3133,-25200
5734754,Culver,US,OR,44.3181,-121.2075,-25200
5734755,Warm Springs,US,OR,43.8394,-121.4485,-25200
5734756,Klamath Falls,US,OR,44.5922,-121.236,-25200
5734757,Prineville,US,OR,44.405,-121.3687,-25200
5734758,La Pine,US,OR,43.6952,-121.0052,-25200
5734759,Pendleton,US,OR,44.4567,-120.8024,-25200
5734760,Sisters,US,OR,43.5526,-120.7082,-25200
5734761,Mitchell,US,OR,44.3638,-120.7266,-25200
5734762,Culver,US,OR,44.867,-121.4924,-25200
5734763,Prineville,US,OR,44.2023,-121.2331,-25200
5734764,Sisters,US,OR,44.0356,-120.8952,-25200
5734765,Mitchell,US,OR,44.1608,-121.0108,-25200
5734766,Burns,US,OR,44.7822,-121.4269,-25200
5734767,La Pine,US,OR,43.9218,-121.3415,-25200
5734768,La Pine,US,OR,44.9749,-120.779,-25200
5734769,Lakeview,US,OR,43.587,-121.3543,-25200
5734770,Lakeview,US,OR,44.9101,-120.877,-25200
5734771,Burns,US,OR,44.7462,-121.4782,-25200
5734772,Culver,US,OR,44.5178,-121.4538,-25200
5734773,Prineville,US,OR,44.8575,-120.983,-25200
5734774,Pendleton,US,OR,44.9951,-120.9583,-25200
5734775,Powell Butte,US,OR,44.6072,-121.2956,-25200
5734776,La Pine,US,OR,44.9227,-121.1124,-25200
5734777,Christmas Valley,US,OR,44.5413,-121.0946,-25200
5734778,Brothers,US,OR,43.9363,-120.7895,-25200
5734779,Brothers,US,OR,44.7885,-121.1891,-25200
5734780,John Day,US,OR,44.3328,-120.8538,-25200
5734781,Terrebonne,US,OR,44.6335,-121.3039,-25200
5734782,Pendleton,US,OR,43.9015,-120.9875,-25200
5734783,Sisters,US,OR,43.6136,-120.81,-25200
5734784,Mitchell,US,OR,43.9866,-121.2275,-25200
5734785,Mitchell,US,OR,43.8201,-120.7068,-25200
5734786,Lakeview,US,OR,44.0262,-121.009,-25200
5734787,Prineville,US,OR,43.7166,-121.4326,-25200
5734788,Warm Springs,US,OR,44.8456,-120.7772,-25200
5734789,Prineville,US,OR,44.0942,-120.9777,-25200
5734790,Powell Butte,US,OR,43.5877,-120.7262,-25200
5734791,Culver,US,OR,44.4971,-120.8958,-25200
5734792,Sisters,US,OR,43.6593,-121.4163,-25200
5734793,Burns,US,OR,44.8733,-121.3635,-25200
5734794,Pendleton,US,OR,44.8521,-121.4128,-25200
5734795,John Day,US,OR,44.2116,-121.4085,-25200
5734796,Mitchell,US,OR,44.7972,-120.7422,-25200
5734797,Mitchell,US,OR,44.5393,-121.1383,-25200
5734798,Powell Butte,US,OR,43.5714,-120.8979,-25200
5734799,Lakeview,US,OR,43.6164,-120.7747,-25200
5734800,Pendleton,US,OR,43.6188,-121.4328,-25200
5734801,Brothers,US,OR,43.554,-121.1153,-25200
5734802,La Pine,US,OR,43.9263,-120.8706,-25200
5734803,Christmas Valley,US,OR,44.7999,-120.9595,-25200
5734804,Klamath Falls,US,OR,44.941,-121.2561,-25200
5734805,Christmas Valley,US,OR,43.5171,-121.0804,-25200
5734806,Christmas Valley,US,OR,43.7138,-121.096,-25200
5734807,Christmas Valley,US,OR,44.4762,-120.904,-25200
5734808,Lakeview,US,OR,43.9155,-120.8987,-25200
5734809,Christmas Valley,US,OR,44.8799,-121.2809,-25200
5734810,Powell Butte,US,OR,44.4599,-120.7138,-25200
5734811,Sisters,US,OR,43.9601,-120.9429,-25200
5734812,Lakeview,US,OR,43.8358,-121.4229,-25200
5734813,Terrebonne,US,OR,43.8113,-121.4947,-25200
5734814,Brothers,US,OR,44.3459,-121.1349,-25200
5734815,Warm Springs,US,OR,43.5647,-121.1901,-25200
5734816,Terrebonne,US,OR,44.4417,-121.0851,-25200
5734817,Sisters,US,OR,44.5573,-121.1299,-25200
5734818,Brothers,US,OR,44.0004,-120.9844,-25200
5734819,La Pine,US,OR,44.1231,-121.0921,-25200
5734820,Terrebonne,US,OR,43.7657,-121.2601,-25200
5734821,Terrebonne,US,OR,44.7564,-121.1841,-25200
5734822,John Day,US,OR,43.8271,-121.1168,-25200
5734823,Pendleton,US,OR,44.9399,-120.7552,-25200
5734824,Sisters,US,OR,44.0505,-121.1091,-25200
5734825,Lakeview,US,OR,44.5064,-121.3154,-25200
5734826,Mitchell,US,OR,43.7253,-120.982,-25200
5734827,Sisters,US,OR,43.698,-121.4333,-25200
5734828,Sisters,US,OR,43.893,-120.794,-25200
5734829,John Day,US,OR,44.755,-120.8819,-25200
5734830,Prineville,US,OR,44.8811,-120.9361,-25200
5734831,Sisters,US,OR,44.8252,-121.2524,-25200
5734832,Brothers,US,OR,44.8548,-121.2167,-25200
5734833,Lakeview,US,OR,44.1395,-120.7414,-25200
5734834,Klamath Falls,US,OR,44.4713,-121.3434,-25200
5734835,Prineville,US,OR,44.5434,-121.23,-25200
5734836,Warm Springs,US,OR,44.7098,-121.2961,-25200
5734837,Warm Springs,US,OR,44.3591,-121.4433,-25200
5734838,Sisters,US,OR,44.6674,-120.9663,-25200
5734839,John Day,US,OR,44.2446,-120.8933,-25200
5734840,Terrebonne,US,OR,44.396,-120.882,-25200
5734841,Klamath Falls,US,OR,44.7626,-121.1015,-25200
5734842,John Day,US,OR,44.246,-120.8989,-25200
5734843,Mitchell,US,OR,44.0635,-121.1652,-25200
5734844,Sisters,US,OR,44.6484,-121.3102,-25200
5734845,John Day,US,OR,44.8158,-120.9929,-25200
5734846,Powell Butte,US,OR,44.3204,-121.3804,-25200
5734847,Lakeview,US,OR,43.8894,-121.4984,-25200
5734848,Burns,US,OR,44.2208,-121.1775,-25200
5734849,Culver,US,OR,44.9769,-121.4779,-25200
5734850,Sisters,US,OR,44.5262,-121.0945,-25200
5734851,Terrebonne,US,OR,43.879,-120.9157,-25200
5734852,Burns,US,OR,44.6143,-121.2979,-25200
5734853,Culver,US,OR,43.7347,-120.7578,-25200
5734854,Christmas Valley,US,OR,44.7108,-120.848,-25200
5734855,Mitchell,US,OR,44.3328,-121.1093,-25200
5734856,John Day,US,OR,44.114,-120.9118,-25200
5734857,La Pine,US,OR,44.2267,-121.4387,-25200
5734858,Christmas Valley,US,OR,44.5669,-121.2539,-25200
5734859,Christmas Valley,US,OR,44.9934,-120.9103,-25200
5734860,Warm Springs,US,OR,43.6767,-120.7087,-25200
5734861,Klamath Falls,US,OR,43.8018,-120.8965,-25200
5734862,Klamath Falls,US,OR,43.9144,-121.1869,-25200
5734863,John Day,US,OR,44.4237,-121.375,-25200
5734864,La Pine,US,OR,44.8511,-121.2671,-25200
5734865,Lakeview,US,OR,44.0564,-121.4938,-25200
5734866,Mitchell,US,OR,43.7026,-120.9251,-25200
5734867,Lakeview,US,OR,44.8045,-121.3365,-25200
5734868,Powell Butte,US,OR,44.2706,-120.7297,-25200
5734869,Christmas Valley,US,OR,43.9565,-121.1451,-25200
5734870,La Pine,US,OR,44.2419,-121.439,-25200
5734871,John Day,US,OR,44.2191,-120.8216,-25200
5734872,Prineville,US,OR,44.247,-120.8387,-25200
5734873,Pendleton,US,OR,44.9434,-121.2373,-25200
5734874,Terrebonne,US,OR,43.6207,-120.9223,-25200
5734875,Lakeview,US,OR,44.5233,-121.2099,-25200
5734876,Prineville,US,OR,44.3581,-121.4537,-25200
5734877,Prineville,US,OR,43.7944,-121.22,-25200
5734878,Mitchell,US,OR,43.8287,-121.2779,-25200
5734879,Terrebonne,US,OR,44.2343,-121.0481,-25200
5734880,Sisters,US,OR,43.5138,-121.3395,-25200
5734881,Terrebonne,US,OR,44.8105,-121.4222,-25200
5734882,Lakeview,US,OR,44.9814,-121.1871,-25200
5734883,Pendleton,US,OR,43.5046,-120.9826,-25200
5734884,Terrebonne,US,OR,43.6747,-121.3151,-25200
5734885,Burns,US,OR,44.1139,-120.8897,-25200
5734886,Culver,US,OR,44.7872,-120.8137,-25200
5734887,Sisters,US,OR,43.5602,-121.3919,-25200
5734888,Warm Springs,US,OR,43.6549,-120.7778,-25200
5734889,John Day,US,OR,43.9911,-121.2865,-25200
5734890,Culver,US,OR,44.5354,-120.9661,-25200
5734891,Lakeview,US,OR,44.9198,-121.3125,-25200
5734892,Prineville,US,OR,43.8604,-121.2665,-25200
5734893,Sisters,US,OR,44.1892,-121.0728,-25200
5734894,Lakeview,US,OR,43.9475,-121.1964,-25200
5734895,Klamath Falls,US,OR,44.8703,-121.4484,-25200
5734896,Terrebonne,US,OR,43.7393,-120.7348,-25200
5734897,Terrebonne,US,OR,44.55,-120.7285,-25200
5734898,Klamath Falls,US,OR,43.9104,-121.4808,-25200
5734899,Mitchell,US,OR,44.7158,-120.8414,-25200
5734900,Powell Butte,US,OR,44.2532,-121.2073,-25200
5734901,Sisters,US,OR,44.1768,-121.0244,-25200
5734902,Warm Springs,US,OR,44.0094,-121.1746,-25200
5734903,Brothers,US,OR,43.775,-121.1992,-25200
5734904,La Pine,US,OR,44.5674,-121.4184,-25200
5734905,Terrebonne,US,OR,44.6023,-121.0697,-25200
5734906,Lakeview,US,OR,44.7617,-120.7556,-25200
5734907,Brothers,US,OR,43.9423,-120.8555,-25200
5734908,La Pine,US,OR,44.3859,-121.2418,-25200
5734909,Christmas Valley,US,OR,43.6427,-120.8211,-25200
5734910,John Day,US,OR,43.8104,-120.9328,-25200
5734911,Burns,US,OR,44.331,-120.7218,-25200
5734912,Brothers,US,OR,44.7021,-121.0352,-25200
5734913,Warm Springs,US,OR,44.8618,-120.7835,-25200
5734914,Prineville,US,OR,43.9872,-121.1398,-25200
5734915,John Day,US,OR,44.04,-121.2471,-25200
5734916,Mitchell,US,OR,43.5345,-121.4841,-25200
5734917,Powell Butte,US,OR,43.936,-121.1767,-25200
5734918,Mitchell,US,OR,43.6883,-121.3837,-25200
