tracking_number,service_type,service_name,ship_date,origin_zip,dest_zip,weight_lb,currency,net_charge,label_url
7799180372,FEDEX_GROUND,FedEx Ground,2024-11-12,37206,49684,2.4,USD,5.23,https://fedex.com/track/7799180372
7799920172,FEDEX_GROUND,FedEx Ground,2024-11-12,18512,49684,5.1,USD,5.68,https://fedex.com/track/7799920172
7712303309,FEDEX_GROUND,FedEx Ground,2024-11-15,18512,49684,18.5,USD,0.00,https://fedex.com/track/7712303309
7799846752,FEDEX_GROUND,FedEx Ground,2024-11-25,49001,49684,3.2,USD,5.69,https://fedex.com/track/7799846752
7799767650,FEDEX_GROUND,FedEx Ground,2024-12-04,98188,49684,4.0,USD,4.25,https://fedex.com/track/7799767650
7712270674,FEDEX_GROUND,FedEx Ground,2024-12-15,18512,49684,18.5,USD,0.00,https://fedex.com/track/7712270674
7799931921,FEDEX_GROUND,FedEx Ground,2024-12-17,37206,49684,2.4,USD,7.50,https://fedex.com/track/7799931921
7799587275,FEDEX_GROUND,FedEx Ground,2024-12-21,18512,49684,5.1,USD,0.54,https://fedex.com/track/7799587275
7799781974,FEDEX_GROUND,FedEx Ground,2025-01-02,49001,49684,3.2,USD,4.91,https://fedex.com/track/7799781974
7799290845,FEDEX_GROUND,FedEx Ground,2025-01-07,98188,49684,4.0,USD,3.58,https://fedex.com/track/7799290845
7799301212,FEDEX_GROUND,FedEx Ground,2025-01-11,37206,49684,2.4,USD,2.78,https://fedex.com/track/7799301212
7712705663,FEDEX_GROUND,FedEx Ground,2025-01-15,18512,49684,18.5,USD,0.00,https://fedex.com/track/7712705663
7799918076,FEDEX_GROUND,FedEx Ground,2025-01-17,18512,49684,5.1,USD,0.82,https://fedex.com/track/7799918076
7799296043,FEDEX_GROUND,FedEx Ground,2025-01-24,49001,49684,3.2,USD,7.28,https://fedex.com/track/7799296043
7799396957,FEDEX_GROUND,FedEx Ground,2025-01-24,98188,49684,4.0,USD,0.21,https://fedex.com/track/7799396957
7799480126,FEDEX_GROUND,FedEx Ground,2025-01-28,37206,49684,2.4,USD,1.45,https://fedex.com/track/7799480126
7799438785,FEDEX_GROUND,FedEx Ground,2025-02-08,18512,49684,5.1,USD,9.42,https://fedex.com/track/7799438785
7799754504,FEDEX_GROUND,FedEx Ground,2025-02-12,49001,49684,3.2,USD,2.85,https://fedex.com/track/7799754504
7712619070,FEDEX_GROUND,FedEx Ground,2025-02-15,18512,49684,18.5,USD,0.00,https://fedex.com/track/7712619070
7799338887,FEDEX_GROUND,FedEx Ground,2025-02-19,98188,49684,4.0,USD,1.18,https://fedex.com/track/7799338887
7799683489,FEDEX_GROUND,FedEx Ground,2025-02-27,37206,49684,2.4,USD,7.71,https://fedex.com/track/7799683489
7799395991,FEDEX_GROUND,FedEx Ground,2025-03-01,18512,49684,5.1,USD,5.52,https://fedex.com/track/7799395991
7712202656,FEDEX_GROUND,FedEx Ground,2025-03-15,18512,49684,18.5,USD,0.00,https://fedex.com/track/7712202656
7799783494,FEDEX_GROUND,FedEx Ground,2025-03-24,49001,49684,3.2,USD,5.86,https://fedex.com/track/7799783494
7799974214,FEDEX_GROUND,FedEx Ground,2025-03-26,98188,49684,4.0,USD,8.88,https://fedex.com/track/7799974214
7712252469,FEDEX_GROUND,FedEx Ground,2025-04-15,18512,49684,18.5,USD,0.00,https://fedex.com/track/7712252469
7799566407,FEDEX_GROUND,FedEx Ground,2025-04-19,37206,49684,2.4,USD,0.69,https://fedex.com/track/7799566407
7712716636,FEDEX_GROUND,FedEx Ground,2025-05-15,18512,49684,18.5,USD,0.00,https://fedex.com/track/7712716636
7712712712,FEDEX_GROUND,FedEx Ground,2025-06-15,18512,49684,18.5,USD,0.00,https://fedex.com/track/7712712712
7799184233,FEDEX_GROUND,FedEx Ground,2025-06-27,18512,49684,5.1,USD,4.46,https://fedex.com/track/7799184233
7799334186,FEDEX_GROUND,FedEx Ground,2025-06-28,49001,49684,3.2,USD,1.42,https://fedex.com/track/7799334186
7799293993,FEDEX_GROUND,FedEx Ground,2025-07-12,98188,49684,4.0,USD,0.20,https://fedex.com/track/7799293993
7712317395,FEDEX_GROUND,FedEx Ground,2025-07-15,18512,49684,18.5,USD,0.00,https://fedex.com/track/7712317395
7799362883,FEDEX_GROUND,FedEx Ground,2025-07-21,37206,49684,2.4,USD,8.24,https://fedex.com/track/7799362883
7799260799,FEDEX_GROUND,FedEx Ground,2025-08-07,18512,49684,5.1,USD,8.16,https://fedex.com/track/7799260799
7712505979,FEDEX_GROUND,FedEx Ground,2025-08-15,18512,49684,18.5,USD,0.00,https://fedex.com/track/7712505979
7799947615,FEDEX_GROUND,FedEx Ground,2025-09-05,49001,49684,3.2,USD,4.31,https://fedex.com/track/7799947615
