item_id,board_id,group_id,name,created_at
itm_0001,brd_equipment,grp_pools,POOL-A-STATUS,2026-05-14T00:00:00+00:00
itm_0002,brd_equipment,grp_pools,POOL-B-STATUS,2026-08-22T00:00:00+00:00
itm_0003,brd_equipment,grp_pools,POOL-B-STATUS,2026-10-27T00:00:00+00:00
itm_0004,brd_equipment,grp_pools,POOL-B-FILLTIME,2026-09-15T00:00:00+00:00
itm_0005,brd_equipment,grp_kit,KIT-STATUS,2026-10-18T00:00:00+00:00
itm_0006,brd_equipment,grp_kit,KIT-STATUS,2026-10-30T00:00:00+00:00
itm_0007,brd_equipment,grp_kit,OP-7,2026-04-29T00:00:00+00:00
itm_0008,brd_equipment,grp_kit,OP-8,2026-09-06T00:00:00+00:00
itm_0009,brd_equipment,grp_kit,OP-9,2024-08-07T00:00:00+00:00
itm_0010,brd_equipment,grp_kit,OP-10,2026-07-27T00:00:00+00:00
itm_0011,brd_equipment,grp_kit,OP-11,2026-09-15T00:00:00+00:00
itm_0012,brd_equipment,grp_kit,OP-12,2025-06-24T00:00:00+00:00
itm_0013,brd_equipment,grp_kit,OP-13,2025-04-30T00:00:00+00:00
itm_0014,brd_equipment,grp_kit,OP-14,2026-09-01T00:00:00+00:00
itm_0015,brd_equipment,grp_kit,OP-15,2026-05-03T00:00:00+00:00
itm_0016,brd_equipment,grp_kit,OP-16,2025-09-25T00:00:00+00:00
itm_0017,brd_equipment,grp_kit,OP-17,2024-06-08T00:00:00+00:00
itm_0018,brd_equipment,grp_kit,OP-18,2025-03-09T00:00:00+00:00
itm_0019,brd_equipment,grp_kit,OP-19,2025-06-16T00:00:00+00:00
itm_0020,brd_equipment,grp_kit,OP-20,2026-04-12T00:00:00+00:00
itm_0021,brd_equipment,grp_kit,OP-21,2026-02-19T00:00:00+00:00
itm_0022,brd_equipment,grp_kit,OP-22,2024-06-18T00:00:00+00:00
itm_0023,brd_equipment,grp_kit,OP-23,2024-03-03T00:00:00+00:00
itm_0024,brd_equipment,grp_kit,OP-24,2025-12-31T00:00:00+00:00
itm_0025,brd_equipment,grp_kit,OP-25,2026-10-22T00:00:00+00:00
itm_0026,brd_equipment,grp_kit,OP-26,2024-03-09T00:00:00+00:00
itm_0027,brd_equipment,grp_kit,OP-27,2025-10-01T00:00:00+00:00
itm_0028,brd_equipment,grp_kit,OP-28,2026-01-14T00:00:00+00:00
itm_0029,brd_equipment,grp_kit,OP-29,2024-10-10T00:00:00+00:00
itm_0030,brd_equipment,grp_kit,OP-30,2026-09-21T00:00:00+00:00
itm_0031,brd_equipment,grp_kit,OP-31,2025-09-24T00:00:00+00:00
itm_0032,brd_equipment,grp_kit,OP-32,2026-06-14T00:00:00+00:00
itm_0033,brd_equipment,grp_kit,OP-33,2025-06-05T00:00:00+00:00
itm_0034,brd_equipment,grp_kit,OP-34,2024-07-31T00:00:00+00:00
itm_0035,brd_equipment,grp_kit,OP-35,2025-03-14T00:00:00+00:00
itm_0036,brd_equipment,grp_kit,OP-36,2025-01-15T00:00:00+00:00
itm_0037,brd_equipment,grp_kit,OP-37,2026-05-27T00:00:00+00:00
itm_0038,brd_equipment,grp_kit,OP-38,2025-04-11T00:00:00+00:00
itm_0039,brd_equipment,grp_kit,OP-39,2026-01-21T00:00:00+00:00
itm_0040,brd_equipment,grp_kit,OP-40,2025-04-04T00:00:00+00:00
itm_0041,brd_equipment,grp_kit,OP-41,2025-11-13T00:00:00+00:00
itm_0042,brd_equipment,grp_kit,OP-42,2026-03-12T00:00:00+00:00
itm_0043,brd_equipment,grp_kit,OP-43,2025-12-09T00:00:00+00:00
itm_0044,brd_equipment,grp_kit,OP-44,2025-04-01T00:00:00+00:00
itm_0045,brd_equipment,grp_kit,OP-45,2026-06-21T00:00:00+00:00
itm_0046,brd_equipment,grp_kit,OP-46,2025-05-21T00:00:00+00:00
itm_0047,brd_equipment,grp_kit,OP-47,2025-05-22T00:00:00+00:00
itm_0048,brd_equipment,grp_kit,OP-48,2024-01-03T00:00:00+00:00
itm_0049,brd_equipment,grp_kit,OP-49,2025-10-24T00:00:00+00:00
itm_0050,brd_equipment,grp_kit,OP-50,2024-07-29T00:00:00+00:00
itm_0051,brd_equipment,grp_kit,OP-51,2026-10-02T00:00:00+00:00
itm_0052,brd_equipment,grp_kit,OP-52,2025-09-18T00:00:00+00:00
itm_0053,brd_equipment,grp_kit,OP-53,2026-04-09T00:00:00+00:00
itm_0054,brd_equipment,grp_kit,OP-54,2024-09-16T00:00:00+00:00
itm_0055,brd_equipment,grp_kit,OP-55,2025-09-04T00:00:00+00:00
itm_0056,brd_equipment,grp_kit,OP-56,2024-01-07T00:00:00+00:00
itm_0057,brd_equipment,grp_kit,OP-57,2024-04-16T00:00:00+00:00
itm_0058,brd_equipment,grp_kit,OP-58,2024-05-25T00:00:00+00:00
itm_0059,brd_equipment,grp_kit,OP-59,2024-06-26T00:00:00+00:00
itm_0060,brd_equipment,grp_kit,OP-60,2024-04-09T00:00:00+00:00
