id,page_id,name,prefix
cf_lbl_0001,cf_pg_aota_2024_03_11_decoy,guideline_mirror,global
cf_lbl_0002,cf_pg_aota_2024_03_11_decoy,read_for_review,global
cf_lbl_0003,cf_pg_aota_2024_03_11_decoy,peer_session,global
cf_lbl_0004,cf_pg_guide_001,amputation_focus,global
cf_lbl_0005,cf_pg_guide_001,newest_wins_rule,global
cf_lbl_0006,cf_pg_guide_001,cht_prep,global
cf_lbl_0007,cf_pg_guide_002,newest_wins_rule,global
cf_lbl_0008,cf_pg_guide_002,peer_session,global
cf_lbl_0009,cf_pg_guide_002,flagged_for_dr_park,global
cf_lbl_0010,cf_pg_guide_003,reading_slipped,global
cf_lbl_0011,cf_pg_guide_003,reading_only,global
cf_lbl_0012,cf_pg_guide_004,reading_only,global
cf_lbl_0013,cf_pg_guide_004,flagged_for_dr_park,global
cf_lbl_0014,cf_pg_guide_004,reading_slipped,global
cf_lbl_0015,cf_pg_guide_005,newest_wins_rule,global
cf_lbl_0016,cf_pg_guide_005,reading_slipped,global
cf_lbl_0017,cf_pg_guide_006,peer_session,global
cf_lbl_0018,cf_pg_guide_006,reading_only,global
cf_lbl_0019,cf_pg_guide_006,flagged_for_dr_park,global
cf_lbl_0020,cf_pg_guide_007,reading_only,global
cf_lbl_0021,cf_pg_guide_007,peer_session,global
cf_lbl_0022,cf_pg_guide_008,newest_wins_rule,global
cf_lbl_0023,cf_pg_guide_008,peer_session,global
cf_lbl_0024,cf_pg_guide_008,reading_only,global
cf_lbl_0025,cf_pg_guide_009,flagged_for_dr_park,global
cf_lbl_0026,cf_pg_guide_009,read_for_review,global
cf_lbl_0027,cf_pg_guide_010,newest_wins_rule,global
cf_lbl_0028,cf_pg_guide_010,flagged_for_dr_park,global
cf_lbl_0029,cf_pg_guide_011,flagged_for_dr_park,global
cf_lbl_0030,cf_pg_guide_011,guideline_mirror,global
cf_lbl_0031,cf_pg_guide_012,flagged_for_dr_park,global
cf_lbl_0032,cf_pg_guide_012,peer_session,global
cf_lbl_0033,cf_pg_guide_013,flagged_for_dr_park,global
cf_lbl_0034,cf_pg_guide_013,peer_session,global
cf_lbl_0035,cf_pg_guide_013,newest_wins_rule,global
cf_lbl_0036,cf_pg_guide_014,reading_slipped,global
cf_lbl_0037,cf_pg_guide_014,guideline_mirror,global
cf_lbl_0038,cf_pg_guide_015,peer_session,global
cf_lbl_0039,cf_pg_guide_015,newest_wins_rule,global
cf_lbl_0040,cf_pg_guide_016,guideline_mirror,global
cf_lbl_0041,cf_pg_guide_016,read_for_review,global
cf_lbl_0042,cf_pg_guide_017,reading_slipped,global
cf_lbl_0043,cf_pg_guide_017,flagged_for_dr_park,global
cf_lbl_0044,cf_pg_guide_017,amputation_focus,global
cf_lbl_0045,cf_pg_guide_018,cht_prep,global
cf_lbl_0046,cf_pg_guide_018,amputation_focus,global
cf_lbl_0047,cf_pg_guide_019,pediatric_focus,global
cf_lbl_0048,cf_pg_guide_019,newest_wins_rule,global
cf_lbl_0049,cf_pg_guide_020,read_for_review,global
cf_lbl_0050,cf_pg_guide_020,flagged_for_dr_park,global
cf_lbl_0051,cf_pg_guide_020,cht_prep,global
cf_lbl_0052,cf_pg_guide_021,reading_slipped,global
cf_lbl_0053,cf_pg_guide_021,cht_prep,global
cf_lbl_0054,cf_pg_guide_021,newest_wins_rule,global
cf_lbl_0055,cf_pg_guide_022,read_for_review,global
cf_lbl_0056,cf_pg_guide_022,guideline_mirror,global
cf_lbl_0057,cf_pg_guide_023,cht_prep,global
cf_lbl_0058,cf_pg_guide_023,reading_slipped,global
cf_lbl_0059,cf_pg_guide_024,peer_session,global
cf_lbl_0060,cf_pg_guide_024,cht_prep,global
cf_lbl_0061,cf_pg_guide_024,newest_wins_rule,global
cf_lbl_0062,cf_pg_guide_025,cht_prep,global
cf_lbl_0063,cf_pg_guide_025,amputation_focus,global
cf_lbl_0064,cf_pg_guide_026,read_for_review,global
cf_lbl_0065,cf_pg_guide_026,guideline_mirror,global
cf_lbl_0066,cf_pg_guide_026,flagged_for_dr_park,global
cf_lbl_0067,cf_pg_guide_027,flagged_for_dr_park,global
cf_lbl_0068,cf_pg_guide_027,reading_only,global
cf_lbl_0069,cf_pg_guide_028,reading_only,global
cf_lbl_0070,cf_pg_guide_028,pediatric_focus,global
cf_lbl_0071,cf_pg_guide_028,cht_prep,global
cf_lbl_0072,cf_pg_guide_029,flagged_for_dr_park,global
cf_lbl_0073,cf_pg_guide_029,newest_wins_rule,global
cf_lbl_0074,cf_pg_guide_029,reading_slipped,global
cf_lbl_0075,cf_pg_guide_030,flagged_for_dr_park,global
cf_lbl_0076,cf_pg_guide_030,cht_prep,global
cf_lbl_0077,cf_pg_guide_031,flagged_for_dr_park,global
cf_lbl_0078,cf_pg_guide_031,reading_only,global
cf_lbl_0079,cf_pg_guide_032,read_for_review,global
cf_lbl_0080,cf_pg_guide_032,cht_prep,global
cf_lbl_0081,cf_pg_guide_033,cht_prep,global
cf_lbl_0082,cf_pg_guide_033,newest_wins_rule,global
cf_lbl_0083,cf_pg_guide_034,guideline_mirror,global
cf_lbl_0084,cf_pg_guide_034,reading_only,global
cf_lbl_0085,cf_pg_guide_035,amputation_focus,global
cf_lbl_0086,cf_pg_guide_035,reading_slipped,global
cf_lbl_0087,cf_pg_guide_035,newest_wins_rule,global
cf_lbl_0088,cf_pg_guide_036,peer_session,global
cf_lbl_0089,cf_pg_guide_036,flagged_for_dr_park,global
cf_lbl_0090,cf_pg_guide_037,cht_prep,global
cf_lbl_0091,cf_pg_guide_037,reading_slipped,global
cf_lbl_0092,cf_pg_guide_038,newest_wins_rule,global
cf_lbl_0093,cf_pg_guide_038,cht_prep,global
cf_lbl_0094,cf_pg_guide_038,amputation_focus,global
cf_lbl_0095,cf_pg_guide_039,guideline_mirror,global
cf_lbl_0096,cf_pg_guide_039,pediatric_focus,global
cf_lbl_0097,cf_pg_guide_039,peer_session,global
cf_lbl_0098,cf_pg_guide_040,amputation_focus,global
cf_lbl_0099,cf_pg_guide_040,reading_slipped,global
cf_lbl_0100,cf_pg_guide_040,flagged_for_dr_park,global
cf_lbl_0101,cf_pg_guide_041,reading_slipped,global
cf_lbl_0102,cf_pg_guide_041,cht_prep,global
cf_lbl_0103,cf_pg_guide_041,reading_only,global
cf_lbl_0104,cf_pg_guide_042,guideline_mirror,global
cf_lbl_0105,cf_pg_guide_042,pediatric_focus,global
cf_lbl_0106,cf_pg_guide_043,reading_slipped,global
cf_lbl_0107,cf_pg_guide_043,pediatric_focus,global
cf_lbl_0108,cf_pg_guide_044,reading_only,global
cf_lbl_0109,cf_pg_guide_044,read_for_review,global
cf_lbl_0110,cf_pg_guide_044,amputation_focus,global
cf_lbl_0111,cf_pg_guide_045,flagged_for_dr_park,global
cf_lbl_0112,cf_pg_guide_045,pediatric_focus,global
cf_lbl_0113,cf_pg_guide_046,cht_prep,global
cf_lbl_0114,cf_pg_guide_046,reading_slipped,global
cf_lbl_0115,cf_pg_guide_047,reading_only,global
