id,page_id,parent_block_id,type,text,order,created_time,last_edited_time,has_children,checked
blk-00001,pg-prioryear-brief,,to_do,Content block 0 for Ridgewood Year-End Board Brief 2025 in the Ridgewood Collegiate Institute workspace.,0,2025-12-16T10:00:00.000Z,2025-12-16T18:00:00.000Z,false,false
blk-00002,pg-prioryear-brief,,paragraph,Content block 1 for Ridgewood Year-End Board Brief 2025 in the Ridgewood Collegiate Institute workspace.,1,2025-12-16T10:00:00.000Z,2025-12-16T18:00:00.000Z,false,false
blk-00003,pg-prioryear-brief,,to_do,Content block 2 for Ridgewood Year-End Board Brief 2025 in the Ridgewood Collegiate Institute workspace.,2,2025-12-16T10:00:00.000Z,2025-12-16T18:00:00.000Z,false,false
blk-00004,pg-note-0000,,heading_2,Content block 0 for Parent Council Notes 0 in the Ridgewood Collegiate Institute workspace.,0,2026-01-08T00:00:00.000Z,2026-01-09T00:00:00.000Z,false,false
blk-00005,pg-note-0000,,paragraph,Content block 1 for Parent Council Notes 0 in the Ridgewood Collegiate Institute workspace.,1,2026-01-08T00:00:00.000Z,2026-01-09T00:00:00.000Z,false,false
blk-00006,pg-note-0000,,to_do,Content block 2 for Parent Council Notes 0 in the Ridgewood Collegiate Institute workspace.,2,2026-01-08T00:00:00.000Z,2026-01-09T00:00:00.000Z,false,false
blk-00007,pg-note-0001,,paragraph,Content block 0 for Equity Year Two Working Notes 1 in the Ridgewood Collegiate Institute workspace.,0,2026-01-10T00:00:00.000Z,2026-01-11T00:00:00.000Z,false,false
blk-00008,pg-note-0001,,heading_2,Content block 1 for Equity Year Two Working Notes 1 in the Ridgewood Collegiate Institute workspace.,1,2026-01-10T00:00:00.000Z,2026-01-11T00:00:00.000Z,false,false
blk-00009,pg-note-0001,,bulleted_list_item,Content block 2 for Equity Year Two Working Notes 1 in the Ridgewood Collegiate Institute workspace.,2,2026-01-10T00:00:00.000Z,2026-01-11T00:00:00.000Z,false,false
blk-00010,pg-note-0002,,heading_2,Content block 0 for Wellness Initiative Notes 2 in the Ridgewood Collegiate Institute workspace.,0,2026-01-12T00:00:00.000Z,2026-01-13T00:00:00.000Z,false,false
blk-00011,pg-note-0002,,to_do,Content block 1 for Wellness Initiative Notes 2 in the Ridgewood Collegiate Institute workspace.,1,2026-01-12T00:00:00.000Z,2026-01-13T00:00:00.000Z,false,false
blk-00012,pg-note-0002,,paragraph,Content block 2 for Wellness Initiative Notes 2 in the Ridgewood Collegiate Institute workspace.,2,2026-01-12T00:00:00.000Z,2026-01-13T00:00:00.000Z,false,false
blk-00013,pg-note-0003,,to_do,Content block 0 for Grade Nine Transition Notes 3 in the Ridgewood Collegiate Institute workspace.,0,2026-01-14T00:00:00.000Z,2026-01-15T00:00:00.000Z,false,false
blk-00014,pg-note-0003,,paragraph,Content block 1 for Grade Nine Transition Notes 3 in the Ridgewood Collegiate Institute workspace.,1,2026-01-14T00:00:00.000Z,2026-01-15T00:00:00.000Z,false,false
blk-00015,pg-note-0003,,bulleted_list_item,Content block 2 for Grade Nine Transition Notes 3 in the Ridgewood Collegiate Institute workspace.,2,2026-01-14T00:00:00.000Z,2026-01-15T00:00:00.000Z,false,false
blk-00016,pg-note-0004,,to_do,Content block 0 for Staff Meeting Notes 4 in the Ridgewood Collegiate Institute workspace.,0,2026-01-16T00:00:00.000Z,2026-01-17T00:00:00.000Z,false,false
blk-00017,pg-note-0004,,heading_2,Content block 1 for Staff Meeting Notes 4 in the Ridgewood Collegiate Institute workspace.,1,2026-01-16T00:00:00.000Z,2026-01-17T00:00:00.000Z,false,false
blk-00018,pg-note-0004,,heading_2,Content block 2 for Staff Meeting Notes 4 in the Ridgewood Collegiate Institute workspace.,2,2026-01-16T00:00:00.000Z,2026-01-17T00:00:00.000Z,false,false
blk-00019,pg-note-0005,,heading_2,Content block 0 for Keynote Prep Notes 5 in the Ridgewood Collegiate Institute workspace.,0,2026-01-18T00:00:00.000Z,2026-01-19T00:00:00.000Z,false,false
blk-00020,pg-note-0005,,to_do,Content block 1 for Keynote Prep Notes 5 in the Ridgewood Collegiate Institute workspace.,1,2026-01-18T00:00:00.000Z,2026-01-19T00:00:00.000Z,false,false
blk-00021,pg-note-0005,,to_do,Content block 2 for Keynote Prep Notes 5 in the Ridgewood Collegiate Institute workspace.,2,2026-01-18T00:00:00.000Z,2026-01-19T00:00:00.000Z,false,false
blk-00022,pg-note-0006,,to_do,Content block 0 for Budget Walkthrough Notes 6 in the Ridgewood Collegiate Institute workspace.,0,2026-01-20T00:00:00.000Z,2026-01-21T00:00:00.000Z,false,false
blk-00023,pg-note-0006,,paragraph,Content block 1 for Budget Walkthrough Notes 6 in the Ridgewood Collegiate Institute workspace.,1,2026-01-20T00:00:00.000Z,2026-01-21T00:00:00.000Z,false,false
blk-00024,pg-note-0006,,heading_2,Content block 2 for Budget Walkthrough Notes 6 in the Ridgewood Collegiate Institute workspace.,2,2026-01-20T00:00:00.000Z,2026-01-21T00:00:00.000Z,false,false
blk-00025,pg-note-0007,,heading_2,Content block 0 for Community Partnership Notes 7 in the Ridgewood Collegiate Institute workspace.,0,2026-01-22T00:00:00.000Z,2026-01-23T00:00:00.000Z,false,false
blk-00026,pg-note-0007,,bulleted_list_item,Content block 1 for Community Partnership Notes 7 in the Ridgewood Collegiate Institute workspace.,1,2026-01-22T00:00:00.000Z,2026-01-23T00:00:00.000Z,false,false
blk-00027,pg-note-0007,,bulleted_list_item,Content block 2 for Community Partnership Notes 7 in the Ridgewood Collegiate Institute workspace.,2,2026-01-22T00:00:00.000Z,2026-01-23T00:00:00.000Z,false,false
blk-00028,pg-note-0008,,heading_2,Content block 0 for Board Prep Checklist 8 in the Ridgewood Collegiate Institute workspace.,0,2026-01-24T00:00:00.000Z,2026-01-25T00:00:00.000Z,false,false
blk-00029,pg-note-0008,,heading_2,Content block 1 for Board Prep Checklist 8 in the Ridgewood Collegiate Institute workspace.,1,2026-01-24T00:00:00.000Z,2026-01-25T00:00:00.000Z,false,false
blk-00030,pg-note-0008,,to_do,Content block 2 for Board Prep Checklist 8 in the Ridgewood Collegiate Institute workspace.,2,2026-01-24T00:00:00.000Z,2026-01-25T00:00:00.000Z,false,false
blk-00031,pg-note-0009,,to_do,Content block 0 for PD Planning Notes 9 in the Ridgewood Collegiate Institute workspace.,0,2026-01-26T00:00:00.000Z,2026-01-27T00:00:00.000Z,false,false
blk-00032,pg-note-0009,,paragraph,Content block 1 for PD Planning Notes 9 in the Ridgewood Collegiate Institute workspace.,1,2026-01-26T00:00:00.000Z,2026-01-27T00:00:00.000Z,false,false
blk-00033,pg-note-0009,,to_do,Content block 2 for PD Planning Notes 9 in the Ridgewood Collegiate Institute workspace.,2,2026-01-26T00:00:00.000Z,2026-01-27T00:00:00.000Z,false,false
blk-00034,pg-note-0010,,to_do,Content block 0 for Parent Council Notes 10 in the Ridgewood Collegiate Institute workspace.,0,2026-01-28T00:00:00.000Z,2026-01-29T00:00:00.000Z,false,false
blk-00035,pg-note-0010,,bulleted_list_item,Content block 1 for Parent Council Notes 10 in the Ridgewood Collegiate Institute workspace.,1,2026-01-28T00:00:00.000Z,2026-01-29T00:00:00.000Z,false,false
blk-00036,pg-note-0010,,heading_2,Content block 2 for Parent Council Notes 10 in the Ridgewood Collegiate Institute workspace.,2,2026-01-28T00:00:00.000Z,2026-01-29T00:00:00.000Z,false,false
blk-00037,pg-note-0011,,to_do,Content block 0 for Equity Year Two Working Notes 11 in the Ridgewood Collegiate Institute workspace.,0,2026-01-30T00:00:00.000Z,2026-01-31T00:00:00.000Z,false,false
blk-00038,pg-note-0011,,heading_2,Content block 1 for Equity Year Two Working Notes 11 in the Ridgewood Collegiate Institute workspace.,1,2026-01-30T00:00:00.000Z,2026-01-31T00:00:00.000Z,false,false
blk-00039,pg-note-0011,,to_do,Content block 2 for Equity Year Two Working Notes 11 in the Ridgewood Collegiate Institute workspace.,2,2026-01-30T00:00:00.000Z,2026-01-31T00:00:00.000Z,false,false
blk-00040,pg-note-0012,,heading_2,Content block 0 for Wellness Initiative Notes 12 in the Ridgewood Collegiate Institute workspace.,0,2026-02-01T00:00:00.000Z,2026-02-02T00:00:00.000Z,false,false
blk-00041,pg-note-0012,,bulleted_list_item,Content block 1 for Wellness Initiative Notes 12 in the Ridgewood Collegiate Institute workspace.,1,2026-02-01T00:00:00.000Z,2026-02-02T00:00:00.000Z,false,false
blk-00042,pg-note-0012,,to_do,Content block 2 for Wellness Initiative Notes 12 in the Ridgewood Collegiate Institute workspace.,2,2026-02-01T00:00:00.000Z,2026-02-02T00:00:00.000Z,false,false
blk-00043,pg-note-0013,,to_do,Content block 0 for Grade Nine Transition Notes 13 in the Ridgewood Collegiate Institute workspace.,0,2026-02-03T00:00:00.000Z,2026-02-04T00:00:00.000Z,false,false
blk-00044,pg-note-0013,,paragraph,Content block 1 for Grade Nine Transition Notes 13 in the Ridgewood Collegiate Institute workspace.,1,2026-02-03T00:00:00.000Z,2026-02-04T00:00:00.000Z,false,false
blk-00045,pg-note-0013,,bulleted_list_item,Content block 2 for Grade Nine Transition Notes 13 in the Ridgewood Collegiate Institute workspace.,2,2026-02-03T00:00:00.000Z,2026-02-04T00:00:00.000Z,false,false
blk-00046,pg-note-0014,,paragraph,Content block 0 for Staff Meeting Notes 14 in the Ridgewood Collegiate Institute workspace.,0,2026-02-05T00:00:00.000Z,2026-02-06T00:00:00.000Z,false,false
blk-00047,pg-note-0014,,paragraph,Content block 1 for Staff Meeting Notes 14 in the Ridgewood Collegiate Institute workspace.,1,2026-02-05T00:00:00.000Z,2026-02-06T00:00:00.000Z,false,false
