id,parent_type,parent_id,title,created_time,last_edited_time,created_by,archived,icon,cover_url
pg-prioryear-brief,database_id,db-briefs,Ridgewood Year-End Board Brief 2025,2025-12-16T10:00:00.000Z,2025-12-16T18:00:00.000Z,user-mary,false,,
pg-note-0000,workspace,db-initiatives,Parent Council Notes 0,2026-01-08T00:00:00.000Z,2026-01-09T00:00:00.000Z,user-mary,false,,
pg-note-0001,workspace,db-notes,Equity Year Two Working Notes 1,2026-01-10T00:00:00.000Z,2026-01-11T00:00:00.000Z,user-mary,false,,
pg-note-0002,database_id,,Wellness Initiative Notes 2,2026-01-12T00:00:00.000Z,2026-01-13T00:00:00.000Z,user-mary,false,,
pg-note-0003,database_id,db-initiatives,Grade Nine Transition Notes 3,2026-01-14T00:00:00.000Z,2026-01-15T00:00:00.000Z,user-mary,false,,
pg-note-0004,workspace,db-notes,Staff Meeting Notes 4,2026-01-16T00:00:00.000Z,2026-01-17T00:00:00.000Z,user-mary,false,,
pg-note-0005,database_id,db-notes,Keynote Prep Notes 5,2026-01-18T00:00:00.000Z,2026-01-19T00:00:00.000Z,user-mary,false,,
pg-note-0006,database_id,db-initiatives,Budget Walkthrough Notes 6,2026-01-20T00:00:00.000Z,2026-01-21T00:00:00.000Z,user-mary,false,,
pg-note-0007,database_id,db-initiatives,Community Partnership Notes 7,2026-01-22T00:00:00.000Z,2026-01-23T00:00:00.000Z,user-mary,false,,
pg-note-0008,workspace,db-initiatives,Board Prep Checklist 8,2026-01-24T00:00:00.000Z,2026-01-25T00:00:00.000Z,user-mary,false,,
pg-note-0009,workspace,,PD Planning Notes 9,2026-01-26T00:00:00.000Z,2026-01-27T00:00:00.000Z,user-mary,false,,
pg-note-0010,workspace,db-notes,Parent Council Notes 10,2026-01-28T00:00:00.000Z,2026-01-29T00:00:00.000Z,user-mary,false,,
pg-note-0011,database_id,db-initiatives,Equity Year Two Working Notes 11,2026-01-30T00:00:00.000Z,2026-01-31T00:00:00.000Z,user-mary,false,,
