id,company_id,pay_period_start,pay_period_end,check_date,processed,gross_pay,net_pay,employee_count
9000,ridgewood-001,2026-01-01,2026-01-15,2026-01-20,true,237307,168487,139
9001,ridgewood-001,2026-01-16,2026-01-30,2026-02-04,true,249767,177334,139
9002,ridgewood-001,2026-01-31,2026-02-14,2026-02-19,true,250758,178038,139
9003,ridgewood-001,2026-02-15,2026-03-01,2026-03-06,true,249395,177070,139
9004,ridgewood-001,2026-03-02,2026-03-16,2026-03-21,true,256833,182351,139
9005,ridgewood-001,2026-03-17,2026-03-31,2026-04-05,true,249180,176917,139
9006,ridgewood-001,2026-04-01,2026-04-15,2026-04-20,true,250772,178048,139
9007,ridgewood-001,2026-04-16,2026-04-30,2026-05-05,true,237503,168627,139
9008,ridgewood-001,2026-05-01,2026-05-15,2026-05-20,true,252165,179037,139
9009,ridgewood-001,2026-05-16,2026-05-30,2026-06-04,true,248294,176288,139
9010,ridgewood-001,2026-05-31,2026-06-14,2026-06-19,true,242438,172130,139
9011,ridgewood-001,2026-06-15,2026-06-29,2026-07-04,true,252406,179208,139
9012,ridgewood-001,2026-06-30,2026-07-14,2026-07-19,true,256981,182456,139
9013,ridgewood-001,2026-07-15,2026-07-29,2026-08-03,true,238521,169349,139
9014,ridgewood-001,2026-07-30,2026-08-13,2026-08-18,true,256975,182452,139
9015,ridgewood-001,2026-08-14,2026-08-28,2026-09-02,true,243625,172973,139
9016,ridgewood-001,2026-08-29,2026-09-12,2026-09-17,true,242422,172119,139
9017,ridgewood-001,2026-09-13,2026-09-27,2026-10-02,true,255811,181625,139
9018,ridgewood-001,2026-09-28,2026-10-12,2026-10-17,true,248928,176738,139
9019,ridgewood-001,2026-10-13,2026-10-27,2026-11-01,true,252071,178970,139
9020,ridgewood-001,2026-10-28,2026-11-11,2026-11-16,true,240538,170781,139
9021,ridgewood-001,2026-11-12,2026-11-26,2026-12-01,true,238081,169037,139
9022,ridgewood-001,2026-11-27,2026-12-11,2026-12-16,true,246732,175179,139
9023,ridgewood-001,2026-12-12,2026-12-26,2026-12-31,false,245157,174061,139
9024,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2833,2011,1
9025,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,4000,2840,1
9026,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9027,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9028,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9029,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9030,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3000,2130,1
9031,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9032,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9033,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2541,1804,1
9034,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9035,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9036,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,1958,1390,1
9037,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9038,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3000,2130,1
9039,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2541,1804,1
9040,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2833,2011,1
9041,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9042,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3291,2337,1
9043,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9044,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9045,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2541,1804,1
9046,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2541,1804,1
9047,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9048,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9049,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9050,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,4000,2840,1
9051,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9052,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,4000,2840,1
9053,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2833,2011,1
9054,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9055,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9056,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2833,2011,1
9057,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,1958,1390,1
9058,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9059,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3291,2337,1
9060,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9061,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2833,2011,1
9062,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9063,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2833,2011,1
9064,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3000,2130,1
9065,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9066,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,4000,2840,1
9067,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9068,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2833,2011,1
9069,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,1958,1390,1
9070,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9071,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9072,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9073,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9074,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2541,1804,1
9075,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9076,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,1958,1390,1
9077,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3291,2337,1
9078,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9079,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,4000,2840,1
9080,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2833,2011,1
9081,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3000,2130,1
9082,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9083,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9084,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,4000,2840,1
9085,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,1958,1390,1
9086,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,4000,2840,1
9087,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2833,2011,1
9088,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3000,2130,1
9089,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9090,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2416,1715,1
9091,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,1958,1390,1
9092,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9093,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,4000,2840,1
9094,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2541,1804,1
9095,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2416,1715,1
9096,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9097,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,4000,2840,1
9098,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9099,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2541,1804,1
9100,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2833,2011,1
9101,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2541,1804,1
9102,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3291,2337,1
9103,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9104,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2416,1715,1
9105,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,1958,1390,1
9106,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3291,2337,1
9107,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,1958,1390,1
9108,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,1958,1390,1
9109,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2541,1804,1
9110,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9111,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9112,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2833,2011,1
9113,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9114,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9115,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9116,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3000,2130,1
9117,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3000,2130,1
9118,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,4000,2840,1
9119,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,4000,2840,1
9120,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9121,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9122,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2833,2011,1
9123,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2541,1804,1
9124,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3291,2337,1
9125,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2416,1715,1
9126,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,1958,1390,1
9127,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2833,2011,1
9128,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9129,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9130,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,4000,2840,1
9131,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,1958,1390,1
9132,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2833,2011,1
9133,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3291,2337,1
9134,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9135,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9136,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9137,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3000,2130,1
9138,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2541,1804,1
9139,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9140,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9141,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9142,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,1958,1390,1
9143,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,4000,2840,1
9144,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9145,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2416,1715,1
9146,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2833,2011,1
9147,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,1958,1390,1
9148,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9149,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3000,2130,1
9150,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2541,1804,1
9151,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3291,2337,1
9152,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2416,1715,1
9153,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3000,2130,1
9154,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3500,2485,1
9155,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9156,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,1958,1390,1
9157,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9158,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3291,2337,1
9159,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,3791,2692,1
9160,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2166,1538,1
9161,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,2833,2011,1
9162,ridgewood-001,2026-12-01,2026-12-15,2026-12-20,true,4000,2840,1
