catalog_object_id,location_id,quantity,state
var_0001,LOC-GALLUP-FAIR,1,SOLD
var_0002,LOC-GALLUP-FAIR,3,IN_STOCK
var_0003,LOC-GALLUP-FAIR,0,IN_STOCK
var_0004,LOC-GALLUP-FAIR,2,IN_STOCK
var_0005,LOC-GALLUP-FAIR,2,SOLD
var_0006,LOC-GALLUP-FAIR,2,IN_STOCK
var_0007,LOC-GALLUP-FAIR,3,SOLD
var_0008,LOC-GALLUP-FAIR,1,IN_STOCK
var_0009,LOC-GALLUP-FAIR,3,IN_STOCK
var_0010,LOC-GALLUP-FAIR,1,RESERVED
var_0011,LOC-GALLUP-FAIR,3,RESERVED
var_0012,LOC-GALLUP-FAIR,0,SOLD
var_0013,LOC-GALLUP-FAIR,3,SOLD
var_0014,LOC-GALLUP-FAIR,1,IN_STOCK
var_0015,LOC-GALLUP-FAIR,3,RESERVED
var_0016,LOC-GALLUP-FAIR,0,IN_STOCK
var_0017,LOC-GALLUP-FAIR,2,RESERVED
var_0018,LOC-GALLUP-FAIR,1,RESERVED
var_0019,LOC-GALLUP-FAIR,1,SOLD
var_0020,LOC-GALLUP-FAIR,2,IN_STOCK
var_0021,LOC-GALLUP-FAIR,2,IN_STOCK
var_0022,LOC-GALLUP-FAIR,2,SOLD
var_0023,LOC-GALLUP-FAIR,1,IN_STOCK
var_0024,LOC-GALLUP-FAIR,2,IN_STOCK
var_0025,LOC-GALLUP-FAIR,0,IN_STOCK
var_0026,LOC-GALLUP-FAIR,3,IN_STOCK
var_0027,LOC-GALLUP-FAIR,3,IN_STOCK
var_0028,LOC-GALLUP-FAIR,0,IN_STOCK
var_0029,LOC-GALLUP-FAIR,3,IN_STOCK
var_0030,LOC-GALLUP-FAIR,0,SOLD
var_0031,LOC-GALLUP-FAIR,2,RESERVED
var_0032,LOC-GALLUP-FAIR,3,RESERVED
var_0033,LOC-GALLUP-FAIR,1,SOLD
var_0034,LOC-GALLUP-FAIR,1,SOLD
var_0035,LOC-GALLUP-FAIR,3,IN_STOCK
var_0036,LOC-GALLUP-FAIR,2,SOLD
var_0037,LOC-GALLUP-FAIR,0,IN_STOCK
var_0038,LOC-GALLUP-FAIR,0,SOLD
var_0039,LOC-GALLUP-FAIR,1,SOLD
var_0040,LOC-GALLUP-FAIR,3,IN_STOCK
var_0041,LOC-GALLUP-FAIR,0,RESERVED
var_0042,LOC-GALLUP-FAIR,1,IN_STOCK
var_0043,LOC-GALLUP-FAIR,3,IN_STOCK
var_0044,LOC-GALLUP-FAIR,2,SOLD
var_0045,LOC-GALLUP-FAIR,0,IN_STOCK
var_0046,LOC-GALLUP-FAIR,2,IN_STOCK
var_0047,LOC-GALLUP-FAIR,0,SOLD
var_0048,LOC-GALLUP-FAIR,2,SOLD
var_0049,LOC-GALLUP-FAIR,2,SOLD
var_0050,LOC-GALLUP-FAIR,3,RESERVED
var_0051,LOC-GALLUP-FAIR,0,IN_STOCK
var_0052,LOC-GALLUP-FAIR,0,IN_STOCK
var_0053,LOC-GALLUP-FAIR,0,SOLD
var_0054,LOC-GALLUP-FAIR,0,IN_STOCK
var_0055,LOC-GALLUP-FAIR,3,IN_STOCK
var_0056,LOC-GALLUP-FAIR,1,IN_STOCK
var_0057,LOC-GALLUP-FAIR,0,IN_STOCK
var_0058,LOC-GALLUP-FAIR,2,IN_STOCK
var_0059,LOC-GALLUP-FAIR,1,IN_STOCK
var_0060,LOC-GALLUP-FAIR,3,RESERVED
var_0061,LOC-GALLUP-FAIR,2,IN_STOCK
var_0062,LOC-GALLUP-FAIR,3,IN_STOCK
var_0063,LOC-GALLUP-FAIR,3,IN_STOCK
var_0064,LOC-GALLUP-FAIR,2,IN_STOCK
var_0065,LOC-GALLUP-FAIR,0,IN_STOCK
var_0066,LOC-GALLUP-FAIR,0,IN_STOCK
var_0067,LOC-GALLUP-FAIR,2,SOLD
var_0068,LOC-GALLUP-FAIR,2,IN_STOCK
var_0069,LOC-GALLUP-FAIR,3,IN_STOCK
var_0070,LOC-GALLUP-FAIR,2,RESERVED
var_0071,LOC-GALLUP-FAIR,3,IN_STOCK
var_0072,LOC-GALLUP-FAIR,1,IN_STOCK
var_0073,LOC-GALLUP-FAIR,0,SOLD
var_0074,LOC-GALLUP-FAIR,3,IN_STOCK
var_0075,LOC-GALLUP-FAIR,2,RESERVED
var_0076,LOC-GALLUP-FAIR,3,IN_STOCK
var_0077,LOC-GALLUP-FAIR,1,RESERVED
var_0078,LOC-GALLUP-FAIR,2,IN_STOCK
var_0079,LOC-GALLUP-FAIR,0,SOLD
var_0080,LOC-GALLUP-FAIR,3,SOLD
var_0081,LOC-GALLUP-FAIR,1,SOLD
var_0082,LOC-GALLUP-FAIR,1,IN_STOCK
