id,customer_id,location_id,line_items,total_amount,currency,state,created_at
sq_ord_00001,sq_cus_00077,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0001"", ""quantity"": 1}]",34000,USD,COMPLETED,2026-07-02T13:49:46Z
sq_ord_00002,sq_cus_00067,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0020"", ""quantity"": 1}]",25000,USD,COMPLETED,2026-07-02T13:50:40Z
sq_ord_00003,sq_cus_00070,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0020"", ""quantity"": 1}]",78000,USD,COMPLETED,2026-07-02T13:50:33Z
sq_ord_00004,sq_cus_00035,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0076"", ""quantity"": 1}]",30000,USD,COMPLETED,2026-07-02T13:43:25Z
sq_ord_00005,sq_cus_00030,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0040"", ""quantity"": 1}]",78000,USD,COMPLETED,2026-07-02T13:54:17Z
sq_ord_00006,sq_cus_00066,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0060"", ""quantity"": 1}]",30000,USD,COMPLETED,2026-07-02T13:43:03Z
sq_ord_00007,sq_cus_00085,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0078"", ""quantity"": 1}]",60000,USD,COMPLETED,2026-07-02T13:43:08Z
sq_ord_00008,sq_cus_00029,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0044"", ""quantity"": 1}]",60000,USD,COMPLETED,2026-07-02T13:42:56Z
sq_ord_00009,sq_cus_00084,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0017"", ""quantity"": 1}]",60000,USD,COMPLETED,2026-07-02T13:49:18Z
sq_ord_00010,sq_cus_00082,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0078"", ""quantity"": 1}]",40000,USD,COMPLETED,2026-07-02T13:46:49Z
sq_ord_00011,sq_cus_00083,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0009"", ""quantity"": 1}]",68000,USD,COMPLETED,2026-07-02T13:54:16Z
sq_ord_00012,sq_cus_00021,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0048"", ""quantity"": 1}]",55000,USD,COMPLETED,2026-07-02T13:54:13Z
sq_ord_00013,sq_cus_00082,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0073"", ""quantity"": 1}]",42500,USD,COMPLETED,2026-07-02T13:54:31Z
sq_ord_00014,sq_cus_00025,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0030"", ""quantity"": 1}]",60000,USD,COMPLETED,2026-07-02T13:44:53Z
sq_ord_00015,sq_cus_00040,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0043"", ""quantity"": 1}]",42500,USD,COMPLETED,2026-07-02T13:46:10Z
sq_ord_00016,sq_cus_00065,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0009"", ""quantity"": 1}]",30000,USD,COMPLETED,2026-07-02T13:52:48Z
sq_ord_00017,sq_cus_00074,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0063"", ""quantity"": 1}]",30000,USD,COMPLETED,2026-07-02T13:52:43Z
sq_ord_00018,sq_cus_00093,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0043"", ""quantity"": 1}]",34000,USD,COMPLETED,2026-07-02T13:48:11Z
sq_ord_00019,sq_cus_00031,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0045"", ""quantity"": 1}]",47500,USD,COMPLETED,2026-07-02T13:46:55Z
sq_ord_00020,sq_cus_00020,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0018"", ""quantity"": 1}]",34000,USD,COMPLETED,2026-07-02T13:52:11Z
sq_ord_00021,sq_cus_00066,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0011"", ""quantity"": 1}]",34000,USD,COMPLETED,2026-07-02T13:43:30Z
sq_ord_00022,sq_cus_00077,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0006"", ""quantity"": 1}]",34000,USD,COMPLETED,2026-07-02T13:52:31Z
sq_ord_00023,sq_cus_00077,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0063"", ""quantity"": 1}]",55000,USD,COMPLETED,2026-07-02T13:51:49Z
sq_ord_00024,sq_cus_00022,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0067"", ""quantity"": 1}]",60000,USD,COMPLETED,2026-07-02T13:48:23Z
sq_ord_00025,sq_cus_00026,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0050"", ""quantity"": 1}]",60000,USD,COMPLETED,2026-07-02T13:54:34Z
sq_ord_00026,sq_cus_00071,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0003"", ""quantity"": 1}]",40000,USD,COMPLETED,2026-07-02T13:44:42Z
sq_ord_00027,sq_cus_00045,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0050"", ""quantity"": 1}]",30000,USD,COMPLETED,2026-07-02T13:53:07Z
sq_ord_00028,sq_cus_00071,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0018"", ""quantity"": 1}]",25000,USD,COMPLETED,2026-07-02T13:51:36Z
sq_ord_00029,sq_cus_00025,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0008"", ""quantity"": 1}]",42500,USD,COMPLETED,2026-07-02T13:43:42Z
sq_ord_00030,sq_cus_00033,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0061"", ""quantity"": 1}]",25000,USD,COMPLETED,2026-07-02T13:46:54Z
sq_ord_00031,sq_cus_00088,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0029"", ""quantity"": 1}]",47500,USD,COMPLETED,2026-07-02T13:54:00Z
sq_ord_00032,sq_cus_00032,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0056"", ""quantity"": 1}]",25000,USD,COMPLETED,2026-07-02T13:45:29Z
sq_ord_00033,sq_cus_00003,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0072"", ""quantity"": 1}]",55000,USD,COMPLETED,2026-07-02T13:51:13Z
sq_ord_00034,sq_cus_00053,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0079"", ""quantity"": 1}]",34000,USD,COMPLETED,2026-07-02T13:43:23Z
sq_ord_00035,sq_cus_00024,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0006"", ""quantity"": 1}]",78000,USD,COMPLETED,2026-07-02T13:47:27Z
sq_ord_00036,sq_cus_00051,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0018"", ""quantity"": 1}]",60000,USD,COMPLETED,2026-07-02T13:52:52Z
sq_ord_00037,sq_cus_00074,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0004"", ""quantity"": 1}]",47500,USD,COMPLETED,2026-07-02T13:47:38Z
sq_ord_00038,sq_cus_00035,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0039"", ""quantity"": 1}]",78000,USD,COMPLETED,2026-07-02T13:48:50Z
sq_ord_00039,sq_cus_00062,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0071"", ""quantity"": 1}]",40000,USD,COMPLETED,2026-07-02T13:43:07Z
sq_ord_00040,sq_cus_00034,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0045"", ""quantity"": 1}]",55000,USD,COMPLETED,2026-07-02T13:47:11Z
sq_ord_00041,sq_cus_00031,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0037"", ""quantity"": 1}]",60000,USD,COMPLETED,2026-07-02T13:50:06Z
sq_ord_00042,sq_cus_00036,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0068"", ""quantity"": 1}]",40000,USD,COMPLETED,2026-07-02T13:47:10Z
sq_ord_00043,sq_cus_00074,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0030"", ""quantity"": 1}]",30000,USD,COMPLETED,2026-07-02T13:44:44Z
sq_ord_00044,sq_cus_00021,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0059"", ""quantity"": 1}]",78000,USD,COMPLETED,2026-07-02T13:54:10Z
sq_ord_00045,sq_cus_00037,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0014"", ""quantity"": 1}]",34000,USD,COMPLETED,2026-07-02T13:52:17Z
sq_ord_00046,sq_cus_00004,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0031"", ""quantity"": 1}]",47500,USD,COMPLETED,2026-07-02T13:44:03Z
sq_ord_00047,sq_cus_00031,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0030"", ""quantity"": 1}]",60000,USD,COMPLETED,2026-07-02T13:51:28Z
sq_ord_00048,sq_cus_00032,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0042"", ""quantity"": 1}]",55000,USD,COMPLETED,2026-07-02T13:46:37Z
sq_ord_00049,sq_cus_00049,LOC-GALLUP-FAIR,"[{""catalog_object_id"": ""var_0072"", ""quantity"": 1}]",55000,USD,COMPLETED,2026-07-02T13:49:04Z
