id,type,name,description,category,variation_id,variation_name,price_amount,currency
cat_it_0001,ITEM,Sterling cuff (petite),Sterling cuff (petite) handmade at the Osborne Metalworks bench,Cuffs,var_0001,Regular,47500,USD
cat_it_0002,ITEM,Sterling cuff (heavy),Sterling cuff (heavy) handmade at the Osborne Metalworks bench,Cuffs,var_0002,Regular,72000,USD
cat_it_0003,ITEM,Sterling cuff (ranger),Sterling cuff (ranger) handmade at the Osborne Metalworks bench,Cuffs,var_0003,Regular,62500,USD
cat_it_0004,ITEM,Bolo tie (single stone),Bolo tie (single stone) handmade at the Osborne Metalworks bench,Bolo Ties,var_0004,Regular,34000,USD
cat_it_0005,ITEM,Bolo tie (cluster),Bolo tie (cluster) handmade at the Osborne Metalworks bench,Bolo Ties,var_0005,Regular,38500,USD
cat_it_0006,ITEM,Belt buckle (ranger),Belt buckle (ranger) handmade at the Osborne Metalworks bench,Belt Buckles,var_0006,Regular,78000,USD
cat_it_0007,ITEM,Belt buckle (concho),Belt buckle (concho) handmade at the Osborne Metalworks bench,Belt Buckles,var_0007,Regular,85000,USD
cat_it_0008,ITEM,DeepPink buckle,Osborne Metalworks piece,Cuffs,var_0008,Regular,55000,USD
cat_it_0009,ITEM,BlueViolet bolo,Osborne Metalworks piece,Cuffs,var_0009,Regular,42500,USD
cat_it_0010,ITEM,Peru bolo,Osborne Metalworks piece,Cuffs,var_0010,Regular,28000,USD
cat_it_0011,ITEM,SlateGray cuff,Osborne Metalworks piece,Cuffs,var_0011,Regular,55000,USD
cat_it_0012,ITEM,FloralWhite cuff,Osborne Metalworks piece,Cuffs,var_0012,Regular,34000,USD
cat_it_0013,ITEM,Snow bolo,Osborne Metalworks piece,Cuffs,var_0013,Regular,42500,USD
cat_it_0014,ITEM,Tomato buckle,Osborne Metalworks piece,Cuffs,var_0014,Regular,42500,USD
cat_it_0015,ITEM,Gray buckle,Osborne Metalworks piece,Cuffs,var_0015,Regular,55000,USD
cat_it_0016,ITEM,Snow cuff,Osborne Metalworks piece,Cuffs,var_0016,Regular,28000,USD
cat_it_0017,ITEM,Orange buckle,Osborne Metalworks piece,Cuffs,var_0017,Regular,34000,USD
cat_it_0018,ITEM,HotPink buckle,Osborne Metalworks piece,Cuffs,var_0018,Regular,34000,USD
cat_it_0019,ITEM,Beige buckle,Osborne Metalworks piece,Cuffs,var_0019,Regular,34000,USD
cat_it_0020,ITEM,MediumTurquoise buckle,Osborne Metalworks piece,Cuffs,var_0020,Regular,34000,USD
cat_it_0021,ITEM,DarkKhaki cuff,Osborne Metalworks piece,Cuffs,var_0021,Regular,28000,USD
cat_it_0022,ITEM,OliveDrab bolo,Osborne Metalworks piece,Cuffs,var_0022,Regular,34000,USD
cat_it_0023,ITEM,Black buckle,Osborne Metalworks piece,Cuffs,var_0023,Regular,42500,USD
cat_it_0024,ITEM,DarkSlateBlue cuff,Osborne Metalworks piece,Cuffs,var_0024,Regular,42500,USD
cat_it_0025,ITEM,Gold cuff,Osborne Metalworks piece,Cuffs,var_0025,Regular,42500,USD
cat_it_0026,ITEM,Lime bolo,Osborne Metalworks piece,Cuffs,var_0026,Regular,42500,USD
cat_it_0027,ITEM,Chocolate bolo,Osborne Metalworks piece,Cuffs,var_0027,Regular,34000,USD
cat_it_0028,ITEM,LightCyan buckle,Osborne Metalworks piece,Cuffs,var_0028,Regular,34000,USD
cat_it_0029,ITEM,Black cuff,Osborne Metalworks piece,Cuffs,var_0029,Regular,34000,USD
cat_it_0030,ITEM,SeaShell cuff,Osborne Metalworks piece,Cuffs,var_0030,Regular,55000,USD
cat_it_0031,ITEM,MediumOrchid bolo,Osborne Metalworks piece,Cuffs,var_0031,Regular,34000,USD
cat_it_0032,ITEM,Ivory bolo,Osborne Metalworks piece,Cuffs,var_0032,Regular,34000,USD
cat_it_0033,ITEM,LemonChiffon bolo,Osborne Metalworks piece,Cuffs,var_0033,Regular,34000,USD
cat_it_0034,ITEM,AntiqueWhite cuff,Osborne Metalworks piece,Cuffs,var_0034,Regular,55000,USD
cat_it_0035,ITEM,Plum bolo,Osborne Metalworks piece,Cuffs,var_0035,Regular,55000,USD
cat_it_0036,ITEM,Beige buckle,Osborne Metalworks piece,Cuffs,var_0036,Regular,42500,USD
