id,order_id,customer_id,amount,currency,status,source_type,location_id,receipt_number,created_at
sq_pmt_00001,sq_ord_00001,sq_cus_00077,34000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00001,2026-07-02T13:49:46Z
sq_pmt_00002,sq_ord_00002,sq_cus_00067,25000,USD,APPROVED,CASH,LOC-GALLUP-FAIR,OMW-FAIR-00002,2026-07-02T13:50:40Z
sq_pmt_00003,sq_ord_00003,sq_cus_00070,78000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00003,2026-07-02T13:50:33Z
sq_pmt_00004,sq_ord_00004,sq_cus_00035,30000,USD,APPROVED,CASH,LOC-GALLUP-FAIR,OMW-FAIR-00004,2026-07-02T13:43:25Z
sq_pmt_00005,sq_ord_00005,sq_cus_00030,78000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00005,2026-07-02T13:54:17Z
sq_pmt_00006,sq_ord_00006,sq_cus_00066,30000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00006,2026-07-02T13:43:03Z
sq_pmt_00007,sq_ord_00007,sq_cus_00085,60000,USD,APPROVED,CASH,LOC-GALLUP-FAIR,OMW-FAIR-00007,2026-07-02T13:43:08Z
sq_pmt_00008,sq_ord_00008,sq_cus_00029,60000,USD,APPROVED,CASH,LOC-GALLUP-FAIR,OMW-FAIR-00008,2026-07-02T13:42:56Z
sq_pmt_00009,sq_ord_00009,sq_cus_00084,60000,USD,APPROVED,CASH,LOC-GALLUP-FAIR,OMW-FAIR-00009,2026-07-02T13:49:18Z
sq_pmt_00010,sq_ord_00010,sq_cus_00082,40000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00010,2026-07-02T13:46:49Z
sq_pmt_00011,sq_ord_00011,sq_cus_00083,68000,USD,APPROVED,CASH,LOC-GALLUP-FAIR,OMW-FAIR-00011,2026-07-02T13:54:16Z
sq_pmt_00012,sq_ord_00012,sq_cus_00021,55000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00012,2026-07-02T13:54:13Z
sq_pmt_00013,sq_ord_00013,sq_cus_00082,42500,USD,APPROVED,CASH,LOC-GALLUP-FAIR,OMW-FAIR-00013,2026-07-02T13:54:31Z
sq_pmt_00014,sq_ord_00014,sq_cus_00025,60000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00014,2026-07-02T13:44:53Z
sq_pmt_00015,sq_ord_00015,sq_cus_00040,42500,USD,APPROVED,CASH,LOC-GALLUP-FAIR,OMW-FAIR-00015,2026-07-02T13:46:10Z
sq_pmt_00016,sq_ord_00016,sq_cus_00065,30000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00016,2026-07-02T13:52:48Z
sq_pmt_00017,sq_ord_00017,sq_cus_00074,30000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00017,2026-07-02T13:52:43Z
sq_pmt_00018,sq_ord_00018,sq_cus_00093,34000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00018,2026-07-02T13:48:11Z
sq_pmt_00019,sq_ord_00019,sq_cus_00031,47500,USD,APPROVED,CASH,LOC-GALLUP-FAIR,OMW-FAIR-00019,2026-07-02T13:46:55Z
sq_pmt_00020,sq_ord_00020,sq_cus_00020,34000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00020,2026-07-02T13:52:11Z
sq_pmt_00021,sq_ord_00021,sq_cus_00066,34000,USD,APPROVED,CASH,LOC-GALLUP-FAIR,OMW-FAIR-00021,2026-07-02T13:43:30Z
sq_pmt_00022,sq_ord_00022,sq_cus_00077,34000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00022,2026-07-02T13:52:31Z
sq_pmt_00023,sq_ord_00023,sq_cus_00077,55000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00023,2026-07-02T13:51:49Z
sq_pmt_00024,sq_ord_00024,sq_cus_00022,60000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00024,2026-07-02T13:48:23Z
sq_pmt_00025,sq_ord_00025,sq_cus_00026,60000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00025,2026-07-02T13:54:34Z
sq_pmt_00026,sq_ord_00026,sq_cus_00071,40000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00026,2026-07-02T13:44:42Z
sq_pmt_00027,sq_ord_00027,sq_cus_00045,30000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00027,2026-07-02T13:53:07Z
sq_pmt_00028,sq_ord_00028,sq_cus_00071,25000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00028,2026-07-02T13:51:36Z
sq_pmt_00029,sq_ord_00029,sq_cus_00025,42500,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00029,2026-07-02T13:43:42Z
sq_pmt_00030,sq_ord_00030,sq_cus_00033,25000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00030,2026-07-02T13:46:54Z
sq_pmt_00031,sq_ord_00031,sq_cus_00088,47500,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00031,2026-07-02T13:54:00Z
sq_pmt_00032,sq_ord_00032,sq_cus_00032,25000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00032,2026-07-02T13:45:29Z
sq_pmt_00033,sq_ord_00033,sq_cus_00003,55000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00033,2026-07-02T13:51:13Z
sq_pmt_00034,sq_ord_00034,sq_cus_00053,34000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00034,2026-07-02T13:43:23Z
sq_pmt_00035,sq_ord_00035,sq_cus_00024,78000,USD,APPROVED,CARD,LOC-GALLUP-FAIR,OMW-FAIR-00035,2026-07-02T13:47:27Z
sq_pmt_00036,sq_ord_00036,sq_cus_00051,60000,USD,APPROVED,CASH,LOC-GALLUP-FAIR,OMW-FAIR-00036,2026-07-02T13:52:52Z
sq_pmt_00037,sq_ord_00037,sq_cus_00074,47500,USD,APPROVED,CASH,LOC-GALLUP-FAIR,OMW-FAIR-00037,2026-07-02T13:47:38Z
