id,account_id,type,status,amount,currency,native_amount,native_currency,description,created_at
txn-btc-001,acct-btc-001,buy,completed,0.10000000,BTC,6500.00,USD,Bought 0.1 BTC,2026-02-01T10:00:00Z
txn-btc-002,acct-btc-001,buy,completed,0.20000000,BTC,12800.00,USD,Bought 0.2 BTC,2026-03-15T14:30:00Z
txn-btc-003,acct-btc-001,sell,completed,-0.05000000,BTC,-3250.00,USD,Sold 0.05 BTC,2026-04-10T09:15:00Z
txn-eth-001,acct-eth-002,buy,completed,2.00000000,ETH,6200.00,USD,Bought 2 ETH,2026-02-20T11:00:00Z
txn-eth-002,acct-eth-002,buy,pending,1.20000000,ETH,3720.00,USD,Bought 1.2 ETH,2026-05-22T08:30:00Z
txn-usd-001,acct-usd-003,fiat_deposit,completed,2000.00,USD,2000.00,USD,Bank deposit,2026-01-15T08:00:00Z
txn-sol-001,acct-sol-004,buy,completed,18.50000000,SOL,2664.00,USD,Bought 18.5 SOL,2026-03-01T09:00:00Z
txn-btc-004,acct-eth-002,buy,completed,361.54809946,SOL,-2219.40,USD,Bank deposit,2025-05-29T14:50:43Z
txn-btc-005,acct-sol-004,buy,completed,1494.98877393,BTC,-1129.04,USD,Bought 2 ETH,2024-09-18T11:21:01Z
txn-btc-006,acct-btc-001,buy,completed,316.58859287,SOL,814.35,USD,Sold 0.05 BTC,2026-05-26T12:12:07Z
txn-btc-007,acct-btc-001,buy,completed,165.09947427,ETH,4450.81,USD,Bank deposit,2026-10-09T18:05:42Z
txn-btc-008,acct-eth-002,sell,pending,934.57793811,USD,9026.29,USD,Bank deposit,2026-10-03T15:41:45Z
txn-btc-009,acct-btc-001,buy,completed,1823.72489479,ETH,8389.72,USD,Bought 0.2 BTC,2026-07-25T07:50:37Z
txn-btc-010,acct-eth-002,buy,completed,922.70037237,USD,4999.01,USD,Bought 2 ETH,2024-12-17T14:16:45Z
txn-btc-011,acct-btc-001,buy,completed,1082.71462079,USD,-239.89,USD,Bought 0.2 BTC,2024-08-03T09:41:08Z
txn-btc-012,acct-eth-002,buy,completed,515.51956930,USD,10291.71,USD,Sold 0.05 BTC,2025-02-21T09:11:06Z
txn-btc-013,acct-usd-003,buy,completed,1855.81952635,BTC,9682.94,USD,Bought 18.5 SOL,2025-11-12T07:45:27Z
txn-btc-014,acct-btc-001,fiat_deposit,completed,857.70296626,BTC,6388.74,USD,Bought 1.2 ETH,2025-04-02T12:20:41Z
txn-btc-015,acct-eth-002,buy,completed,1710.47135167,BTC,5534.63,USD,Bought 0.2 BTC,2024-07-01T15:50:25Z
txn-btc-016,acct-eth-002,buy,completed,1722.76724094,BTC,-638.89,USD,Bought 1.2 ETH,2026-03-28T16:32:16Z
txn-btc-017,acct-sol-004,buy,completed,577.32471869,ETH,5086.17,USD,Bought 2 ETH,2024-12-19T11:29:26Z
txn-btc-018,acct-eth-002,buy,completed,1546.63864173,USD,9716.75,USD,Bought 0.1 BTC,2025-06-08T19:40:25Z
txn-btc-019,acct-sol-004,buy,completed,1990.55468309,ETH,6878.00,USD,Bought 1.2 ETH,2024-10-18T19:34:18Z
txn-btc-020,acct-btc-001,buy,completed,974.03821809,USD,6948.17,USD,Bought 18.5 SOL,2025-05-09T06:23:21Z
txn-btc-021,acct-btc-001,fiat_deposit,completed,1600.33224520,SOL,-1228.03,USD,Bought 2 ETH,2024-11-06T16:41:37Z
txn-btc-022,acct-sol-004,buy,completed,753.28718640,ETH,10678.60,USD,Bought 0.1 BTC,2024-06-05T11:32:26Z
txn-btc-023,acct-sol-004,buy,pending,201.35612460,ETH,-2677.44,USD,Bought 0.1 BTC,2025-12-10T09:25:17Z
