id,name,rating,price,category,category_title,latitude,longitude,city,state,address,phone,review_count,is_closed,image_url
yb_0,Tulsa Clay Depot,4.1,$$,cafe,Cafe,36.1,-95.9,Tulsa,OK,123 Main,9185550000,304,false,
yb_1,Cain's Coffee,4.5,$$,cafe,Cafe,36.1,-95.9,Tulsa,OK,123 Main,9185550000,229,false,
yb_2,Cain's Coffee,4.1,$$,cafe,Cafe,36.1,-95.9,Tulsa,OK,123 Main,9185550000,129,false,
yb_3,Riverwalk Cafe,3.7,$$,cafe,Cafe,36.1,-95.9,Tulsa,OK,123 Main,9185550000,274,false,
yb_4,Tulsa Clay Depot,4.7,$$,cafe,Cafe,36.1,-95.9,Tulsa,OK,123 Main,9185550000,300,false,
yb_5,Tulsa Clay Depot,4.6,$$,cafe,Cafe,36.1,-95.9,Tulsa,OK,123 Main,9185550000,292,false,
yb_6,Riverwalk Cafe,4.8,$$,cafe,Cafe,36.1,-95.9,Tulsa,OK,123 Main,9185550000,66,false,
yb_7,Tulsa Clay Depot,4.8,$$,cafe,Cafe,36.1,-95.9,Tulsa,OK,123 Main,9185550000,48,false,
yb_2008,Art Barn 8,4.0,$,coffee,Coffee & Tea,36.1200,-95.9700,Tulsa,OK,731 Main St,+19185552090,99,false,https://yelp.example/2008.jpg
yb_2009,Clay Corner 9,4.5,$$,food,Restaurant,36.1300,-95.9400,Sand Springs,OK,822 Main St,+19185552390,325,false,https://yelp.example/2009.jpg
yb_2010,Green Fork 10,4.0,$$$,pottery,Pottery Studio,36.1100,-95.9900,Tulsa,OK,208 Main St,+19185555844,333,false,https://yelp.example/2010.jpg
yb_2011,Kiln House 11,4.0,$$$,pottery,Pottery Studio,36.1800,-95.9800,Owasso,OK,238 Main St,+19185557178,255,false,https://yelp.example/2011.jpg
yb_2012,Art Barn 12,3.5,$,coffee,Coffee & Tea,36.1200,-95.9500,Tulsa,OK,459 Main St,+19185555344,344,false,https://yelp.example/2012.jpg
yb_2013,Kiln House 13,3.5,$$,food,Restaurant,36.1200,-95.9600,Broken Arrow,OK,784 Main St,+19185551911,342,false,https://yelp.example/2013.jpg
yb_2014,Cup Cafe 14,5.0,$$,food,Restaurant,36.1100,-95.9200,Sand Springs,OK,568 Main St,+19185551567,265,false,https://yelp.example/2014.jpg
yb_2015,Art Barn 15,5.0,$$,food,Restaurant,36.1000,-95.9400,Jenks,OK,411 Main St,+19185556126,182,false,https://yelp.example/2015.jpg
yb_2016,Cup Cafe 16,5.0,$$$,coffee,Coffee & Tea,36.1200,-95.9400,Bixby,OK,909 Main St,+19185553700,387,false,https://yelp.example/2016.jpg
yb_2017,Art Barn 17,4.5,$$,pottery,Pottery Studio,36.1300,-95.9900,Stillwater,OK,784 Main St,+19185555190,22,false,https://yelp.example/2017.jpg
yb_2018,Cup Cafe 18,3.5,$$$,art,Art Supplies,36.1500,-95.9200,Bixby,OK,468 Main St,+19185555224,215,false,https://yelp.example/2018.jpg
yb_2019,Green Fork 19,3.5,$$$,coffee,Coffee & Tea,36.1900,-95.9200,Tulsa,OK,118 Main St,+19185555857,25,false,https://yelp.example/2019.jpg
