order_id,product_id,quantity,unit_price,line_total,replacement_for
ord_001,prd_002,3,3.12,,
ord_001,prd_021,2,7.59,,
ord_001,prd_014,4,7.86,,
ord_001,prd_008,2,3.93,,
ord_001,prd_016,1,8.79,,
ord_001,prd_018,1,5.89,,
ord_001,prd_003,2,13.73,,
ord_002,prd_010,4,7.41,,
ord_002,prd_011,2,15.91,,
ord_002,prd_014,2,11.32,,
ord_002,prd_021,1,14.65,,
ord_002,prd_013,4,5.08,,
ord_003,prd_009,2,10.32,,
ord_003,prd_031,4,4.3,,
ord_003,prd_020,4,2.55,,
ord_003,prd_001,2,2.61,,
ord_003,prd_023,4,6.72,,
ord_003,prd_024,3,3.95,,
ord_003,prd_014,2,9.06,,
ord_004,prd_031,4,9.65,,
ord_004,prd_021,1,12.74,,
ord_004,prd_011,2,15.97,,
ord_004,prd_010,4,4.94,,
ord_004,prd_015,4,14.22,,
ord_004,prd_031,2,6.14,,
ord_004,prd_002,3,2.28,,
ord_005,prd_013,2,15.99,,
ord_005,prd_008,2,11.15,,
ord_005,prd_020,2,2.03,,
ord_005,prd_027,4,3.49,,
ord_005,prd_005,1,11.04,,
ord_005,prd_017,1,13.3,,
ord_006,prd_020,1,3.37,,
ord_006,prd_004,1,13.34,,
ord_006,prd_020,3,13.05,,
ord_006,prd_029,3,6.4,,
ord_006,prd_008,2,6.9,,
ord_006,prd_003,3,9.58,,
ord_006,prd_024,2,11.61,,
ord_007,prd_014,4,4.54,,
ord_007,prd_029,1,15.74,,
ord_007,prd_020,3,12.79,,
ord_007,prd_020,3,11.29,,
ord_007,prd_001,3,14.97,,
ord_007,prd_026,3,11.51,,
ord_007,prd_003,4,12.78,,
ord_008,prd_009,2,13.39,,
ord_008,prd_025,2,10.86,,
ord_008,prd_020,1,12.54,,
ord_008,prd_007,1,15.86,,
ord_008,prd_023,2,7.41,,
ord_009,prd_015,2,5.18,,
ord_009,prd_001,4,4.24,,
ord_009,prd_016,1,4.62,,
ord_009,prd_018,4,1.93,,
ord_010,prd_009,2,14.0,,
ord_010,prd_015,4,13.15,,
ord_010,prd_007,3,5.79,,
ord_011,prd_029,3,5.15,,
ord_011,prd_020,2,2.01,,
ord_011,prd_030,3,13.72,,
ord_012,prd_026,2,5.97,,
ord_012,prd_030,1,14.41,,
ord_012,prd_019,1,15.1,,
ord_012,prd_015,1,13.93,,
ord_012,prd_005,3,6.37,,
ord_013,prd_012,4,2.55,,
ord_013,prd_017,2,9.65,,
ord_013,prd_007,2,5.48,,
ord_013,prd_019,4,4.42,,
ord_013,prd_031,3,15.52,,
ord_013,prd_004,4,3.15,,
ord_013,prd_021,4,4.96,,
ord_014,prd_014,3,8.29,,
ord_014,prd_015,3,5.71,,
ord_014,prd_021,2,8.72,,
ord_014,prd_004,4,6.97,,
ord_014,prd_017,3,9.97,,
ord_014,prd_009,4,7.18,,
ord_014,prd_003,3,12.52,,
ord_014,prd_016,2,6.94,,
ord_015,prd_020,3,10.2,,
ord_015,prd_023,4,10.69,,
ord_015,prd_030,4,6.63,,
ord_015,prd_017,1,15.32,,
ord_015,prd_016,1,8.23,,
ord_016,prd_032,2,11.77,475.30,Let me know if this works.
ord_017,prd_033,2,11.03,217.50,Numbers attached for review.
ord_018,prd_034,2,13.16,377.25,Let me know if this works.
ord_019,prd_035,4,4.00,80.66,Following up on the earlier note.
ord_020,prd_036,2,5.99,765.79,Labs came back slightly elevated.
ord_021,prd_037,4,14.17,204.62,Handled and logged.
ord_022,prd_038,1,4.02,645.72,"Party is on the 3rd, planning now."
ord_023,prd_039,2,15.54,188.57,Moved this to next week.
ord_024,prd_040,2,2.43,809.75,Weather looks clear for the cook.
ord_025,prd_041,3,11.24,432.13,Shipment tracking looks on time.
ord_026,prd_042,3,3.97,312.60,Confirming for the schedule.
ord_027,prd_043,2,11.02,587.29,Let me know if this works.
ord_028,prd_044,2,9.25,707.76,Reminder that this is time sensitive.
ord_029,prd_045,4,9.60,83.15,Reminder that this is time sensitive.
ord_030,prd_046,3,9.52,495.61,Numbers attached for review.
ord_031,prd_047,2,12.95,555.10,Labs came back slightly elevated.
ord_032,prd_048,4,3.20,723.62,Refill window closes soon.
ord_033,prd_049,3,8.75,241.31,Pushed the milestone by two days.
ord_034,prd_050,2,13.06,491.63,Confirming for the schedule.
ord_035,prd_051,1,6.15,338.36,Slides are in three versions still.
ord_036,prd_052,1,13.06,752.10,Pushed the milestone by two days.
ord_037,prd_053,4,5.35,829.62,Weather looks clear for the cook.
ord_038,prd_054,4,2.15,359.53,Shipment tracking looks on time.
ord_039,prd_055,1,7.16,491.53,Flagging this for confirmation.
ord_040,prd_056,1,2.68,571.93,Handled and logged.
ord_041,prd_057,4,5.17,534.38,Labs came back slightly elevated.
ord_042,prd_058,3,4.73,142.29,Reminder that this is time sensitive.
ord_043,prd_059,2,4.87,773.50,Refill window closes soon.
ord_044,prd_060,4,12.25,42.56,Weather looks clear for the cook.
ord_045,prd_061,2,6.55,290.08,Following up on the earlier note.
ord_046,prd_062,2,12.68,730.60,Numbers attached for review.
ord_047,prd_063,3,3.03,746.06,Pushed the milestone by two days.
ord_048,prd_064,1,5.58,711.28,Confirming for the schedule.
ord_049,prd_065,2,7.54,321.43,Pushed the milestone by two days.
ord_050,prd_066,4,8.68,25.11,Handled and logged.
ord_051,prd_067,1,3.27,87.36,Let me know if this works.
ord_052,prd_068,3,9.55,505.43,Labs came back slightly elevated.
ord_053,prd_069,2,12.98,237.80,"Prep is done, sending notes."
ord_054,prd_070,3,13.64,297.58,Reminder that this is time sensitive.
ord_055,prd_071,1,12.95,47.21,Moved this to next week.
ord_056,prd_072,4,5.53,294.28,Let me know if this works.
ord_057,prd_073,2,6.03,797.01,Moved this to next week.
ord_058,prd_074,4,7.26,195.63,Numbers attached for review.
ord_059,prd_075,2,13.49,340.57,Shipment tracking looks on time.
ord_060,prd_076,4,4.09,315.61,Need a fourth for Saturday.
ord_061,prd_077,3,13.39,242.89,Weather looks clear for the cook.
ord_062,prd_078,1,12.38,704.31,Confirming for the schedule.
ord_063,prd_079,1,2.87,663.59,Labs came back slightly elevated.
ord_064,prd_080,3,15.35,25.13,Shipment tracking looks on time.
ord_065,prd_081,3,1.95,127.76,Numbers attached for review.
ord_066,prd_082,1,13.56,285.82,Handled and logged.
ord_067,prd_083,2,7.57,207.62,Slides are in three versions still.
ord_068,prd_084,3,8.13,302.19,Following up on the earlier note.
ord_069,prd_085,4,13.54,169.58,Need a fourth for Saturday.
ord_070,prd_086,3,6.20,845.09,Pushed the milestone by two days.
ord_071,prd_087,2,14.81,254.84,"Party is on the 3rd, planning now."
ord_072,prd_088,4,10.12,576.04,Confirming for the schedule.
ord_073,prd_089,2,15.75,80.83,Let me know if this works.
ord_074,prd_090,3,13.62,356.47,Refill window closes soon.
ord_075,prd_091,1,10.67,531.33,Reconciled against the bank feed.
ord_076,prd_092,1,15.51,896.68,Shipment tracking looks on time.
ord_077,prd_093,3,14.61,899.13,Reminder that this is time sensitive.
ord_078,prd_094,1,6.59,475.63,Labs came back slightly elevated.
ord_079,prd_095,4,4.12,475.30,Let me know if this works.
ord_080,prd_096,4,6.40,12.75,Reconciled against the bank feed.
ord_081,prd_097,4,2.09,737.93,Shipment tracking looks on time.
ord_082,prd_098,1,4.56,854.71,Refill window closes soon.
ord_083,prd_099,4,3.91,656.16,Refill window closes soon.
ord_084,prd_100,3,2.20,572.51,Moved this to next week.
ord_085,prd_101,1,5.05,441.79,"Party is on the 3rd, planning now."
ord_086,prd_102,1,14.08,849.58,Labs came back slightly elevated.
ord_087,prd_103,2,11.67,520.08,"Party is on the 3rd, planning now."
ord_088,prd_104,1,9.87,660.62,Flagging this for confirmation.
ord_089,prd_105,4,13.96,577.37,Weather looks clear for the cook.
ord_090,prd_106,1,11.79,96.18,Reminder that this is time sensitive.
ord_091,prd_107,1,13.24,239.40,Confirming for the schedule.
ord_092,prd_108,1,13.52,534.85,Reconciled against the bank feed.
ord_093,prd_109,3,3.41,525.91,Shipment tracking looks on time.
ord_094,prd_110,3,11.58,667.80,Handled and logged.
ord_095,prd_111,3,4.26,653.60,Pushed the milestone by two days.
ord_096,prd_112,4,2.22,716.34,Refill window closes soon.
ord_097,prd_113,2,10.76,802.66,"Party is on the 3rd, planning now."
ord_098,prd_114,4,14.93,307.64,Following up on the earlier note.
ord_099,prd_115,3,12.15,187.10,Numbers attached for review.
ord_100,prd_116,2,8.24,24.03,Pushed the milestone by two days.
ord_101,prd_117,3,14.43,784.34,Shipment tracking looks on time.
ord_102,prd_118,1,13.16,824.68,Moved this to next week.
ord_103,prd_119,1,6.03,540.73,Weather looks clear for the cook.
ord_104,prd_120,1,12.83,89.33,"Prep is done, sending notes."
ord_105,prd_121,1,6.50,668.72,Labs came back slightly elevated.
ord_106,prd_122,2,13.60,256.55,"Prep is done, sending notes."
ord_107,prd_123,1,14.82,376.73,Slides are in three versions still.
ord_108,prd_124,3,13.98,401.84,Refill window closes soon.
ord_109,prd_125,4,2.47,808.34,Shipment tracking looks on time.
ord_110,prd_126,4,10.77,88.32,Shipment tracking looks on time.
ord_111,prd_127,2,7.63,325.00,Slides are in three versions still.
ord_112,prd_128,4,10.55,695.46,Weather looks clear for the cook.
ord_113,prd_129,4,13.86,233.18,Moved this to next week.
ord_114,prd_130,4,4.29,403.43,"Party is on the 3rd, planning now."
ord_115,prd_131,1,9.62,361.71,Handled and logged.
ord_116,prd_132,1,11.34,634.06,Let me know if this works.
ord_117,prd_133,4,14.71,424.10,Moved this to next week.
ord_118,prd_134,1,5.36,553.26,Slides are in three versions still.
ord_119,prd_135,1,5.46,854.22,Confirming for the schedule.
ord_120,prd_136,4,7.15,661.07,Shipment tracking looks on time.
ord_121,prd_137,3,9.49,205.61,Weather looks clear for the cook.
ord_122,prd_138,4,13.52,173.20,Numbers attached for review.
