id,page_id,parent_block_id,type,text,order,created_time,last_edited_time,has_children,checked
blk_g5_1,pg_p_gre_week5,,heading_1,Week 5 - Algebra and Number Properties,1,2026-10-12T08:10:00Z,2026-10-12T08:10:00Z,false,false
blk_g5_2,pg_p_gre_week5,,to_do,Manhattan 5lb sections 12.1 - 12.4,2,2026-10-12T08:11:00Z,2026-10-19T07:42:00Z,false,false
blk_t_1,pg_p_rec_tonkatsu,,bulleted_list_item,Use Pono Market panko if I have it,1,2025-11-14T05:00:00Z,2025-11-14T05:00:00Z,false,false
blk_auto_0001,pg_p_auto_127,,heading_2,Quantitative Comparison,29,2026-05-10T08:10:00.000Z,2026-05-10T08:11:00.000Z,false,false
blk_auto_0002,pg_p_auto_11,,bulleted_list_item,Hikari needs hock check before Madras,4,2026-04-16T08:10:00.000Z,2026-04-16T08:11:00.000Z,false,false
blk_auto_0003,pg_p_auto_189,,numbered_list_item,Step 11: Redo missed problems,4,2026-09-01T08:10:00.000Z,2026-09-01T08:11:00.000Z,false,false
blk_auto_0004,pg_p_auto_93,,numbered_list_item,Step 9: PowerPrep timed section,27,2025-11-25T08:10:00.000Z,2025-11-25T08:11:00.000Z,false,false
blk_auto_0005,pg_p_auto_197,,to_do,PowerPrep timed section,5,2026-06-18T08:10:00.000Z,2026-06-18T08:11:00.000Z,false,true
blk_auto_0006,pg_p_auto_74,,heading_1,Week 8 - Quantitative Comparison,27,2026-08-19T08:10:00.000Z,2026-08-19T08:11:00.000Z,false,false
blk_auto_0007,pg_p_auto_162,,paragraph,Use Pono Market panko if I have it,28,2026-04-03T08:10:00.000Z,2026-04-03T08:11:00.000Z,false,false
blk_auto_0008,pg_p_auto_159,,paragraph,Pace at 1.5 min per question,12,2025-10-24T08:10:00.000Z,2025-10-24T08:11:00.000Z,false,false
blk_auto_0009,pg_p_auto_188,,heading_1,Week 1 - Word Problems,7,2026-10-14T08:10:00.000Z,2026-10-14T08:11:00.000Z,false,false
blk_auto_0010,pg_p_auto_145,,paragraph,Tonkatsu - double the cabbage,21,2026-10-02T08:10:00.000Z,2026-10-02T08:11:00.000Z,false,false
blk_auto_0011,pg_p_auto_5,,to_do,Magoosh practice set,21,2026-02-25T08:10:00.000Z,2026-02-25T08:11:00.000Z,false,false
blk_auto_0012,pg_p_auto_15,,paragraph,Kaze due for rabies booster,21,2026-08-24T08:10:00.000Z,2026-08-24T08:11:00.000Z,false,false
blk_auto_0013,pg_p_auto_44,,numbered_list_item,Step 12: Review error log,21,2026-06-02T08:10:00.000Z,2026-06-02T08:11:00.000Z,false,false
blk_auto_0014,pg_p_auto_77,,paragraph,Kaze due for rabies booster,3,2026-01-07T08:10:00.000Z,2026-01-07T08:11:00.000Z,false,false
blk_auto_0015,pg_p_auto_55,,to_do,Review error log,8,2026-09-24T08:10:00.000Z,2026-09-24T08:11:00.000Z,false,false
blk_auto_0016,pg_p_auto_149,,paragraph,Buy more scratch paper,8,2025-10-29T08:10:00.000Z,2025-10-29T08:11:00.000Z,false,false
blk_auto_0017,pg_p_auto_60,,paragraph,Buy more scratch paper,13,2026-05-04T08:10:00.000Z,2026-05-04T08:11:00.000Z,false,false
blk_auto_0018,pg_p_auto_185,,to_do,Time the quant section - 35 min,3,2026-02-21T08:10:00.000Z,2026-02-21T08:11:00.000Z,false,true
blk_auto_0019,pg_p_auto_130,,to_do,Review error log,4,2026-06-10T08:10:00.000Z,2026-06-10T08:11:00.000Z,false,false
blk_auto_0020,pg_p_auto_76,,heading_2,Data Analysis,3,2026-01-02T08:10:00.000Z,2026-01-02T08:11:00.000Z,false,false
blk_auto_0021,pg_p_auto_105,,bulleted_list_item,Buy more scratch paper,17,2026-07-31T08:10:00.000Z,2026-07-31T08:11:00.000Z,false,false
blk_auto_0022,pg_p_auto_107,,heading_2,Algebra and Number Properties,30,2026-02-08T08:10:00.000Z,2026-02-08T08:11:00.000Z,false,false
blk_auto_0023,pg_p_auto_178,,bulleted_list_item,Buy more scratch paper,13,2026-04-07T08:10:00.000Z,2026-04-07T08:11:00.000Z,false,false
blk_auto_0024,pg_p_auto_96,,to_do,Anki vocab 200 cards,26,2025-11-23T08:10:00.000Z,2025-11-23T08:11:00.000Z,false,false
blk_auto_0025,pg_p_auto_7,,heading_1,Week 1 - Quantitative Comparison,9,2025-11-27T08:10:00.000Z,2025-11-27T08:11:00.000Z,false,false
blk_auto_0026,pg_p_auto_190,,numbered_list_item,Step 2: PowerPrep timed section,11,2026-01-14T08:10:00.000Z,2026-01-14T08:11:00.000Z,false,false
blk_auto_0027,pg_p_auto_72,,to_do,Time the quant section - 35 min,10,2026-03-06T08:10:00.000Z,2026-03-06T08:11:00.000Z,false,false
blk_auto_0028,pg_p_auto_50,,to_do,PowerPrep timed section,14,2026-03-23T08:10:00.000Z,2026-03-23T08:11:00.000Z,false,false
blk_auto_0029,pg_p_auto_33,,heading_2,Word Problems,9,2026-02-21T08:10:00.000Z,2026-02-21T08:11:00.000Z,false,false
blk_auto_0030,pg_p_auto_100,,paragraph,Tonkatsu - double the cabbage,27,2026-04-26T08:10:00.000Z,2026-04-26T08:11:00.000Z,false,false
blk_auto_0031,pg_p_auto_120,,to_do,Redo missed problems,15,2026-09-19T08:10:00.000Z,2026-09-19T08:11:00.000Z,false,false
blk_auto_0032,pg_p_auto_178,,to_do,Review error log,5,2026-10-09T08:10:00.000Z,2026-10-09T08:11:00.000Z,false,false
blk_auto_0033,pg_p_auto_131,,bulleted_list_item,Buy more scratch paper,20,2026-06-16T08:10:00.000Z,2026-06-16T08:11:00.000Z,false,false
blk_auto_0034,pg_p_auto_194,,heading_2,Quantitative Comparison,19,2026-02-12T08:10:00.000Z,2026-02-12T08:11:00.000Z,false,false
blk_auto_0035,pg_p_auto_71,,bulleted_list_item,Tonkatsu - double the cabbage,28,2026-09-01T08:10:00.000Z,2026-09-01T08:11:00.000Z,false,false
blk_auto_0036,pg_p_auto_98,,numbered_list_item,Step 12: PowerPrep timed section,11,2026-07-16T08:10:00.000Z,2026-07-16T08:11:00.000Z,false,false
blk_auto_0037,pg_p_auto_65,,heading_2,Word Problems,30,2026-05-27T08:10:00.000Z,2026-05-27T08:11:00.000Z,false,false
blk_auto_0038,pg_p_auto_135,,to_do,Magoosh practice set,23,2026-04-13T08:10:00.000Z,2026-04-13T08:11:00.000Z,false,false
blk_auto_0039,pg_p_auto_194,,heading_2,Sentence Equivalence,28,2026-09-09T08:10:00.000Z,2026-09-09T08:11:00.000Z,false,false
blk_auto_0040,pg_p_auto_163,,paragraph,Kaze due for rabies booster,29,2026-08-07T08:10:00.000Z,2026-08-07T08:11:00.000Z,false,false
blk_auto_0041,pg_p_auto_27,,heading_1,Week 7 - Quantitative Comparison,15,2025-10-11T08:10:00.000Z,2025-10-11T08:11:00.000Z,false,false
blk_auto_0042,pg_p_auto_21,,bulleted_list_item,Buy more scratch paper,24,2026-04-04T08:10:00.000Z,2026-04-04T08:11:00.000Z,false,false
blk_auto_0043,pg_p_auto_117,,heading_1,Week 5 - Data Analysis,4,2026-02-09T08:10:00.000Z,2026-02-09T08:11:00.000Z,false,false
blk_auto_0044,pg_p_auto_78,,paragraph,Hikari needs hock check before Madras,17,2026-08-03T08:10:00.000Z,2026-08-03T08:11:00.000Z,false,false
blk_auto_0045,pg_p_auto_63,,to_do,Redo missed problems,2,2025-09-13T08:10:00.000Z,2025-09-13T08:11:00.000Z,false,true
blk_auto_0046,pg_p_auto_45,,heading_1,Week 5 - Geometry,29,2026-05-20T08:10:00.000Z,2026-05-20T08:11:00.000Z,false,false
blk_auto_0047,pg_p_auto_161,,paragraph,Pace at 1.5 min per question,28,2026-06-29T08:10:00.000Z,2026-06-29T08:11:00.000Z,false,false
blk_auto_0048,pg_p_auto_91,,heading_2,Quantitative Comparison,3,2026-10-03T08:10:00.000Z,2026-10-03T08:11:00.000Z,false,false
blk_auto_0049,pg_p_auto_112,,paragraph,Hikari needs hock check before Madras,29,2025-12-28T08:10:00.000Z,2025-12-28T08:11:00.000Z,false,false
blk_auto_0050,pg_p_auto_83,,paragraph,Tonkatsu - double the cabbage,23,2026-06-08T08:10:00.000Z,2026-06-08T08:11:00.000Z,false,false
blk_auto_0051,pg_p_auto_193,,paragraph,Kaze due for rabies booster,18,2025-11-21T08:10:00.000Z,2025-11-21T08:11:00.000Z,false,false
