page_id,property_name,property_type,value
pg_p_gre_week5,status,select,in progress
pg_p_gre_week5,target_score,number,165
pg_p_book_adler,status,select,on hold
pg_p_rec_tonkatsu,meal,select,dinner
pg_p_rec_tonkatsu,protein,select,pork
pg_p_auto_1,priority,select,medium
pg_p_auto_2,rating,number,3
pg_p_auto_3,target_score,number,320
pg_p_auto_4,target_score,number,162
pg_p_auto_5,week,number,8
pg_p_auto_6,status,select,done
pg_p_auto_7,protein,select,tofu
pg_p_auto_8,status,select,done
pg_p_auto_9,target_score,number,165
pg_p_auto_10,protein,select,pork
pg_p_auto_11,target_score,number,168
pg_p_auto_12,target_score,number,162
pg_p_auto_13,target_score,number,162
pg_p_auto_14,week,number,1
pg_p_auto_15,meal,select,breakfast
pg_p_auto_16,status,select,review
pg_p_auto_17,week,number,1
pg_p_auto_18,target_score,number,160
pg_p_auto_19,week,number,7
pg_p_auto_20,status,select,not started
pg_p_auto_21,rating,number,3
pg_p_auto_22,week,number,2
pg_p_auto_23,meal,select,dinner
pg_p_auto_24,target_score,number,160
pg_p_auto_25,protein,select,fish
pg_p_auto_26,week,number,2
pg_p_auto_27,priority,select,medium
pg_p_auto_28,meal,select,snack
pg_p_auto_29,priority,select,high
pg_p_auto_30,week,number,4
pg_p_auto_31,protein,select,pork
pg_p_auto_32,priority,select,high
pg_p_auto_33,priority,select,high
pg_p_auto_34,week,number,6
pg_p_auto_35,meal,select,snack
pg_p_auto_36,priority,select,medium
pg_p_auto_37,status,select,in progress
pg_p_auto_38,meal,select,breakfast
pg_p_auto_39,status,select,in progress
pg_p_auto_40,meal,select,breakfast
pg_p_auto_41,priority,select,high
pg_p_auto_42,status,select,in progress
pg_p_auto_43,priority,select,high
pg_p_auto_44,priority,select,medium
pg_p_auto_45,protein,select,tofu
pg_p_auto_46,meal,select,lunch
pg_p_auto_47,week,number,3
pg_p_auto_48,rating,number,3
pg_p_auto_49,week,number,7
pg_p_auto_50,week,number,3
pg_p_auto_51,target_score,number,160
pg_p_auto_52,meal,select,dinner
pg_p_auto_53,target_score,number,165
pg_p_auto_54,meal,select,breakfast
pg_p_auto_55,meal,select,dinner
pg_p_auto_56,rating,number,5
pg_p_auto_57,target_score,number,320
pg_p_auto_58,priority,select,medium
pg_p_auto_59,protein,select,pork
pg_p_auto_60,priority,select,medium
pg_p_auto_61,rating,number,5
pg_p_auto_62,target_score,number,162
pg_p_auto_63,status,select,in progress
pg_p_auto_64,priority,select,medium
pg_p_auto_65,rating,number,3
pg_p_auto_66,week,number,8
pg_p_auto_67,target_score,number,160
pg_p_auto_68,status,select,in progress
pg_p_auto_69,rating,number,3
pg_p_auto_70,priority,select,high
pg_p_auto_71,status,select,review
pg_p_auto_72,status,select,done
pg_p_auto_73,meal,select,dinner
pg_p_auto_74,status,select,not started
pg_p_auto_75,rating,number,4
pg_p_auto_76,rating,number,3
pg_p_auto_77,week,number,5
pg_p_auto_78,priority,select,medium
pg_p_auto_79,status,select,done
pg_p_auto_80,rating,number,4
pg_p_auto_81,week,number,5
pg_p_auto_82,rating,number,5
pg_p_auto_83,meal,select,snack
pg_p_auto_84,rating,number,3
pg_p_auto_85,target_score,number,168
pg_p_auto_86,status,select,done
pg_p_auto_87,target_score,number,320
pg_p_auto_88,priority,select,low
pg_p_auto_89,target_score,number,165
pg_p_auto_90,week,number,4
pg_p_auto_91,rating,number,4
pg_p_auto_92,week,number,5
pg_p_auto_93,rating,number,3
pg_p_auto_94,priority,select,medium
pg_p_auto_95,week,number,1
pg_p_auto_96,target_score,number,168
pg_p_auto_97,priority,select,medium
pg_p_auto_98,status,select,in progress
pg_p_auto_99,protein,select,chicken
pg_p_auto_100,target_score,number,162
pg_p_auto_101,meal,select,breakfast
pg_p_auto_102,status,select,on hold
pg_p_auto_103,priority,select,high
pg_p_auto_104,priority,select,high
pg_p_auto_105,week,number,7
pg_p_auto_106,rating,number,5
pg_p_auto_107,status,select,review
pg_p_auto_108,meal,select,breakfast
pg_p_auto_109,week,number,3
pg_p_auto_110,target_score,number,320
pg_p_auto_111,status,select,in progress
pg_p_auto_112,target_score,number,160
pg_p_auto_113,target_score,number,168
pg_p_auto_114,protein,select,pork
pg_p_auto_115,meal,select,breakfast
pg_p_auto_116,rating,number,3
pg_p_auto_117,target_score,number,168
pg_p_auto_118,rating,number,4
pg_p_auto_119,priority,select,high
pg_p_auto_120,status,select,review
pg_p_auto_121,rating,number,4
pg_p_auto_122,meal,select,dinner
pg_p_auto_123,protein,select,beef
pg_p_auto_124,meal,select,lunch
pg_p_auto_125,target_score,number,168
pg_p_auto_126,meal,select,snack
pg_p_auto_127,week,number,1
pg_p_auto_128,week,number,5
pg_p_auto_129,status,select,in progress
pg_p_auto_130,target_score,number,320
pg_p_auto_131,priority,select,medium
pg_p_auto_132,target_score,number,160
pg_p_auto_133,protein,select,beef
pg_p_auto_134,target_score,number,162
pg_p_auto_135,target_score,number,320
pg_p_auto_136,rating,number,3
pg_p_auto_137,protein,select,chicken
pg_p_auto_138,week,number,3
pg_p_auto_139,rating,number,4
pg_p_auto_140,week,number,5
pg_p_auto_141,rating,number,5
pg_p_auto_142,priority,select,medium
pg_p_auto_143,meal,select,breakfast
pg_p_auto_144,status,select,review
pg_p_auto_145,meal,select,lunch
pg_p_auto_146,rating,number,4
pg_p_auto_147,target_score,number,160
pg_p_auto_148,meal,select,breakfast
pg_p_auto_149,week,number,5
pg_p_auto_150,meal,select,breakfast
pg_p_auto_151,protein,select,pork
pg_p_auto_152,week,number,8
pg_p_auto_153,rating,number,5
pg_p_auto_154,meal,select,breakfast
pg_p_auto_155,week,number,8
pg_p_auto_156,week,number,8
pg_p_auto_157,meal,select,dinner
pg_p_auto_158,priority,select,medium
pg_p_auto_159,priority,select,medium
pg_p_auto_160,week,number,3
pg_p_auto_161,protein,select,tofu
pg_p_auto_162,status,select,review
pg_p_auto_163,meal,select,lunch
pg_p_auto_164,priority,select,high
pg_p_auto_165,target_score,number,165
pg_p_auto_166,priority,select,low
pg_p_auto_167,meal,select,snack
pg_p_auto_168,week,number,2
pg_p_auto_169,meal,select,lunch
pg_p_auto_170,target_score,number,162
pg_p_auto_171,protein,select,chicken
pg_p_auto_172,status,select,review
pg_p_auto_173,status,select,review
pg_p_auto_174,status,select,done
pg_p_auto_175,meal,select,breakfast
pg_p_auto_176,status,select,not started
pg_p_auto_177,rating,number,4
pg_p_auto_178,week,number,8
pg_p_auto_179,rating,number,4
pg_p_auto_180,target_score,number,168
pg_p_auto_181,protein,select,fish
pg_p_auto_182,protein,select,tofu
pg_p_auto_183,target_score,number,320
pg_p_auto_184,status,select,review
pg_p_auto_185,meal,select,dinner
pg_p_auto_186,protein,select,pork
pg_p_auto_187,protein,select,tofu
pg_p_auto_188,target_score,number,168
pg_p_auto_189,week,number,2
pg_p_auto_190,rating,number,5
pg_p_auto_191,status,select,done
pg_p_auto_192,week,number,8
pg_p_auto_193,protein,select,chicken
pg_p_auto_194,priority,select,high
