id,name,id_board,pos,closed
61c1000000000000000000c1,Analysis,60b1000000000000000000b1,16384,false
61c1000000000000000000c2,Writing,60b1000000000000000000b1,32768,false
61c1000000000000000000c3,Advisor Review,60b1000000000000000000b1,49152,false
61c1000000000000000000c4,Seminar Prep,60b1000000000000000000b1,65536,false
61c1000000000000000000c5,Defense,60b1000000000000000000b1,81920,false
61c1000000000000000000c11,Advisor Review - Cohort 4,60b1000000000000000000b1,49152,false
61c1000000000000000000c13,Seminar Prep - Cohort 5,60b1000000000000000000b1,65536,false
61c1000000000000000000c16,Advisor Review - Cohort 9,60b1000000000000000000b1,49152,false
61c1000000000000000000c18,Seminar Prep - Cohort 10,60b1000000000000000000b1,65536,false
61c1000000000000000000c21,Advisor Review - Cohort 14,60b1000000000000000000b1,49152,false
61c1000000000000000000c23,Seminar Prep - Cohort 15,60b1000000000000000000b1,65536,false
